root,id,ra,dec,m444,z_map,zwidth2,bic_diff,flux_ha,err_ha,sn_ha,q1,q2,q3,q4,q_fresco,multi_ids,q_congress,q_final
fresco-only-n-v2,9553,189.1950861,62.26752463,27.54,5.677,0,81.7,1.6e-18,2.2e-19,7.4,1,1,2,1,1.25,-,3,3
fresco-only-n-v2,9564,189.3291366,62.26739542,26.43,5.198,0,165.8,3.7e-18,3.1e-19,11.7,-1,2,3,2,1.5,-,1,1.5
fresco-only-n-v2,9566,189.0870647,62.26738148,26.65,5.133,0,208.6,3.5e-18,2.7e-19,13.3,2,2,3,2,2.25,-,1,2.25
fresco-only-n-v2,9582,189.3088226,62.26735566,26.38,6.559,0,130.8,6.3e-18,5.8e-19,10.9,-1,1,-1,-1,-0.5,-,-1,-1
fresco-only-n-v2,9631,189.3227025,62.26714929,26.55,4.87,0,56.1,1.3e-17,2.3e-18,5.8,0,1,0,0,0.25,-,0,0
fresco-only-n-v2,9685,189.1143705,62.26704655,28.3,4.91,0,189.5,9.2e-18,7e-19,13.2,0,2,2,2,1.5,-,1,1.5
fresco-only-n-v2,9688,189.2730063,62.26703828,26.92,5.195,0,200.3,3.8e-18,2.9e-19,13.1,2,2,3,3,2.5,-,1,2.5
fresco-only-n-v2,9701,189.2753739,62.26696567,27.9,5.194,0.04,59.6,1.2e-18,2.3e-19,5.4,0,1,2,2,1.25,-,1,1.25
fresco-only-n-v2,9725,189.2766115,62.26690314,27.65,5.226,0,95.8,1.9e-18,2.3e-19,8.2,2,1,3,1,1.75,-,1,1.75
fresco-only-n-v2,9760,189.0732366,62.26679734,27.19,5.432,0,59,1.1e-18,2e-19,5.3,2,1,2,0,1.25,-,1,1.25
fresco-only-n-v2,9944,189.3374893,62.26600403,26.75,5.206,0,354.3,2.8e-18,1.5e-19,18.1,2,2,3,2,2.25,-,1,2.25
fresco-only-n-v2,10020,189.1707973,62.26597611,27.71,6.021,0,63.4,1.2e-18,2.1e-19,5.9,1,2,2,1,1.5,-,3,3
fresco-only-n-v2,10073,189.3375803,62.26571722,27.71,5.193,0,78.2,1.1e-18,1.6e-19,7,0,1,0,2,0.75,-,1,0.75
fresco-only-n-v2,10111,189.1152653,62.26566632,27.85,5.833,0,144.4,2.9e-18,2.6e-19,11,1,3,2,-1,1.25,-,1,1.25
fresco-only-n-v2,10246,189.2541294,62.26513369,27.24,5.223,0,74,1.2e-18,1.8e-19,6.4,2,1,2,0,1.25,-,1,1.25
fresco-only-n-v2,10444,189.2480141,62.26442784,27.49,5.016,0.04,59.4,9.9e-19,1.8e-19,5.4,1,1,2,1,1.25,-,3,3
fresco-only-n-v2,10502,189.1457193,62.26426286,25.79,5.267,0,358,3.6e-18,2e-19,18.1,2,3,3,3,2.75,-,3,3
fresco-only-n-v2,10629,189.2233594,62.26388026,27.36,5.897,0,170.6,3e-18,2.5e-19,12,2,2,1,1,1.5,-,1,1.5
fresco-only-n-v2,10648,189.1621089,62.26381887,26.24,6.315,0,88.3,2.3e-18,2.4e-19,9.8,3,3,3,3,3,-,3,3
fresco-only-n-v2,10657,189.1509674,62.26397168,26.21,5.191,0.04,67.1,1e-18,1.8e-19,5.8,0,0,1,0,0.25,-,1,0.25
fresco-only-n-v2,10745,189.344287,62.26336532,23.5,5.242,0,1288.9,1.6e-17,3.8e-19,41.4,3,3,3,2,2.75,-,3,3
fresco-only-n-v2,10793,189.0395204,62.26326939,26.28,5.592,0,411.1,3.9e-18,2e-19,19.6,2,3,3,3,2.75,-,1,2.75
fresco-only-n-v2,10849,189.3371673,62.26311996,26.87,5.192,0.04,71.4,1.9e-18,3.1e-19,6.2,1,2,2,1,1.5,-,1,1.5
fresco-only-n-v2,10878,189.0369654,62.26296566,27.46,5.594,0,96.1,1.4e-18,1.7e-19,8.3,2,2,3,2,2.25,-,1,2.25
fresco-only-n-v2,10888,189.2175512,62.26309554,27.35,5.188,0,73.3,1.2e-18,1.8e-19,6.7,1,2,2,1,1.5,-,1,1.5
fresco-only-n-v2,10916,189.3422657,62.26281188,24.97,5.241,0.059,141.2,5.3e-18,5e-19,10.5,2,2,3,2,2.25,-,3,3
fresco-only-n-v2,10926,189.068537,62.262807,25.95,5.062,0,654.7,1e-16,6.1e-19,168.9,-1,-1,-1,-1,-1,-,-1,-1
fresco-only-n-v2,10942,189.3371413,62.26277331,26.47,5.202,0.04,80.7,2.2e-18,3e-19,7.3,1,1,2,1,1.25,-,1,1.25
fresco-only-n-v2,11033,189.0407386,62.26251006,26.66,5.512,0,88,1.6e-18,2.1e-19,7.5,-1,-1,-1,1,-0.5,-,1,-0.5
fresco-only-n-v2,11048,189.2569123,62.26269417,26.88,5.351,0,77.7,1.9e-18,2.9e-19,6.7,1,1,2,1,1.25,-,3,3
fresco-only-n-v2,11116,189.3455225,62.26228738,26.03,5.196,0.013,66.7,2.5e-18,4e-19,6.2,0,1,1,0,0.5,-,1,0.5
fresco-only-n-v2,11445,189.3244807,62.26132635,25.71,5.193,0,173.5,2.7e-18,2.2e-19,12,1,2,2,2,1.75,-,1,1.75
fresco-only-n-v2,11450,189.0698221,62.26133858,26.8,5.323,0.087,56.1,9.9e-19,2e-19,5,0,0,1,-1,0,-,0,0
fresco-only-n-v2,11461,189.1219375,62.26131809,27.2,5.324,0.059,59,1.5e-18,2.5e-19,5.9,0,2,2,-1,0.75,-,1,0.75
fresco-only-n-v2,11484,189.3282006,62.26120391,27.22,5.773,0,123.1,2e-18,2e-19,10,2,2,0,2,1.5,-,3,3
fresco-only-n-v2,11533,189.2541095,62.26108053,26.85,5.017,0,199.6,4.1e-18,3.1e-19,13.1,2,2,3,3,2.5,-,3,3
fresco-only-n-v2,11602,189.2283872,62.2608434,27.84,5.376,0,291.7,3e-18,1.7e-19,17,2,2,-1,2,1.25,-,-1,-1
fresco-only-n-v2,11671,189.1371772,62.26062916,26.35,5.599,0,341.6,3.7e-18,2.1e-19,17.4,-1,2,3,2,1.5,-,3,3
fresco-only-n-v2,11722,189.2821788,62.2603808,24.94,5.271,0,101.3,5.3e-18,5.7e-19,9.3,2,2,2,2,2,-,3,3
fresco-only-n-v2,11784,189.3133599,62.26021123,26.47,5.158,0,240.9,3.2e-18,2.2e-19,14.6,2,1,1,3,1.75,-,1,1.75
fresco-only-n-v2,11879,189.3138733,62.2598659,25.03,5.195,0,619.4,7.4e-18,3.1e-19,24.1,3,3,3,3,3,-,1,3
fresco-only-n-v2,11949,189.1063943,62.25969814,26.27,5.423,0,317.7,4.3e-18,2.5e-19,17.2,-1,2,3,2,1.5,-,3,3
fresco-only-n-v2,12010,189.069439,62.25943574,25.41,5.363,0,462.8,6.4e-18,3.1e-19,20.9,3,2,3,3,2.75,-,3,3
fresco-only-n-v2,12049,189.2005577,62.25944095,26.27,5.601,0,268.7,4.3e-18,2.8e-19,15.5,3,2,3,3,2.75,-,3,3
fresco-only-n-v2,12165,189.3104157,62.25899904,25.1,5.192,0,262.5,4.9e-18,3.2e-19,15.4,2,2,3,2,2.25,-,1,2.25
fresco-only-n-v2,12256,189.0965079,62.25879061,27.95,4.948,0,275.2,6.9e-18,4.2e-19,16.4,-1,2,-1,-1,-0.25,-,1,-0.25
fresco-only-n-v2,12314,189.2913044,62.25862153,26.58,5.013,0.015,73.5,1.7e-18,2.6e-19,6.4,0,-1,1,0,0,-,0,0
fresco-only-n-v2,12338,189.0968678,62.25858997,27.8,4.925,0,146.1,4.4e-18,4e-19,11.1,-1,3,-1,2,0.75,-,-1,-1
fresco-only-n-v2,12385,189.1417793,62.25842887,26.66,4.94,0,150.4,2.6e-18,2.3e-19,11.1,2,2,2,2,2,-,3,3
fresco-only-n-v2,12397,189.1967446,62.25839717,26.17,5.787,0,93.6,2.6e-18,3.4e-19,7.8,1,1,1,1,1,-,1,1
fresco-only-n-v2,12540,189.2961463,62.25796718,26.72,6.406,0,125.7,3e-18,3e-19,9.8,2,2,3,2,2.25,-,3,3
fresco-only-n-v2,12650,189.3603185,62.25754044,26.08,5.223,0,275.4,5.4e-18,3.4e-19,15.8,2,2,3,3,2.5,-,1,2.5
fresco-only-n-v2,12662,189.2348335,62.25747706,24.98,5.187,0,1434.6,1.2e-17,3.2e-19,38,3,2,3,3,2.75,-,1,2.75
fresco-only-n-v2,12667,189.1601345,62.25755036,24.95,5.188,0,234.8,6.2e-18,4.3e-19,14.3,3,2,3,3,2.75,-,1,2.75
fresco-only-n-v2,12926,189.0291629,62.25665157,26.4,5.017,0,150.5,1.6e-18,1.5e-19,11,2,3,3,3,2.75,-,3,3
fresco-only-n-v2,12982,189.0602006,62.25651627,25.59,5.362,0,487.5,7.3e-18,3.4e-19,21.4,3,3,3,3,3,-,3,3
