ID z_bouw Hmag ra dec
GNWV-7326917357 5.619999885559082 26.860000610351562 189.38620833333331 62.29325
GNWV-7394817357 5.119999885559082 25.719999313354492 189.41449999999998 62.29325
GNWV-7393717348 5.059999942779541 25.1200008392334 189.41404166666663 62.293
GNWV-7373318059 4.699999809265137 26.549999237060547 189.40554166666666 62.30163888888889
GNWV-7275717209 5.429999828338623 27.040000915527344 189.36487499999998 62.289138888888886
GNWV-7310617246 4.880000114440918 26.079999923706055 189.37941666666663 62.290166666666664
GNWV-7266717414 5.300000190734863 27.309999465942383 189.361125 62.29483333333333
GNWV-7264517523 5.059999942779541 27.030000686645508 189.3602083333333 62.29786111111111
GNWV-7293518046 4.760000228881836 25.950000762939453 189.37229166666665 62.30127777777778
GNWV-7308318582 4.880000114440918 24.440000534057617 189.3784583333333 62.30161111111111
GNWV-7303518122 4.940000057220459 26.010000228881836 189.37645833333332 62.30338888888889
GNWV-7178817594 5.429999828338623 26.350000381469727 189.32449999999997 62.29983333333333
GNWV-7484118153 5.300000190734863 26.940000534057617 189.45170833333333 62.304249999999996
GNWV-7448318175 5.0 25.700000762939453 189.43679166666666 62.30486111111111
GNWV-7449918205 4.940000057220459 25.940000534057617 189.43745833333332 62.30569444444444
GNWV-7450519056 5.489999771118164 24.959999084472656 189.43770833333332 62.318222222222225
GNWV-7347718293 5.179999828338623 26.389999389648438 189.39487499999998 62.308138888888884
GNWV-7397118399 4.880000114440918 25.899999618530273 189.4154583333333 62.31108333333333
GNWV-7368685655 5.239999771118164 25.579999923706055 189.40358333333333 62.31569444444444
GNWV-7264818366 5.059999942779541 25.579999923706055 189.36033333333333 62.31016666666667
GNWV-7275118393 5.360000133514404 25.959999084472656 189.364625 62.310916666666664
GNWV-7215218328 5.300000190734863 25.979999542236328 189.33966666666666 62.30911111111111
GNWV-7160918473 5.300000190734863 26.1299991607666 189.31704166666665 62.313138888888886
GNWV-7374719374 4.760000228881836 25.170000076293945 189.40612499999997 62.32705555555556
GNWV-7342119458 5.300000190734863 27.170000076293945 189.39254166666666 62.32938888888889
GNWV-7396020010 5.179999828338623 25.610000610351562 189.41499999999996 62.33361111111111
GNWV-7397920028 5.239999771118164 26.31999969482422 189.41579166666665 62.33411111111111
GNWV-7292119154 5.059999942779541 25.010000228881836 189.37170833333332 62.32094444444445
GNWV-7292119287 5.119999885559082 24.309999465942383 189.37170833333332 62.32463888888889
GNWV-7304519396 4.539999961853027 25.549999237060547 189.37687499999998 62.32766666666667
GNWV-7259220022 4.650000095367432 26.270000457763672 189.35799999999998 62.33394444444445
GNWV-7215619123 5.489999771118164 25.729999542236328 189.3398333333333 62.320083333333336
GNWV-7171419247 5.0 26.760000228881836 189.32141666666666 62.323527777777784
GNWV-7210619274 4.699999809265137 24.600000381469727 189.33775 62.32427777777778
GNWV-7176519383 4.820000171661377 27.0 189.32354166666664 62.32730555555556
GNWV-7144319492 5.119999885559082 25.90999984741211 189.31012499999997 62.330333333333336
GNWV-7268920077 4.820000171661377 26.719999313354492 189.36204166666664 62.33547222222222
GNWV-7261220116 4.699999809265137 26.739999771118164 189.35883333333334 62.336555555555556
GNWV-7318820152 5.119999885559082 26.34000015258789 189.3828333333333 62.33755555555556
GNWV-7264720163 5.0 25.56999969482422 189.36029166666665 62.33786111111112
GNWV-7264620176 4.650000095367432 26.170000076293945 189.36025 62.33822222222222
GNWV-7181120144 4.880000114440918 26.200000762939453 189.3254583333333 62.33733333333333
GNWV-7164820076 5.360000133514404 25.299999237060547 189.31866666666664 62.33544444444445
GNWV-7148320152 5.429999828338623 25.989999771118164 189.31179166666666 62.33755555555556
GNWV-7203120323 5.179999828338623 27.0 189.334625 62.342305555555555
GNWV-7200421241 5.0 25.489999771118164 189.3335 62.35669444444444
GNWV-7151020407 4.940000057220459 24.829999923706055 189.31291666666664 62.344638888888895
GNWV-7209021391 5.0 26.329999923706055 189.3370833333333 62.36086111111111
GNWV-7228521441 5.239999771118164 26.350000381469727 189.34520833333332 62.36225
GNWV-7184821529 4.940000057220459 27.260000228881836 189.32699999999997 62.364694444444446
GNWV-7152921594 5.119999885559082 26.639999389648438 189.31370833333332 62.3665
GNWV-7154322093 4.650000095367432 27.149999618530273 189.31429166666666 62.36925
GNWV-7148922105 5.179999828338623 27.329999923706055 189.31204166666663 62.36958333333333
GNWV-7147922107 4.880000114440918 26.459999084472656 189.311625 62.369638888888886
GNWV-7197222237 4.699999809265137 25.979999542236328 189.33216666666664 62.37325
GNWV-6404806297 5.300000190734863 26.40999984741211 189.16866666666664 62.10825
GNWV-6457706556 4.590000152587891 26.729999542236328 189.1907083333333 62.11544444444445
GNWV-6488372079 5.119999885559082 25.200000762939453 189.20345833333332 62.122416666666666
GNWV-6500407346 5.179999828338623 25.959999084472656 189.20849999999996 62.12627777777778
GNWV-6493207349 5.179999828338623 25.969999313354492 189.20549999999997 62.12636111111111
GNWV-6509807448 4.940000057220459 26.290000915527344 189.21241666666663 62.129111111111115
GNWV-6509607491 5.300000190734863 26.530000686645508 189.2123333333333 62.13030555555556
GNWV-6471307533 4.940000057220459 26.389999389648438 189.19637499999996 62.13147222222222
GNWV-6517507521 4.880000114440918 25.56999969482422 189.21562499999996 62.13113888888889
GNWV-6515007554 4.940000057220459 27.079999923706055 189.2145833333333 62.13205555555555
GNWV-6495907581 5.119999885559082 24.989999771118164 189.20662499999997 62.13280555555556
GNWV-6420207309 5.0 25.15999984741211 189.1750833333333 62.12525
GNWV-6399407536 5.300000190734863 26.799999237060547 189.16641666666663 62.13155555555556
GNWV-6465807585 5.059999942779541 27.200000762939453 189.1940833333333 62.13291666666667
GNWV-6383107569 4.539999961853027 27.110000610351562 189.15962499999998 62.13247222222222
GNWV-6571508134 4.880000114440918 25.190000534057617 189.23812499999997 62.137055555555555
GNWV-6545008251 4.880000114440918 26.1200008392334 189.2270833333333 62.14030555555556
GNWV-6544908269 4.699999809265137 27.299999237060547 189.22704166666665 62.14080555555555
GNWV-6548208273 4.940000057220459 27.049999237060547 189.22841666666665 62.14091666666667
GNWV-6547908305 4.760000228881836 26.200000762939453 189.22829166666662 62.14180555555556
GNWV-6508608439 4.820000171661377 26.190000534057617 189.21191666666664 62.14552777777778
GNWV-6505808498 5.119999885559082 27.149999618530273 189.21074999999996 62.147166666666664
GNWV-6510708554 5.429999828338623 26.670000076293945 189.21279166666665 62.14872222222222
GNWV-6514008568 5.239999771118164 25.719999313354492 189.21416666666664 62.14911111111111
GNWV-6436108162 5.239999771118164 26.549999237060547 189.18170833333332 62.13783333333333
GNWV-6479208493 4.650000095367432 27.829999923706055 189.19966666666664 62.14702777777778
GNWV-6416209023 4.539999961853027 27.010000228881836 189.17341666666664 62.150638888888885
GNWV-6411808123 5.559999942779541 26.420000076293945 189.17158333333333 62.13675
GNWV-6402709370 5.429999828338623 26.459999084472656 189.16779166666666 62.16027777777778
GNWV-6405209382 5.360000133514404 26.600000381469727 189.1688333333333 62.16061111111111
GNWV-6400309522 4.539999961853027 26.149999618530273 189.16679166666665 62.1645
GNWV-6396611169 4.590000152587891 26.65999984741211 189.16524999999996 62.188027777777776
GNWV-7068612119 5.300000190734863 26.149999618530273 189.27858333333333 62.20330555555556
GNWV-7117218275 5.119999885559082 25.940000534057617 189.2988333333333 62.30763888888889
GNWV-7094319050 5.0 26.469999313354492 189.28929166666666 62.31805555555556
GNWV-7086819080 4.590000152587891 27.020000457763672 189.28616666666667 62.31888888888889
GNWV-7022719146 4.650000095367432 26.520000457763672 189.25945833333333 62.32072222222222
GNWV-7108820266 4.760000228881836 25.200000762939453 189.29533333333333 62.340722222222226
GNWV-6584020051 5.300000190734863 26.860000610351562 189.2433333333333 62.33475
GNWV-6587320061 4.699999809265137 26.729999542236328 189.2447083333333 62.33502777777778
GNWV-7034020094 5.690000057220459 26.809999465942383 189.26416666666665 62.33594444444444
GNWV-7098321116 5.119999885559082 24.940000534057617 189.29095833333332 62.35322222222222
GNWV-7017321132 5.360000133514404 25.90999984741211 189.2572083333333 62.35366666666667
GNWV-6551820471 5.429999828338623 25.709999084472656 189.22991666666664 62.34641666666667
GNWV-6334306407 5.179999828338623 25.5 189.13929166666662 62.11130555555556
GNWV-6354006453 5.239999771118164 26.540000915527344 189.14749999999998 62.11258333333333
GNWV-6318907315 5.179999828338623 27.309999465942383 189.13287499999996 62.125416666666666
GNWV-6358407371 5.0 27.290000915527344 189.1493333333333 62.12697222222222
GNWV-6255607068 5.300000190734863 26.34000015258789 189.10649999999995 62.11855555555556
GNWV-6284007386 4.590000152587891 26.219999313354492 189.1183333333333 62.12738888888889
GNWV-6178907250 4.539999961853027 26.959999084472656 189.07454166666665 62.12361111111111
GNWV-6177507587 5.300000190734863 26.059999465942383 189.0739583333333 62.13297222222222
GNWV-6141208087 5.360000133514404 26.559999465942383 189.0588333333333 62.13575
GNWV-6314708455 4.940000057220459 27.040000915527344 189.13112499999997 62.14597222222222
GNWV-6282108218 5.179999828338623 26.6299991607666 189.11754166666663 62.13938888888889
GNWV-6263408562 4.699999809265137 25.34000015258789 189.10974999999996 62.148944444444446
GNWV-6230409039 4.880000114440918 26.700000762939453 189.09599999999998 62.15108333333333
GNWV-6218508145 4.539999961853027 26.700000762939453 189.09104166666663 62.13736111111111
GNWV-6155508385 5.119999885559082 24.799999237060547 189.06479166666665 62.14402777777778
GNWV-6206808483 5.0 24.530000686645508 189.08616666666663 62.14675
GNWV-6207008582 4.940000057220459 26.540000915527344 189.08624999999998 62.149499999999996
GNWV-6214408595 5.119999885559082 26.299999237060547 189.08933333333331 62.14986111111111
GNWV-6197909010 5.300000190734863 26.6299991607666 189.0824583333333 62.150277777777774
GNWV-6078508386 5.0 26.1299991607666 189.03270833333332 62.14405555555555
GNWV-6055208461 5.300000190734863 26.25 189.02299999999997 62.14613888888889
GNWV-6051809064 4.539999961853027 26.729999542236328 189.0215833333333 62.151777777777774
GNWV-6308909213 5.0 27.360000610351562 189.1287083333333 62.15591666666666
GNWV-6307009217 4.820000171661377 26.6299991607666 189.12791666666664 62.15602777777778
GNWV-6316909241 5.300000190734863 26.59000015258789 189.13204166666662 62.15669444444444
GNWV-6364409371 5.360000133514404 27.3799991607666 189.15183333333331 62.16030555555555
GNWV-6315109383 4.699999809265137 27.040000915527344 189.13129166666664 62.16063888888889
GNWV-6365709453 5.059999942779541 27.420000076293945 189.15237499999998 62.16258333333333
GNWV-6343310006 4.539999961853027 27.43000030517578 189.14304166666662 62.16683333333333
GNWV-6227909192 5.360000133514404 26.049999237060547 189.0949583333333 62.15533333333333
GNWV-6229109234 4.650000095367432 26.809999465942383 189.09545833333328 62.1565
GNWV-6227509253 5.179999828338623 27.0 189.09479166666665 62.15702777777778
GNWV-6245409548 4.940000057220459 26.8799991607666 189.10224999999997 62.16522222222222
GNWV-6190709112 5.059999942779541 27.190000534057617 189.0794583333333 62.15311111111111
GNWV-6198909129 4.880000114440918 27.079999923706055 189.08287499999997 62.15358333333333
GNWV-6213709232 5.119999885559082 27.010000228881836 189.08904166666665 62.156444444444446
GNWV-6200809306 4.940000057220459 26.68000030517578 189.08366666666663 62.1585
GNWV-6106209405 5.179999828338623 27.110000610351562 189.04424999999998 62.161249999999995
GNWV-6129909408 5.119999885559082 26.700000762939453 189.05412499999997 62.16133333333333
GNWV-6126209405 5.119999885559082 24.719999313354492 189.0525833333333 62.161249999999995
GNWV-6107409438 5.179999828338623 27.25 189.04474999999996 62.162166666666664
GNWV-6076209515 5.300000190734863 26.1200008392334 189.03174999999996 62.16430555555555
GNWV-6084009498 4.940000057220459 27.139999389648438 189.03499999999997 62.16383333333333
GNWV-6103209560 5.179999828338623 25.81999969482422 189.04299999999995 62.16555555555556
GNWV-6084009579 4.760000228881836 27.479999542236328 189.03499999999997 62.16608333333333
GNWV-6136409583 4.880000114440918 25.399999618530273 189.05683333333332 62.16619444444444
GNWV-6137410012 5.690000057220459 26.190000534057617 189.05724999999998 62.166999999999994
GNWV-6312310151 5.059999942779541 26.0 189.13012499999996 62.17086111111111
GNWV-6315510355 4.699999809265137 26.31999969482422 189.1314583333333 62.17652777777778
GNWV-6337010540 4.940000057220459 25.6299991607666 189.14041666666665 62.181666666666665
GNWV-6269110064 5.119999885559082 25.68000030517578 189.11212499999996 62.16844444444444
GNWV-6282610105 4.650000095367432 26.799999237060547 189.11774999999997 62.16958333333333
GNWV-6244510294 4.880000114440918 26.979999542236328 189.10187499999998 62.17483333333333
GNWV-6212610109 5.559999942779541 26.649999618530273 189.0885833333333 62.169694444444445
GNWV-6177410225 5.360000133514404 27.65999984741211 189.07391666666666 62.172916666666666
GNWV-6175310226 5.300000190734863 26.110000610351562 189.07304166666665 62.17294444444444
GNWV-6084610105 5.059999942779541 27.010000228881836 189.03524999999996 62.16958333333333
GNWV-6121510251 5.300000190734863 25.639999389648438 189.05062499999997 62.17363888888889
GNWV-6115310276 5.360000133514404 26.920000076293945 189.04804166666665 62.17433333333333
GNWV-6118510349 5.239999771118164 27.709999084472656 189.04937499999997 62.176361111111106
GNWV-6132910393 5.179999828338623 26.3700008392334 189.05537499999997 62.17758333333333
GNWV-6055210551 5.119999885559082 27.15999984741211 189.02299999999997 62.18197222222222
GNWV-6302011062 4.820000171661377 25.690000534057617 189.1258333333333 62.18505555555555
GNWV-6249711186 5.239999771118164 25.959999084472656 189.10404166666663 62.1885
GNWV-6254011201 5.429999828338623 25.81999969482422 189.1058333333333 62.188916666666664
GNWV-6190210586 5.300000190734863 25.950000762939453 189.07924999999997 62.182944444444445
GNWV-6204811036 5.429999828338623 26.899999618530273 189.0853333333333 62.18433333333333
GNWV-6194411127 4.539999961853027 26.940000534057617 189.08099999999996 62.18686111111111
GNWV-6195011168 5.0 26.469999313354492 189.08124999999998 62.187999999999995
GNWV-6162111224 4.539999961853027 26.360000610351562 189.06754166666664 62.18955555555555
GNWV-6084211038 5.119999885559082 27.219999313354492 189.03508333333332 62.18438888888888
GNWV-6095211161 5.239999771118164 24.81999969482422 189.03966666666662 62.18780555555555
GNWV-6079611213 4.820000171661377 25.200000762939453 189.03316666666663 62.189249999999994
GNWV-6187812012 4.940000057220459 25.809999465942383 189.07825 62.20033333333333
GNWV-6196912027 4.760000228881836 27.420000076293945 189.08204166666664 62.20075
GNWV-6141611534 4.650000095367432 25.34000015258789 189.05899999999997 62.198166666666665
GNWV-6188912250 4.820000171661377 26.139999389648438 189.0787083333333 62.206944444444446
GNWV-6144213103 4.880000114440918 25.860000610351562 189.0600833333333 62.21952777777778
GNWV-6119212371 5.0 26.540000915527344 189.04966666666664 62.21030555555556
GNWV-6139612506 5.059999942779541 25.610000610351562 189.05816666666664 62.21405555555556
GNWV-6082813004 4.650000095367432 25.860000610351562 189.03449999999998 62.21677777777778
GNWV-6111613403 4.880000114440918 25.780000686645508 189.04649999999998 62.22786111111111
GNWV-6301814456 5.300000190734863 26.469999313354492 189.12574999999995 62.246
GNWV-6284514343 5.179999828338623 26.8799991607666 189.11854166666663 62.24286111111111
GNWV-6380615344 4.940000057220459 27.100000381469727 189.15858333333333 62.25955555555556
GNWV-6219315171 5.059999942779541 24.489999771118164 189.09137499999997 62.25475
GNWV-6154316278 5.360000133514404 26.239999771118164 189.06429166666666 62.274388888888886
GNWV-6150816344 5.619999885559082 27.510000228881836 189.06283333333332 62.27622222222222
GNWV-6191317046 4.650000095367432 27.110000610351562 189.07970833333331 62.28461111111111
GNWV-6140816350 5.360000133514404 26.1299991607666 189.05866666666665 62.27638888888889
GNWV-6023809116 4.590000152587891 26.260000228881836 189.00991666666664 62.15322222222222
GNWV-5542510191 5.429999828338623 26.079999923706055 188.97604166666665 62.17197222222222
GNWV-5533910236 5.119999885559082 26.389999389648438 188.97245833333332 62.17322222222222
GNWV-5530110307 5.059999942779541 27.3799991607666 188.97087499999998 62.17519444444444
GNWV-6014610490 5.300000190734863 26.59000015258789 189.00608333333332 62.180277777777775
GNWV-6027211103 5.059999942779541 27.440000534057617 189.0113333333333 62.18619444444444
GNWV-6016111179 4.820000171661377 26.8799991607666 189.0067083333333 62.18830555555555
GNWV-5521511211 5.179999828338623 26.1299991607666 188.96729166666665 62.18919444444444
GNWV-5566311435 5.489999771118164 26.040000915527344 188.98595833333331 62.19541666666667
GNWV-5561611456 4.940000057220459 25.260000228881836 188.98399999999998 62.196
GNWV-5581911551 5.360000133514404 26.940000534057617 188.9924583333333 62.19863888888889
GNWV-5550212050 5.559999942779541 25.489999771118164 188.97924999999998 62.20138888888889
GNWV-5585812119 5.0 26.989999771118164 188.99408333333332 62.20330555555556
GNWV-5505711396 4.539999961853027 27.09000015258789 188.96070833333332 62.19433333333333
GNWV-5481212040 4.820000171661377 26.149999618530273 188.95049999999998 62.20111111111111
GNWV-6000412264 4.820000171661377 25.260000228881836 189.00016666666662 62.20733333333334
GNWV-5566012514 4.539999961853027 26.690000534057617 188.98583333333335 62.21427777777778
GNWV-5484112404 5.059999942779541 26.68000030517578 188.95170833333333 62.211222222222226
GNDV-7190210354 5.119999885559082 27.0 189.32924999999997 62.1765
GNDV-7205210550 4.820000171661377 27.5 189.33549999999997 62.18194444444444
GNDV-7179411057 4.940000057220459 28.149999618530273 189.32475 62.184916666666666
GNDV-7279011435 4.880000114440918 26.43000030517578 189.36624999999998 62.19541666666667
GNDV-7283611573 5.119999885559082 27.8799991607666 189.36816666666664 62.19925
GNDV-7207211187 4.880000114440918 26.139999389648438 189.33633333333333 62.18852777777777
GNDV-7240111310 4.940000057220459 26.979999542236328 189.35004166666664 62.19194444444444
GNDV-7253811440 5.300000190734863 26.760000228881836 189.35574999999997 62.19555555555555
GNDV-7213211585 5.690000057220459 27.260000228881836 189.33883333333333 62.19958333333333
GNDV-7200212009 4.760000228881836 27.299999237060547 189.33341666666666 62.200250000000004
GNDV-7148311072 5.489999771118164 27.540000915527344 189.31179166666666 62.18533333333333
GNDV-7166811154 5.300000190734863 27.540000915527344 189.31949999999998 62.18761111111111
GNDV-7151811202 4.880000114440918 26.469999313354492 189.31324999999998 62.18894444444444
GNDV-7139911353 4.940000057220459 26.549999237060547 189.30829166666666 62.19313888888889
GNDV-7145411403 4.539999961853027 25.670000076293945 189.3105833333333 62.19452777777777
GNDV-7144511409 5.059999942779541 25.8799991607666 189.31020833333332 62.194694444444444
