# Mg II emitters at ~8000A? Matched to 3D-HST coords
ID_bino	ID	ra	dec	ID_3DHST	zspec	flux_Lya	EW_Lya	FWHM_kms_Lya
3DHST_16990 434.0	189.227005	62.22645569	16990.0	2.2659	11.9	298.9	289.0
3DHST_17033 434.0	189.22576904	62.22662735	17033.0	2.2659	11.9	298.9	289.0
3DHST_18608 419.0	189.20870972	62.23365021	18608.0	2.2349	24.4	72.3	476.0
3DHST_19140 395.0	189.18365479	62.23613739	19140.0	2.2734	20.4	39.2	635.0
3DHST_21290 462.0	189.26806641	62.24618149	21290.0	2.2128	78.9	195.4	546.0
