ID ra dec photoz Jmag
11289.0 189.0368042 62.19815826 0.8259 24.20729778481702
11337.0 189.3427887 62.19873047 0.8736 25.698051796604105
11346.0 189.21905518 62.19861221 0.874 24.389987929771365
11365.0 188.95298767 62.19841003 0.9144 23.855976421328613
11378.0 189.39881897 62.19863892 0.8446 24.905338610564066
11383.0 189.38742065 62.19890976 0.8311 25.958758702100912
11411.0 189.06864929 62.19906235 0.9259 25.187648588934326
11435.0 188.92967224 62.19887161 0.8177 24.884835674423282
11443.0 189.22807312 62.19840622 0.9281 24.046129359522254
11510.0 189.10343933 62.19956207 0.7989 29.609081499666196
11528.0 189.39054871 62.19953918 0.8834 25.17433437456913
11533.0 189.40592957 62.19945908 0.8395 24.53218567974568
11544.0 188.99998474 62.19952393 0.7739 24.996747667448954
11593.0 189.10215759 62.19946671 0.7822 23.70876072377966
11598.0 189.00228882 62.19973755 0.8133 25.39505361074077
11659.0 189.3276825 62.20025253 0.9223 26.14864452640427
11687.0 188.94514465 62.20007324 0.7875 24.724367706616494
11694.0 189.0489502 62.20035934 0.8769 25.838606588766574
11701.0 189.17625427 62.20038223 0.9159 25.539187969989403
11703.0 189.15690613 62.20022964 0.8403 25.14916957625537
11727.0 189.32302856 62.20050812 0.79 25.86817575982688
11765.0 189.04685974 62.20068359 0.784 25.568939001607966
11769.0 189.20332336 62.20058823 0.8584 25.01794266149774
11771.0 189.1504364 62.20063782 0.7918 25.00382853361998
11792.0 189.33119202 62.20036316 0.8234 25.002576248867495
11837.0 189.19798279 62.20071411 0.9183 24.047167154207372
11853.0 189.15678406 62.20105362 0.8648 25.451074360945025
11856.0 189.16064453 62.20098114 0.8645 25.714825560052432
11864.0 188.92997742 62.20089722 0.8088 25.38102208596268
11872.0 189.20243835 62.20110321 0.8732 24.900671759753273
11883.0 189.15202332 62.20081711 0.9084 23.643123108168563
11887.0 189.38067627 62.20101547 0.7835 24.207193155713654
11910.0 189.0684967 62.20136642 0.8565 24.61090091560056
11931.0 189.332901 62.20125198 0.8395 24.619432070404645
11940.0 189.08001709 62.20154953 0.8598 25.490162875340395
11949.0 189.17192078 62.20142746 0.8134 25.655230191563405
11977.0 189.36221313 62.20157242 0.8888 25.007113107070296
12014.0 189.04301453 62.20180893 0.8665 25.722380990332415
12018.0 189.37063599 62.20149994 0.9043 24.356703717255904
12040.0 189.37667847 62.20202637 0.8461 25.88865735555398
12052.0 189.37507629 62.20199966 0.8479 25.41210580201834
12059.0 189.38856506 62.20203018 0.7936 24.2370516560899
12080.0 189.04678345 62.2021904 0.8794 25.36014263441921
12085.0 189.31947327 62.20214081 0.9109 24.894546013710585
12140.0 189.29707336 62.2025528 0.7955 25.749582484993546
12176.0 189.03262329 62.20271301 0.8292 25.327918862897413
12179.0 189.24890137 62.20278931 0.8176 25.559427829927582
12198.0 189.08673096 62.20291138 0.7939 25.516484519115064
12201.0 189.29246521 62.20273972 0.8333 25.001140621946366
12268.0 189.28115845 62.20339584 0.8434 24.98319326949579
12276.0 189.09107971 62.20317841 0.8478 24.535365825164646
12306.0 189.28211975 62.20343018 0.8792 25.62307352639183
12378.0 189.26115417 62.20395279 0.9181 26.41054829556851
12412.0 189.00906372 62.20365524 0.8629 24.668950504755962
12429.0 189.24790955 62.20365524 0.8465 24.555437570338295
12443.0 189.1174469 62.20421982 0.8554 26.185251024406902
12462.0 189.09136963 62.20421219 0.9027 25.166509581100424
12495.0 189.13439941 62.20441055 0.8956 24.901167280826524
12504.0 189.28695679 62.20402145 0.7879 23.477241792919973
12523.0 189.34625244 62.20373154 0.8777 23.21348413564086
12529.0 189.27032471 62.2042923 0.8276 23.84614113847437
12571.0 189.40286255 62.20473862 0.8721 26.33494518935616
12605.0 188.96635437 62.20441818 0.9087 24.94012073144153
12608.0 189.07717896 62.20492172 0.8336 27.100255247414758
12623.0 189.3837738 62.20483017 0.9118 24.446464405394153
12662.0 189.38034058 62.20520401 0.7821 25.884628098178514
12696.0 189.24447632 62.20542526 0.8246 26.1623979668721
12740.0 189.36294556 62.20556641 0.8481 24.75477577409012
12769.0 189.12347412 62.20575714 0.8143 24.908527558111487
12806.0 189.26417542 62.20591354 0.9052 25.76566064944765
12817.0 189.41442871 62.20591354 0.8214 25.36059656915013
12834.0 189.27397156 62.20602036 0.8229 25.251324249436617
12856.0 189.40080261 62.20614243 0.8331 25.600603823491305
12908.0 189.02919006 62.20635605 0.8405 24.97828670201208
12927.0 189.22190857 62.20633316 0.7766 24.431375948825394
12942.0 189.38322449 62.20648575 0.9025 25.51102981662984
13023.0 189.01153564 62.20682144 0.9202 26.809535064823322
13060.0 189.27053833 62.20700073 0.8313 25.84513717528085
13093.0 189.12445068 62.20645523 0.9191 24.202286926653255
13110.0 189.15292358 62.20730972 0.8049 25.840253212150326
13179.0 189.08106995 62.20738983 0.8268 25.422470371380108
13218.0 189.17626953 62.20769882 0.8014 25.651543881429234
13269.0 189.35081482 62.20776367 0.8982 24.815704124134694
13278.0 189.33111572 62.20812225 0.913 25.888903526330402
13287.0 189.38778687 62.20811081 0.8135 26.043222722633313
13296.0 189.17974854 62.20780945 0.835 24.188111002405208
13300.0 189.17021179 62.20811844 0.8249 25.950310978749894
13357.0 188.98532104 62.20830536 0.8161 25.899691204185448
13363.0 189.32362366 62.20840836 0.895 25.759480470277712
13371.0 188.97370911 62.20785141 0.9291 24.439898153430764
13377.0 189.3346405 62.20847702 0.8226 25.417770138100522
13441.0 189.03674316 62.20890045 0.8226 26.45126716140163
13444.0 189.30941772 62.20863342 0.9214 24.80767106361086
13563.0 189.19281006 62.20930481 0.8898 24.535365825164646
13589.0 189.16087341 62.20940399 0.904 23.6268173032035
13666.0 189.09997559 62.21004486 0.7762 25.535376865662645
13668.0 189.06074524 62.20982742 0.7852 24.813324527689982
13696.0 189.07211304 62.21013641 0.879 25.77890594851959
13758.0 189.37471008 62.21042633 0.887 25.86771692491552
13816.0 189.24511719 62.21078873 0.9152 25.572189298886848
13823.0 189.34603882 62.21024704 0.7978 24.286219244834392
13852.0 189.39108276 62.21086884 0.7877 25.181407266323006
13864.0 189.19146729 62.21064377 0.826 25.18387376940482
13866.0 189.31184387 62.21081161 0.8568 24.883469477328887
13881.0 188.98872375 62.2107811 0.9213 25.082710674809157
13907.0 189.27163696 62.21040726 0.9052 23.61954665290166
13934.0 189.11994934 62.21095276 0.8795 23.736005965669975
13950.0 189.38552856 62.21127319 0.8863 25.911215237233044
13995.0 189.25485229 62.21126938 0.8878 25.571141530418384
14026.0 189.03614807 62.21148682 0.7802 25.039413287957068
14042.0 189.35516357 62.21172333 0.8382 25.325894138371012
14087.0 189.01399231 62.21186447 0.8523 25.88932214478769
14185.0 189.43722534 62.21206665 0.9237 24.52641459149743
14248.0 189.23008728 62.21268463 0.8392 25.893937632029942
14265.0 188.97502136 62.21223831 0.7824 24.556880409360943
14289.0 189.36260986 62.21274948 0.9072 25.380621194948645
14393.0 189.22781372 62.21323395 0.8902 25.572667564368352
14409.0 189.06864929 62.21274185 0.8026 24.17371191957418
14454.0 189.0587616 62.2130127 0.8023 23.98471451830384
14463.0 189.09353638 62.21356201 0.7889 25.316611291236345
14492.0 189.21769714 62.21373367 0.8943 25.00489683909143
14515.0 189.15081787 62.21339035 0.8917 24.481991601729927
14540.0 189.41271973 62.21387482 0.7702 25.21640586493049
14564.0 189.24951172 62.21411514 0.808 25.968490634861563
14582.0 189.13206482 62.21368027 0.7702 23.368828122125024
14679.0 189.36071777 62.2145195 0.9052 26.0233968949693
14707.0 189.29112244 62.21456146 0.8808 25.494537129288627
14720.0 189.38650513 62.21456528 0.8953 24.755122322514627
14738.0 189.16435242 62.21430588 0.8581 24.680052527707726
14820.0 189.05709839 62.21476364 0.8611 24.049426657654905
14830.0 189.20622253 62.21534729 0.81 25.725956008293977
14885.0 189.29818726 62.2154541 0.8638 25.00933390827952
14888.0 189.19387817 62.2153511 0.9097 24.235654519479205
14930.0 189.16804504 62.21585083 0.8859 25.473461124878405
14966.0 189.05084229 62.21538925 0.7902 23.813803723979262
14973.0 189.28155518 62.21604156 0.8402 26.231001161644823
15013.0 189.00926208 62.21590042 0.9188 24.333832761399396
15068.0 189.41744995 62.21633148 0.8538 25.12915100243116
15108.0 189.34417725 62.21639252 0.905 24.56769034092864
15138.0 189.22821045 62.21621323 0.851 23.99830971803197
15144.0 189.15046692 62.21643448 0.8726 23.94241807115266
15155.0 189.32723999 62.21657562 0.9023 25.273751842474752
15212.0 189.2311554 62.21695709 0.8518 24.864329401132032
15234.0 189.25294495 62.21724319 0.8997 25.724262224748486
15249.0 189.28985596 62.21737289 0.7813 26.25150406686413
15321.0 189.42398071 62.21755981 0.8588 25.44113511608222
15323.0 189.31039429 62.21776581 0.8924 25.851398045324206
15324.0 189.36155701 62.21775055 0.8521 26.061049048566222
15357.0 188.96118164 62.21778107 0.9083 26.238551018963193
15368.0 189.4183197 62.21792603 0.7857 26.000919936675043
15382.0 189.29338074 62.21789932 0.8229 24.714390215777733
15385.0 189.09735107 62.21803665 0.8117 25.210168794426913
15386.0 189.2019043 62.21804047 0.9029 25.150515700365787
15389.0 189.09518433 62.21805191 0.844 25.269888777756282
15395.0 189.22917175 62.21804047 0.8664 25.172182017941367
15505.0 189.43345642 62.21875763 0.8721 25.625833097346955
15546.0 189.31999207 62.21866226 0.8977 24.46833267801644
15563.0 188.95074463 62.21890259 0.9184 24.515866937732003
15632.0 189.32389832 62.21950912 0.9229 25.594128988851875
15639.0 189.20278931 62.2196579 0.8834 25.292508220960055
15702.0 189.20429993 62.21939087 0.9125 23.566544408573062
15742.0 189.42193604 62.21998978 0.796 25.152675475748385
15752.0 189.04832458 62.21982956 0.8165 24.833067407287437
15769.0 189.20903015 62.22030258 0.921 27.150380963384222
15820.0 189.14491272 62.22032547 0.871 25.36121725370046
15869.0 189.14730835 62.22068024 0.7725 25.836469704994528
15906.0 189.01365662 62.22053909 0.9221 24.807125513207577
15927.0 189.13696289 62.22086334 0.8521 25.11075657716903
15941.0 189.42198181 62.22091675 0.8686 24.83651759609502
15949.0 189.14704895 62.22114944 0.9251 25.84857144075971
15983.0 189.42300415 62.2211113 0.8785 24.968434122614873
16000.0 189.06288147 62.22131729 0.8922 25.82707984903118
16027.0 189.36399841 62.22145844 0.9176 25.868876460854594
16032.0 189.03587341 62.22141266 0.9178 25.750470701422493
16047.0 189.33943176 62.22157288 0.8783 26.448914088726404
16071.0 189.41166687 62.2216568 0.8467 25.613746926532706
16104.0 189.3107605 62.22193909 0.8198 26.074956835896206
16125.0 189.01652527 62.22191238 0.8893 25.445446774421676
16143.0 189.34843445 62.2220993 0.875 25.884922415394943
16165.0 189.14463806 62.22227478 0.8254 26.096024284480656
16169.0 189.00804138 62.22203064 0.8759 25.375975504468283
16175.0 189.17965698 62.22164536 0.8909 24.90523910671899
16190.0 189.33955383 62.22217178 0.8759 24.65503316819117
16200.0 189.07199097 62.22229004 0.7773 25.16410742495788
16223.0 189.12640381 62.22229767 0.8868 25.07823239320296
16233.0 189.06608582 62.22210693 0.7852 24.198388221611506
16234.0 189.05160522 62.22228241 0.8011 24.396382849135883
16250.0 189.11196899 62.22264481 0.8597 25.974068332020046
16280.0 189.24333191 62.22269058 0.8305 25.946591854294084
16309.0 189.01322937 62.2228775 0.9032 25.55980959052055
16323.0 189.42466736 62.22303009 0.8182 25.491784077880634
16373.0 189.14468384 62.22327423 0.8684 25.874838597055795
16377.0 189.35057068 62.22297287 0.9068 24.250088328439613
16383.0 189.04226685 62.22293854 0.9272 24.513297968375138
16391.0 189.11198425 62.22322845 0.7983 24.787844652378944
16408.0 189.30911255 62.22331619 0.8138 25.10498867433107
16421.0 189.00375366 62.22354126 0.7967 26.085941168401593
16476.0 188.95045471 62.22373962 0.7998 24.967485374960656
16505.0 189.24638367 62.22402954 0.8378 25.547497535992424
16524.0 189.04759216 62.22365189 0.8301 24.754949034475832
16576.0 189.04794312 62.22400665 0.8813 24.842887216807373
16577.0 189.34213257 62.22420502 0.8599 25.33280546415625
16598.0 189.20310974 62.22445297 0.8164 23.89871119721943
16645.0 188.95037842 62.22445297 0.8661 25.24568688500939
16687.0 189.15344238 62.22485352 0.7899 25.53899174561748
16741.0 189.00762939 62.22501373 0.8196 25.064388764697103
16765.0 189.40965271 62.22470856 0.9107 24.38141717609241
16809.0 188.99505615 62.22509766 0.928 24.16698656843664
16815.0 189.40422058 62.2256012 0.8186 26.294317108421524
16870.0 189.35745239 62.22573471 0.8616 25.54036606153816
16888.0 189.38674927 62.22553635 0.9072 24.21902762657352
16913.0 189.02377319 62.2259407 0.9146 25.522072126115827
16936.0 189.40710449 62.22515488 0.8971 23.82393701840216
16937.0 189.19607544 62.22584534 0.7969 24.963278720319156
16941.0 189.1081543 62.225914 0.7962 24.99372092178773
16958.0 189.1680603 62.22613907 0.7952 25.485891098507505
16997.0 189.22761536 62.22605896 0.9218 24.061755654456654
17031.0 189.35395813 62.22614288 0.8224 24.8531759481207
17054.0 189.18235779 62.22661591 0.9008 25.815168006544152
17060.0 189.39439392 62.22653961 0.9217 25.17812728756651
17073.0 189.19277954 62.22597122 0.8656 25.410361545205816
17101.0 189.31071472 62.22675323 0.8321 25.380821621952826
17116.0 189.23379517 62.22660446 0.8175 24.58852309952444
17123.0 189.00520325 62.22589493 0.8864 24.428357604727662
17130.0 188.95974731 62.22674561 0.853 25.3802050416621
17131.0 189.15101624 62.22690201 0.8802 25.73587516980789
17144.0 189.40621948 62.22663498 0.8373 25.05489126522509
17162.0 189.09117126 62.22669601 0.802 24.20291202068084
17197.0 188.96908569 62.22707748 0.8764 25.455541366061823
17241.0 189.28335571 62.22729874 0.864 25.604367145434498
17267.0 188.99674988 62.22745514 0.8271 25.770683237475684
17302.0 189.31484985 62.22754669 0.8043 24.941663043654227
17313.0 189.11343384 62.22765732 0.8399 25.655825931608394
17336.0 189.29605103 62.22804642 0.9269 25.92222803341465
17345.0 189.2374115 62.22812653 0.8608 26.551011112547254
17368.0 189.39569092 62.22815323 0.778 26.65735068419869
17429.0 189.41793823 62.22848511 0.8591 26.492799665994735
17446.0 189.1552887 62.22842789 0.8935 24.74700753533664
17493.0 189.12762451 62.22893524 0.8534 26.767422735983907
17506.0 189.33013916 62.22852325 0.8263 24.512812630174054
17558.0 188.99916077 62.22893906 0.8489 24.666152729074454
17577.0 189.23703003 62.22919083 0.8553 25.05272355706107
17588.0 189.38040161 62.22933197 0.9183 25.59770043091336
17589.0 189.20010376 62.22864532 0.8204 23.9426640467325
17591.0 189.08361816 62.22900009 0.9104 24.845144269929783
17741.0 188.98519897 62.22953033 0.9076 23.88175599108233
17773.0 189.17558289 62.23009872 0.8172 25.241705170588315
17799.0 189.23231506 62.23023605 0.8181 24.53007074588151
17806.0 189.18518066 62.23044968 0.8446 25.280661446573053
17820.0 189.09793091 62.23020554 0.8254 25.494639862524714
17840.0 189.30155945 62.23051834 0.7755 25.488850621905716
17848.0 188.94642639 62.23028946 0.855 24.225818141926833
17853.0 189.42883301 62.23045731 0.8983 24.893462788528687
17891.0 189.26280212 62.23060608 0.8077 24.68369743614147
17905.0 189.37841797 62.23069763 0.9297 25.007812770963053
17953.0 188.99586487 62.23094559 0.8141 24.788201919971755
17964.0 189.37765503 62.23118973 0.8033 25.589634421077957
18084.0 189.36943054 62.23168945 0.9043 25.55191092081034
18117.0 189.17527771 62.23197937 0.8523 26.13000974444319
18123.0 189.18989563 62.23199081 0.7722 26.43906197798021
18126.0 189.05332947 62.23189163 0.8601 25.74273947372568
18138.0 188.95126343 62.23178482 0.7964 25.002902792621637
18160.0 189.32064819 62.23208618 0.9295 25.378218952376443
18175.0 189.20713806 62.23217773 0.8561 25.682530323903762
18189.0 189.40666199 62.23198318 0.9079 25.13768347503446
18191.0 188.99047852 62.23166656 0.8171 24.139609015921984
18261.0 189.16386414 62.23258972 0.8529 25.90153282745579
18270.0 189.1806488 62.23263931 0.9111 25.891491694909416
18273.0 189.39881897 62.23245621 0.896 25.356080811032434
18322.0 189.23635864 62.23289871 0.9038 26.65770049449943
18348.0 189.15354919 62.23298645 0.8372 25.625929712864853
18372.0 189.40161133 62.23272324 0.8997 25.75264013528664
18412.0 189.17352295 62.23324585 0.7721 25.16672477012199
18481.0 189.23609924 62.23344421 0.9099 25.26931815438127
18503.0 188.99617004 62.23353577 0.8102 25.498396293815002
18567.0 188.97271729 62.23381424 0.8922 25.15177608769053
18605.0 189.42677307 62.2338829 0.8937 25.13957088641068
18622.0 189.19615173 62.23422241 0.7999 25.3016007411828
18681.0 189.07406616 62.23435974 0.9113 24.769075750927197
18775.0 189.26928711 62.23458481 0.8285 24.877536743573224
18799.0 189.19004822 62.23487854 0.8867 25.619744372793594
18839.0 188.99324036 62.2348175 0.8498 25.00826123020021
18868.0 189.19845581 62.23496628 0.9226 25.049582365405737
18948.0 189.41203308 62.23537064 0.801 25.205356965242515
18958.0 189.17935181 62.2356987 0.8271 25.7860262875368
18973.0 189.12483215 62.23564529 0.8355 25.40106921910912
18987.0 189.17250061 62.23575211 0.8797 25.400441035853145
19025.0 188.94619751 62.23558426 0.8506 24.08328902705264
19060.0 189.31399536 62.23619843 0.838 25.463299144129003
19105.0 189.34298706 62.23620605 0.9291 25.8862969516247
19112.0 189.19088745 62.23624802 0.9055 25.510334700754274
19119.0 189.34370422 62.23644638 0.8707 26.13543381397099
19121.0 189.43911743 62.23639679 0.8613 25.598604551881404
19131.0 189.08103943 62.23635864 0.7882 24.450253152387585
19147.0 188.94902039 62.2363739 0.8118 25.554350473913303
19189.0 189.17706299 62.23685074 0.7879 28.93579770792844
19251.0 189.18847656 62.23715973 0.9021 25.64079451498374
19281.0 188.97857666 62.23689651 0.8408 24.685808974044168
19285.0 188.96884155 62.23711014 0.8573 25.09644726483388
19328.0 189.34640503 62.23745346 0.8505 25.00873176459114
19358.0 189.16053772 62.2371254 0.8326 23.827544852593576
19365.0 189.21887207 62.23744202 0.8318 25.00939961688878
19368.0 189.1408844 62.23754501 0.7854 24.530000318987913
19374.0 189.19432068 62.23756027 0.8603 25.072750364346184
19405.0 189.01782227 62.23765564 0.888 24.43717928004478
19453.0 189.20980835 62.23760986 0.8238 24.25702177742003
19482.0 189.37704468 62.23787308 0.907 25.390423665064784
19553.0 189.10469055 62.23819733 0.8228 24.970122834851505
19602.0 189.40248108 62.23865509 0.771 25.366241184096687
19616.0 189.36987305 62.23836136 0.8092 24.91714455734844
19661.0 188.94915771 62.23818588 0.8575 23.416152127681656
19668.0 189.38337708 62.23889923 0.8391 25.421685584775062
19682.0 189.4188385 62.23885345 0.8022 25.51045631391129
19690.0 189.2644043 62.23916626 0.8454 25.747440758086935
19697.0 189.37626648 62.23882675 0.9233 25.608923246207656
19709.0 189.01271057 62.23886871 0.9168 24.176251060592893
19713.0 189.31065369 62.23900223 0.7799 25.292693023493502
19768.0 189.37190247 62.23925018 0.8861 24.398127804954786
19785.0 189.39971924 62.23949432 0.843 25.497280014392242
19968.0 189.25491333 62.24029541 0.901 24.403128901796887
19986.0 189.17495728 62.24073029 0.8853 26.85622354202346
19989.0 189.33135986 62.24063492 0.8875 25.4058395483305
20116.0 189.25019836 62.24141312 0.8121 27.340728601521455
20119.0 189.45956421 62.24124527 0.9112 24.499515907147
20146.0 189.01269531 62.24131775 0.9255 24.302830315152192
20170.0 189.46141052 62.24149704 0.8488 25.66300042602788
20191.0 189.38090515 62.24165344 0.8731 25.77165518913892
20205.0 189.33900452 62.24183655 0.8964 25.865208837234047
20208.0 189.25257874 62.2417717 0.8746 25.51269991270753
20214.0 189.40852356 62.24163818 0.8428 25.703994923709242
20242.0 189.00785828 62.24185562 0.8918 25.532837629131997
20252.0 189.18406677 62.24172592 0.8629 23.929419966864163
20278.0 189.09745789 62.2421875 0.8697 25.99390041789203
20347.0 189.25498962 62.24189377 0.8392 23.47855121293453
20397.0 189.41091919 62.24238968 0.8618 24.681670976549945
20418.0 189.10273743 62.24281311 0.8573 25.882594585494733
20427.0 189.1673584 62.24229431 0.912 24.185800432891437
20547.0 189.20870972 62.24338531 0.9193 26.207802570561412
20602.0 189.3104248 62.2433815 0.8807 24.09955821227455
20613.0 189.02748108 62.24354172 0.8831 24.638720153240154
20637.0 189.3157196 62.24339294 0.9201 24.123168870709677
20639.0 189.18215942 62.24361801 0.8297 25.458949286857326
20642.0 189.34109497 62.24345779 0.7816 25.294670957769156
20691.0 189.4446106 62.24375916 0.9191 24.466072803863455
20696.0 189.34461975 62.24398422 0.8893 25.466998589606675
20697.0 189.33094788 62.24401855 0.856 25.029037435233505
20704.0 189.26742554 62.24425888 0.8765 26.11960754839537
20706.0 189.43865967 62.24410629 0.8654 26.356127848972477
20740.0 189.11949158 62.24417496 0.8842 25.008348756043564
20828.0 189.07725525 62.24466324 0.8158 25.410710172465684
20839.0 188.99215698 62.2446785 0.8987 25.062363008018718
20884.0 189.12150574 62.24458694 0.7924 24.679001828205482
20929.0 189.15846252 62.2447319 0.8679 24.0803062334053
20957.0 189.29730225 62.24552536 0.927 26.13728913944768
20981.0 189.10148621 62.2453537 0.7943 25.3935081007381
20992.0 189.06072998 62.24526978 0.7752 24.838106501425802
20999.0 189.32426453 62.24556351 0.9155 25.163615007536258
21030.0 189.25325012 62.24544525 0.8038 23.598918190483577
21056.0 189.30732727 62.24575043 0.8553 25.549566890893516
21114.0 189.14863586 62.24625015 0.878 26.127890634849514
21121.0 189.00192261 62.24609756 0.9182 24.936428096481897
21140.0 189.1075592 62.24620819 0.8012 25.526506581609215
21146.0 189.34439087 62.24623108 0.8035 25.24304889528739
21159.0 189.20307922 62.24650574 0.8946 26.412979153367267
21164.0 189.21257019 62.24651718 0.8622 26.02420532558468
21174.0 189.35325623 62.24650574 0.8252 25.24423111869488
21181.0 189.18264771 62.24645233 0.9144 25.400503837825877
21216.0 189.3099823 62.24675369 0.8005 25.32220653005498
21222.0 189.08178711 62.24668503 0.9005 25.481365390143395
21242.0 189.38328552 62.24692535 0.9206 26.15281194368601
21315.0 189.09703064 62.24697876 0.7799 25.513117838437054
21344.0 189.09565735 62.24700165 0.7784 24.165575997816312
21357.0 189.33647156 62.2473526 0.7809 25.099560608315407
21382.0 189.27043152 62.24728012 0.9206 24.688006080098667
21442.0 189.33731079 62.24784851 0.917 24.86634348768636
21469.0 189.41157532 62.24794388 0.7872 25.39535047556235
21480.0 189.40136719 62.24806595 0.9258 27.01990624321688
21505.0 189.420578 62.24818802 0.8495 25.609703495737666
21508.0 188.98745728 62.2478714 0.9109 24.1190612624987
21558.0 189.0750885 62.24785233 0.9021 23.68764729365936
21561.0 189.43205261 62.24846268 0.8913 24.80078093097166
21586.0 189.28993225 62.24840546 0.7835 24.78561438947575
21592.0 189.22930908 62.24816132 0.8818 23.715790957420012
21609.0 189.36811829 62.24806213 0.8396 24.518441999967635
21611.0 189.16825867 62.24875641 0.793 25.380975821752088
21641.0 189.0914917 62.24891663 0.8478 26.169069666080308
21644.0 189.28805542 62.24877548 0.8815 24.62035011121872
21714.0 189.50109863 62.24920273 0.8389 24.407838444206533
21725.0 189.30587769 62.24901199 0.9202 24.487598464710995
21746.0 189.12588501 62.24936676 0.8243 24.958565634327194
21752.0 189.12149048 62.24960327 0.9182 25.88580584604153
21768.0 189.24378967 62.24952698 0.9173 25.338751962682913
21788.0 189.38853455 62.2497139 0.8436 26.567765999320848
21804.0 189.19476318 62.24957275 0.8355 25.642323638324285
21809.0 189.07585144 62.24978638 0.8478 25.40248396172175
21826.0 189.08526611 62.24980164 0.8426 25.628948443831078
21864.0 189.17764282 62.24969864 0.8227 25.116591549275284
21865.0 189.04644775 62.24991226 0.8775 25.37428829221505
21867.0 189.46682739 62.24999237 0.8145 25.802430141185297
21872.0 189.14263916 62.25016022 0.8173 25.821859562969504
21910.0 189.41593933 62.25018692 0.8785 25.254476437650613
21911.0 189.08564758 62.25019455 0.8871 25.605030387196035
21914.0 189.37278748 62.25024796 0.8913 24.632046319518007
21917.0 189.30587769 62.25030136 0.9258 24.89484162641961
21920.0 189.19795227 62.2496109 0.8822 24.280551642400653
21921.0 189.19288635 62.24983215 0.8426 24.38578658941691
21927.0 189.07289124 62.25028229 0.7963 25.472890338599342
21931.0 189.12384033 62.25034714 0.9002 25.39774398174868
21951.0 189.34542847 62.25048065 0.8514 26.093583891786377
21974.0 189.23942566 62.25048065 0.8933 25.402940216210578
21993.0 189.08628845 62.24990463 0.8347 24.626259416335646
22040.0 189.16696167 62.25063705 0.8375 24.68110424498842
22052.0 188.99407959 62.25079346 0.8037 25.29888070865689
22053.0 189.49285889 62.25074387 0.7734 25.24304889528739
22068.0 189.17404175 62.25100327 0.8728 25.932302590973194
22071.0 189.08889771 62.25099564 0.8608 25.944542683043124
22079.0 189.04910278 62.25098038 0.911 26.208727669933708
22084.0 189.08239746 62.25045395 0.8608 24.914532198016367
22121.0 189.44517517 62.25095749 0.8883 25.085878825498533
22177.0 189.18086243 62.25123596 0.8955 25.36715436047009
22187.0 189.22129822 62.25153351 0.9002 25.688081885884223
22198.0 189.11265564 62.2515564 0.8391 26.210580236728887
22228.0 189.0894165 62.25165558 0.9106 26.62423455280222
22248.0 189.09178162 62.25138855 0.9141 23.984842384856062
22261.0 189.34570312 62.25181961 0.8646 26.57793517260289
22286.0 189.06593323 62.25185776 0.9092 26.447183503138003
22318.0 189.36386108 62.25190353 0.8909 25.525607669286785
22339.0 189.25149536 62.25213623 0.8187 25.88912512776086
22348.0 189.09619141 62.2521286 0.8674 26.258263857961747
22376.0 189.12605286 62.2521286 0.8595 25.285636046327205
22400.0 189.05783081 62.25191879 0.8786 24.050784620232612
22466.0 189.17472839 62.25242615 0.8403 24.456619200296593
22469.0 189.16360474 62.25273514 0.8756 26.378659304738356
22497.0 189.28385925 62.2527771 0.8946 25.701733944789893
22546.0 189.17478943 62.25295639 0.9019 25.429623603871537
22556.0 189.07493591 62.25308228 0.7907 25.019190704106645
22589.0 189.27368164 62.2533989 0.7741 25.53569691105481
22659.0 189.5063324 62.25339127 0.8624 25.10676015228752
22680.0 189.27682495 62.25325775 0.8275 24.103212215494672
22686.0 189.21537781 62.25323486 0.7786 24.92694651436518
22733.0 189.28474426 62.25363922 0.9017 24.52095334157633
22797.0 189.11470032 62.25400162 0.8341 24.61966150784531
22822.0 189.40263367 62.25440216 0.914 25.28125213208762
22856.0 189.11135864 62.25466537 0.871 26.377114267365304
22861.0 189.06373596 62.25465393 0.9047 25.82547629130252
22873.0 189.20146179 62.25378036 0.9033 23.703517761666475
22918.0 189.05909729 62.25484848 0.8878 25.521387456845
22925.0 189.36608887 62.25427628 0.856 23.9924562144443
22930.0 189.33261108 62.25474167 0.7815 24.85773787165882
22931.0 189.0592804 62.25431824 0.829 25.35867620964187
23046.0 189.35871887 62.25538254 0.8362 24.669671099586648
23047.0 189.33248901 62.25537872 0.9013 24.98694143785466
23083.0 189.02204895 62.25556564 0.8001 25.074853772990494
23106.0 189.24313354 62.25576019 0.9145 25.123090224241064
23211.0 189.10128784 62.256073 0.9189 24.288190188409608
23215.0 189.39884949 62.25611115 0.9052 24.180275045878645
23226.0 189.10398865 62.25640869 0.8325 26.279610690585727
23229.0 188.99263 62.25628281 0.9078 25.564638615781202
23268.0 189.20178223 62.25637054 0.8044 25.01207514173347
23301.0 189.20576477 62.25637436 0.8324 24.60349075047131
23349.0 189.25222778 62.25703812 0.8654 26.812701233990616
23363.0 189.37380981 62.25704193 0.7868 26.915923549588843
23419.0 189.30503845 62.25731659 0.9145 25.916985551263988
23420.0 189.15304565 62.25699234 0.7782 24.151619877386032
23438.0 189.15190125 62.25674057 0.7845 23.91713615749915
23440.0 189.30128479 62.2571907 0.8257 24.960553109027398
23473.0 189.29573059 62.2576561 0.8541 26.105780952009223
