ID ra dec photoz Jmag
2521.0 189.27154541 62.14385986 0.7808 25.541330906334842
2573.0 189.0632019 62.14502716 0.7759 24.10683086338948
2584.0 189.06428528 62.14463043 0.8899 25.181420098188333
2612.0 189.1856842 62.14480209 0.8174 26.765102785945757
2614.0 189.2706604 62.14481735 0.7918 25.238089454632895
2652.0 189.14909363 62.14508438 0.8779 26.021142048121156
2695.0 189.23382568 62.14584732 0.9222 24.52922592451499
2724.0 189.0614624 62.14563751 0.8379 25.299996529195578
2729.0 189.29182434 62.14573288 0.8908 25.714825560052432
2773.0 189.15611267 62.1460495 0.8211 25.407402724521567
2822.0 189.16481018 62.14640808 0.8962 26.07603858142686
2834.0 189.16635132 62.14682007 0.8894 24.511150258626706
2842.0 189.19866943 62.14683533 0.9265 25.53352955944531
2852.0 189.15052795 62.14670563 0.8578 24.70798271009414
2942.0 189.29109192 62.14735031 0.854 25.147029188540923
2950.0 188.99775696 62.14721298 0.9077 25.641715651922183
2983.0 189.08139038 62.14751434 0.8831 25.59195429116464
2989.0 189.09703064 62.14758301 0.9174 24.955226510258278
3023.0 189.08076477 62.14813232 0.8983 24.681266138108043
3065.0 189.02149963 62.14808655 0.7973 26.033813053571507
3076.0 188.98908997 62.14820862 0.9299 24.77983705577449
3103.0 189.28131104 62.14857101 0.8852 25.34505938390755
3185.0 189.14967346 62.14920044 0.9182 25.315434719206994
3207.0 189.17259216 62.14932632 0.8699 25.978470998963473
3224.0 189.08276367 62.14938354 0.9222 26.09162364971998
3258.0 189.10365295 62.15028763 0.8994 24.25330387359953
3261.0 189.09999084 62.14974213 0.8436 25.595067703617648
3352.0 189.17425537 62.1505661 0.8659 24.98180438166439
3370.0 189.17538452 62.15058136 0.9176 25.08046337879318
3379.0 189.20506287 62.15083313 0.9144 25.341945721821837
3398.0 189.12420654 62.15096664 0.9042 24.67553366369915
3403.0 189.01603699 62.15073395 0.7756 24.144190084217797
3420.0 189.25183105 62.15109634 0.8313 25.65401986060245
3463.0 189.29972839 62.15177155 0.9135 24.78713046968274
3479.0 189.06152344 62.15126419 0.7864 26.23167613987971
3487.0 189.07385254 62.15156555 0.8929 24.33171860542139
3499.0 189.20115662 62.15171814 0.807 24.40062547388409
3526.0 189.01045227 62.15155029 0.7911 25.15387581992547
3533.0 189.16546631 62.15180206 0.7708 26.266145762081294
3545.0 189.06982422 62.15184021 0.8313 26.26851804186073
3569.0 189.16111755 62.15212631 0.8443 25.04374527319986
3574.0 189.26068115 62.15215302 0.8749 26.048172118147555
3576.0 189.20037842 62.15221405 0.9206 25.498808748810134
3649.0 189.18225098 62.15283585 0.8727 25.592253990622687
3650.0 189.16464233 62.15312195 0.8227 24.095538801425317
3702.0 189.12651062 62.15316772 0.809 25.19820503514242
3710.0 189.27049255 62.15323257 0.8542 25.56668603704243
3788.0 189.30812073 62.15397644 0.8367 25.6705447499404
3798.0 189.2592926 62.15409088 0.8776 25.12907763196183
3845.0 189.0508728 62.15419769 0.8834 26.546129359522254
3872.0 189.12452698 62.15454865 0.9068 24.419288994799015
3902.0 189.22123718 62.15479279 0.8907 25.8389592264665
3907.0 189.08790588 62.15485764 0.8505 24.22853561427729
3941.0 189.08178711 62.15516663 0.9215 25.240850938109052
3947.0 189.00039673 62.15501785 0.8746 25.242940249689116
3958.0 189.00552368 62.15516663 0.8307 24.630731915548978
3965.0 189.09628296 62.15541458 0.8597 24.417255780338245
3967.0 189.29486084 62.1552887 0.9211 26.728268894496857
3969.0 189.26255798 62.15555954 0.7848 24.89968139554636
4008.0 189.04792786 62.1554985 0.8077 24.870864789716784
4010.0 189.00143433 62.15540314 0.9075 25.933251089730817
4028.0 189.15026855 62.15569687 0.9224 25.98954290611719
4044.0 189.00370789 62.15565872 0.8687 25.457806607006447
4052.0 189.06155396 62.15592957 0.8732 24.706241751426923
4118.0 189.00048828 62.15628433 0.8792 25.78193587053863
4120.0 189.20843506 62.15649414 0.8804 26.084318839255545
4131.0 189.30648804 62.15652084 0.847 26.361403121333964
4251.0 189.05654907 62.15738678 0.889 26.087211225451558
4310.0 189.04164124 62.15779114 0.8381 26.230967423745568
4332.0 189.10520935 62.1580162 0.8065 24.957103503780463
4348.0 189.00054932 62.15794373 0.8111 25.53804679767327
4356.0 189.13822937 62.1581955 0.8743 24.6040183740322
4411.0 189.15792847 62.1586113 0.9257 25.745734728872016
4420.0 188.98779297 62.158638 0.8378 24.974356142504245
4425.0 189.30470276 62.15880585 0.839 25.071103024131926
4441.0 189.26620483 62.15897369 0.8346 25.54677868388985
4469.0 189.21595764 62.1592865 0.9143 24.989949316866895
4492.0 189.13725281 62.15970993 0.873 23.657752051153743
4527.0 189.01792908 62.15950012 0.7763 24.438537865671172
4612.0 189.06373596 62.16011429 0.8761 24.72209585105603
4645.0 189.10798645 62.16042328 0.887 25.187171180602153
4650.0 189.070755 62.16038895 0.8015 24.005845071944645
4656.0 189.06376648 62.16029739 0.8088 25.227635307369823
4735.0 189.0526123 62.1611824 0.7869 24.8764703478223
4809.0 189.27586365 62.16165543 0.8178 25.503770469048806
4860.0 189.0168457 62.1616478 0.7871 25.827196140946157
4914.0 189.21798706 62.16228104 0.8843 26.08261064142927
4963.0 189.02992249 62.16241837 0.8949 26.080170816791274
4968.0 189.00471497 62.16244125 0.9142 26.121802063957553
5054.0 189.29107666 62.16392136 0.8203 23.896154903244597
5103.0 189.14807129 62.16397858 0.8711 24.011640326607928
5127.0 189.27468872 62.16423035 0.9156 23.786228787915448
5147.0 188.9962616 62.1637001 0.9018 24.907230918330182
5168.0 189.14859009 62.16399002 0.8823 25.719744299044944
5177.0 189.26333618 62.16417313 0.8982 26.070495079772957
5183.0 189.03219604 62.16397476 0.9116 25.48072281258978
5297.0 189.09664917 62.16490936 0.8293 25.347748182222688
5313.0 189.09007263 62.16511154 0.8482 24.77532549622612
5383.0 189.22691345 62.16593933 0.8535 25.17201662864438
5426.0 189.06474304 62.16589737 0.9189 25.48492335102287
5444.0 189.29872131 62.16607666 0.8226 25.58554930009537
5447.0 189.25196838 62.16717529 0.7902 23.028748289073608
5474.0 189.0272522 62.16641998 0.9223 23.7165897089171
5504.0 189.00064087 62.16618347 0.8859 25.945605694229613
5520.0 189.3134613 62.16672897 0.8254 24.550546210407543
5539.0 189.07095337 62.16665268 0.9139 25.656362377275087
5559.0 188.99165344 62.16663361 0.8408 26.25968323431041
5565.0 189.04446411 62.16692352 0.8754 25.178869540069208
5574.0 189.02615356 62.16685486 0.8247 24.789453283151904
5610.0 189.30052185 62.16760254 0.8341 24.52676561028577
5619.0 189.14282227 62.16727829 0.906 24.739806984612226
5662.0 189.24000549 62.16791916 0.8408 25.026286464709518
5666.0 189.27514648 62.16768646 0.7853 25.818139504233503
5689.0 189.23144531 62.1681633 0.9115 24.960971988741218
5700.0 189.01818848 62.16772842 0.9068 25.59394134325165
5715.0 189.11587524 62.1681633 0.8826 24.486853719989853
5786.0 189.03164673 62.16834259 0.9049 25.86863478872504
5833.0 189.17648315 62.16888428 0.8378 25.728671570102147
5836.0 189.16748047 62.16916275 0.9107 24.224010264974435
5884.0 189.02252197 62.16917801 0.8395 24.240120915141375
5885.0 189.10757446 62.16917038 0.9011 24.817538138430173
5909.0 189.10568237 62.16926575 0.9057 25.27302559749466
5922.0 189.29725647 62.16965485 0.774 23.994174559670835
5927.0 189.00714111 62.16932297 0.7836 25.384250021607656
5935.0 189.33287048 62.16949081 0.7994 25.5897278683832
5937.0 189.27932739 62.16966248 0.9155 25.019964548073844
5939.0 189.02116394 62.1695137 0.7766 25.234526164577662
5994.0 189.20370483 62.17033005 0.8815 24.480712165486082
6001.0 189.13946533 62.16987228 0.8497 25.347718270074335
6004.0 189.25296021 62.16994858 0.8956 25.477026929936443
6008.0 189.25404358 62.17016983 0.8161 24.84467366344469
6018.0 189.13615417 62.17004013 0.9193 25.72227539964867
6022.0 189.29812622 62.17011261 0.9278 25.003490818984044
6096.0 189.13012695 62.17056656 0.8491 24.791243450424332
6104.0 189.01698303 62.17077255 0.7868 24.26919365021271
6115.0 189.29206848 62.17076492 0.8666 25.15130171085591
6119.0 189.03916931 62.17063522 0.7847 25.547461582081407
6125.0 189.02685547 62.17072296 0.8831 25.387797903829018
6158.0 189.15957642 62.17149353 0.9076 24.08286907621934
6163.0 189.13739014 62.17102051 0.9042 25.430462570889247
6168.0 189.0512085 62.17100525 0.8825 24.71280562526791
6192.0 189.31526184 62.17116547 0.8168 25.58322448184435
6197.0 189.21282959 62.17123032 0.8384 26.16458557760848
6212.0 189.0174408 62.17119598 0.8849 25.35579449017898
6237.0 189.00334167 62.17207336 0.7776 23.84280761201875
6262.0 188.9744873 62.17141342 0.8172 25.19400388352676
6266.0 189.0393219 62.17151642 0.7907 25.93731078587379
6279.0 189.13697815 62.17170715 0.844 26.29485370727172
6281.0 189.28604126 62.17193604 0.8465 24.593738338697126
6338.0 189.16921997 62.17214203 0.8737 25.20651196197896
6339.0 189.09611511 62.17201614 0.8473 25.914134358234772
6341.0 189.13270569 62.17224884 0.8617 24.875985968512566
6358.0 189.18058777 62.17219925 0.8225 25.209892128422492
6419.0 189.17167664 62.17287445 0.7909 24.56936861894078
6495.0 189.11218262 62.17324448 0.8214 25.00846911560019
6537.0 188.99572754 62.17338181 0.9218 24.95741665175305
6601.0 189.30583191 62.17386246 0.7984 26.17274066299309
6630.0 189.14375305 62.17422867 0.8854 24.907928916557218
6660.0 188.97775269 62.17411423 0.9049 24.83111405826624
6663.0 188.98747253 62.17406464 0.9075 26.319645347888947
6680.0 189.04804993 62.17424774 0.9122 26.799237141862488
6712.0 189.15324402 62.1746521 0.9066 25.0310801082613
6758.0 189.1965332 62.17492676 0.8774 25.61361317635113
6767.0 189.25094604 62.17507935 0.9109 25.53934854358479
6781.0 189.31990051 62.17496109 0.8355 25.612791929369582
6794.0 189.01515198 62.17510605 0.8819 24.937145125937015
6803.0 189.06307983 62.17507935 0.789 25.83844206369437
7009.0 189.30758667 62.17712402 0.8106 23.141735259073577
7020.0 189.32785034 62.17638779 0.8521 25.47925307866874
7037.0 189.16751099 62.17665482 0.905 25.87376979161321
7068.0 189.03852844 62.17672729 0.8768 25.82628939416742
7069.0 189.05914307 62.17678833 0.7776 25.9482027777163
7088.0 189.01423645 62.17678452 0.9153 25.434618550444426
7099.0 189.25221252 62.1771431 0.7811 26.32008473931735
7103.0 188.99803162 62.17683411 0.9265 24.98737062501501
7120.0 189.21975708 62.17718887 0.8024 25.640226543509062
7134.0 189.00337219 62.17715836 0.863 25.71610564966002
7152.0 189.32603455 62.17741013 0.8909 25.730627583924264
7165.0 189.01597595 62.17726135 0.8729 24.763385525985115
7187.0 189.00128174 62.17730331 0.8892 24.72293672486259
7194.0 189.32051086 62.17765427 0.8808 25.58718896312119
7203.0 189.30577087 62.1775322 0.8297 24.896814437364426
7217.0 189.01806641 62.17744064 0.894 24.392777194526612
7226.0 189.2984314 62.17758179 0.7928 24.229923614334737
7230.0 189.01589966 62.17750168 0.8829 23.934535436888723
7243.0 189.28556824 62.17760849 0.825 24.06280850074399
7257.0 188.99684143 62.17788315 0.8775 25.362095901716543
7275.0 189.24598694 62.1781311 0.8677 25.59444806081892
7302.0 189.29241943 62.17813873 0.8708 24.921680855597174
7321.0 189.32757568 62.17852783 0.8581 26.066341453677396
7348.0 189.11636353 62.17857742 0.9261 24.576034316695218
7353.0 188.95758057 62.17835999 0.7859 23.940124982332474
7361.0 189.24867249 62.17862701 0.9256 24.799877581052872
7363.0 189.33143616 62.1787796 0.8587 25.459678580725054
7381.0 188.98989868 62.17864227 0.8131 24.46395015176066
7435.0 189.01547241 62.17849731 0.9253 23.707274296032192
7544.0 189.32023621 62.17947769 0.9101 24.20745474737972
7548.0 189.17242432 62.17980576 0.8494 25.11064837204702
7613.0 189.22354126 62.18028259 0.8787 26.210679570640128
7692.0 189.01049805 62.18051529 0.8222 25.271253923147523
7698.0 189.1680603 62.18069839 0.9259 26.305930909291565
7711.0 189.37226868 62.18072891 0.883 25.074272313402272
7740.0 189.34484863 62.1802597 0.9056 24.23200894712647
7787.0 188.9475708 62.18085098 0.8313 25.470643686396528
7801.0 189.16676331 62.18118286 0.916 25.650673678588205
7880.0 189.20452881 62.18135834 0.9151 24.901464702059656
7889.0 189.27980042 62.18178558 0.9149 25.913403841869314
7913.0 189.3369751 62.18188477 0.8111 25.572060571090805
7920.0 189.22213745 62.1819191 0.9206 25.665462618205353
7948.0 189.19813538 62.18203735 0.7815 26.030301841001126
7992.0 189.07165527 62.18225098 0.9022 25.673084673524965
8057.0 189.21984863 62.18271255 0.8218 25.970559007506722
8112.0 189.17704773 62.18288422 0.8538 25.464447622296635
8124.0 189.07113647 62.18293762 0.809 25.19370534938847
8152.0 188.94732666 62.18287277 0.9039 25.180483770340118
8181.0 189.31025696 62.18315887 0.8103 25.471967642695457
8188.0 189.20761108 62.18291855 0.7988 24.413200738445312
8257.0 189.22805786 62.18342209 0.8853 25.518443038142696
8268.0 188.9783783 62.18353653 0.773 25.52289781446311
8302.0 188.99613953 62.18333435 0.7841 23.916255462940697
8310.0 189.16976929 62.18388748 0.7893 25.36182314174741
8328.0 189.23506165 62.18407059 0.8628 26.147987972923747
8373.0 189.32441711 62.18429947 0.8318 26.426588418955756
8381.0 189.32762146 62.18429565 0.7809 26.16132163267421
8387.0 189.01423645 62.18423843 0.8952 25.24734911574492
8391.0 189.02455139 62.1836319 0.8142 23.633149936976817
8395.0 189.16973877 62.18412399 0.8249 25.27597549454824
8398.0 189.29840088 62.18391037 0.8561 23.594773642013376
8422.0 188.96148682 62.18414307 0.9194 23.63481607601352
8447.0 188.98519897 62.18434906 0.8029 24.531762363265656
8493.0 188.95632935 62.18431091 0.8823 24.404759230796476
8501.0 188.95588684 62.18414307 0.8629 23.87110954230893
8550.0 189.18351746 62.18499756 0.8274 24.380680417725692
8572.0 189.38711548 62.18508148 0.7959 24.082122897792303
8577.0 189.22245789 62.18490982 0.9217 24.957521054484488
8617.0 189.27630615 62.18549347 0.8114 25.48419386628376
8624.0 189.3289032 62.18527985 0.7768 24.698811958258688
8638.0 189.04144287 62.18557739 0.9094 25.32615801884497
8661.0 189.18421936 62.18566513 0.8609 25.59692875666949
8703.0 189.13868713 62.18529129 0.8069 23.206156586213922
8709.0 189.20115662 62.18602753 0.7701 26.013963371716454
8775.0 189.04411316 62.18621445 0.791 25.924540733857995
8813.0 189.21697998 62.18620682 0.908 24.729010317481343
8814.0 189.1415863 62.18629837 0.9155 24.35304773364685
8837.0 189.15655518 62.18667984 0.7988 25.47795393726969
8848.0 188.95402527 62.18638992 0.8443 24.915435765116722
8852.0 189.03924561 62.18668747 0.8459 25.688573095154293
8858.0 189.40562439 62.1865654 0.8369 24.483070192361044
8880.0 189.30911255 62.18675995 0.8664 25.822345729066093
8889.0 189.16940308 62.18702316 0.8343 25.643206805481864
8905.0 189.20858765 62.18701553 0.9 25.400943553378312
8911.0 189.26472473 62.18709946 0.8775 26.048115100176492
8921.0 189.16386414 62.18688965 0.8477 24.154107816615742
8927.0 189.161026 62.18703461 0.812 25.026686982219655
8936.0 189.15667725 62.18686676 0.8205 24.231955426992144
9003.0 189.18399048 62.18706512 0.8216 24.326042534833466
9005.0 189.31364441 62.18704605 0.871 24.37468219805776
9006.0 189.14823914 62.18743896 0.776 25.888608128095754
9073.0 189.31491089 62.18783951 0.8568 26.2709655208971
9103.0 189.13766479 62.18787384 0.8521 24.906134969785434
9166.0 189.29957581 62.18793869 0.9064 24.696757117937636
9187.0 189.1544342 62.18794632 0.9083 25.6770272586512
9194.0 189.04405212 62.18832779 0.8303 25.7684334176213
9201.0 188.98526001 62.18826675 0.7848 24.87009387554238
9205.0 189.14743042 62.18843079 0.9155 25.431786875938155
9212.0 188.99880981 62.18825912 0.8799 24.61014245507041
9216.0 189.18731689 62.18766022 0.7937 23.75298348266158
9220.0 188.99714661 62.18842697 0.7736 25.64146079117037
9221.0 189.13899231 62.18854523 0.9223 25.328197925266842
9226.0 189.15287781 62.188591 0.8437 25.326348639081154
9244.0 189.27532959 62.188694 0.7947 26.042768736496395
9253.0 189.3888092 62.18868256 0.8998 25.533369844076113
9264.0 189.21313477 62.18814468 0.8333 24.50006384367377
9330.0 189.00964355 62.18839645 0.9107 24.737417374016015
9342.0 189.18019104 62.18881226 0.9112 25.197254126053526
9368.0 189.14682007 62.18925858 0.7992 25.76002693962455
9373.0 189.42280579 62.1891861 0.9299 24.74408727165368
9379.0 189.01834106 62.18915558 0.8471 25.63016992990864
9437.0 189.21035767 62.18960571 0.9086 25.74422529417213
9455.0 189.00340271 62.1896286 0.8407 25.343210966615175
9485.0 189.25041199 62.18981552 0.8404 25.361974666603878
9497.0 189.20930481 62.18999863 0.8614 25.921086208113653
9557.0 189.26512146 62.18943024 0.9108 23.133939986027492
9561.0 189.12373352 62.19041061 0.9277 25.26220363991214
9637.0 189.31138611 62.19043732 0.7735 24.494051697300943
9639.0 189.18249512 62.19047546 0.9123 24.655744582132595
9654.0 189.02304077 62.19073486 0.8824 24.615615233862034
9665.0 189.33122253 62.19072342 0.8918 24.40131334133704
9670.0 189.22193909 62.19079971 0.9076 24.510250868976915
9680.0 189.30754089 62.19099808 0.7884 25.958181224716107
9701.0 189.25247192 62.19095612 0.864 24.97860602053938
9710.0 189.34005737 62.19063187 0.8474 23.676712912117157
9758.0 189.20973206 62.19147873 0.9234 25.142600062033313
9767.0 189.28340149 62.19152451 0.8647 25.748024446564134
9770.0 188.97984314 62.19132233 0.7971 26.441967260605377
9839.0 189.03416443 62.19166946 0.8857 24.9337689823679
9842.0 189.03755188 62.19153214 0.9189 24.268418519793933
9845.0 189.26402283 62.19171143 0.8399 25.69029407979963
9859.0 188.93533325 62.19153976 0.7898 24.560278647517755
9865.0 189.23583984 62.19190598 0.8852 25.340785969527687
9890.0 189.34158325 62.19174194 0.9272 24.333891546759315
9894.0 189.07672119 62.19213867 0.8257 25.3942883863744
9906.0 189.23408508 62.19208908 0.8857 24.808580923887654
9929.0 189.13069153 62.19224548 0.9189 25.068983722902022
9941.0 189.27389526 62.19179153 0.8216 24.103212215494672
9946.0 189.26922607 62.19207764 0.8742 25.262576928055335
9948.0 189.22903442 62.19179535 0.9046 23.769601244858215
9965.0 188.95172119 62.19174957 0.7813 23.874954902109483
10035.0 189.06863403 62.19219971 0.8883 24.052144283381697
10054.0 189.12811279 62.1928215 0.894 25.962836021257157
10058.0 189.03759766 62.19275284 0.8382 26.150052765060643
10064.0 188.99949646 62.19255447 0.7946 25.273528330736283
10087.0 188.9664917 62.19277191 0.9056 25.990867254987144
10096.0 189.06835938 62.1929245 0.9246 24.837545445756735
10130.0 189.26249695 62.19314575 0.9123 26.356658012104866
10131.0 189.00297546 62.19282532 0.8148 24.878701280193365
10141.0 189.13320923 62.19317245 0.8013 25.89366558897185
10148.0 189.26834106 62.19284439 0.9129 24.72875657162935
10177.0 189.05406189 62.19324112 0.7991 25.356804484430445
10195.0 189.27685547 62.1932106 0.9287 24.857261775968333
10214.0 188.93824768 62.19283676 0.8159 23.741102052086692
10269.0 189.14012146 62.19377899 0.8536 25.872217041307117
10321.0 189.2519989 62.19368744 0.9053 25.01792058516329
10376.0 189.22795105 62.19419479 0.9074 25.631373370476197
10381.0 189.3596344 62.1942215 0.8828 26.04577993773853
10404.0 189.33233643 62.19435883 0.9297 26.62709769326763
10408.0 189.38175964 62.19430542 0.8782 25.618496168244878
10413.0 189.11114502 62.19399643 0.7703 23.134738428902722
10417.0 189.31729126 62.19409943 0.8883 25.21992337907742
10431.0 189.11102295 62.1944809 0.9244 26.43132530112047
10472.0 188.95050049 62.19440079 0.7856 26.399971894721364
10490.0 188.92868042 62.19446182 0.8366 25.808265975937832
10519.0 189.12265015 62.19486237 0.9164 26.179830398514483
10525.0 189.04592896 62.1942482 0.8707 23.57440176349271
10544.0 189.26597595 62.19504166 0.783 26.17325239538764
10554.0 189.24848938 62.19492722 0.8763 25.763618615031202
10587.0 189.13565063 62.19527817 0.8166 25.458071469166633
10589.0 189.19023132 62.19530869 0.8491 25.86078559494503
10598.0 189.05938721 62.19523621 0.8132 24.952417090172503
10617.0 188.92645264 62.19479752 0.9099 23.95731769371703
10628.0 188.97399902 62.1950531 0.8733 24.383138225690395
10671.0 188.91825867 62.1952095 0.9093 24.53734929369652
10693.0 189.18008423 62.19573975 0.9075 26.590077387552903
10736.0 188.98521423 62.19570541 0.7883 25.561902567852652
10746.0 189.30786133 62.19576645 0.8991 24.939915255247737
10784.0 189.18151855 62.19604111 0.8976 24.73511807690755
10819.0 189.20126343 62.19639969 0.8562 26.066109551670426
10830.0 189.17735291 62.19610977 0.8689 25.09352031918142
10886.0 189.271698 62.19633865 0.8184 23.943812670171823
10894.0 189.32992554 62.19644165 0.7932 25.794208516661456
10926.0 189.2592926 62.19605637 0.803 23.902260646745628
10952.0 189.12434387 62.19694901 0.8714 25.611075048428
10978.0 189.2394104 62.19677353 0.8636 24.95356079133187
10987.0 189.39024353 62.1965332 0.9039 24.09369956927801
10993.0 189.31225586 62.19702911 0.8583 25.384930811589054
10998.0 188.93928528 62.19674301 0.7714 24.532962188881363
11015.0 189.35688782 62.19713974 0.7909 25.5238296637386
11076.0 188.93313599 62.19726944 0.8503 25.53088840332204
11208.0 189.30038452 62.19794464 0.9069 24.137203087338467
11249.0 188.92074585 62.19803238 0.859 25.20259259270686
