slit,targetnum,name,ra,dec,pmra,pmdec,mag,priority,epoch,type,wave_start,wave_end,side
6,335,3DHST_10671,188.918259,62.195209,0,0,0.0010000000474974513,326,2000,TARGET,7720.492342985502,10243.089705187176,A
10,671,3DHST_11249,188.920746,62.198032,0,0,0.0010000000474974513,745,2000,TARGET,7714.85244924462,10237.451915021891,A
13,792,3DHST_11864,188.929977,62.200897,0,0,0.0010000000474974513,888,2000,TARGET,7726.988231185302,10249.581661931537,A
3,106,3DHST_Q_13041,188.934519,62.206753,0,0,0.0010000000474974513,1527,2000,TARGET,7713.786748496878,10236.385299707883,A
11,690,3DHST_16645,188.950378,62.224453,0,0,0.0010000000474974513,772.9999389648438,2000,TARGET,7680.135470710676,10202.746918227602,A
7,559,3DHST_18138,188.951263,62.231785,0,0,0.0010000000474974513,607.9999389648438,2000,TARGET,7651.22967231471,10173.853381955203,A
15,922,3DHST_19147,188.94902,62.236374,0,0,0.0010000000474974513,1037,2000,TARGET,7625.695341991534,10148.330127672158,A
9,637,3DHST_18567,188.972717,62.233814,0,0,0.0010000000474974513,706,2000,TARGET,7700.085651000539,10222.686966479476,A
8,594,3DHST_20839,188.992157,62.244679,0,0,0.0010000000474974513,653.9999389648438,2000,TARGET,7706.32494595718,10228.92241722044,A
16,1226,3DHST_23636,189.002289,62.258278,0,0,0.0010000000474974513,1371.9998779296875,2000,TARGET,7676.482899235666,10199.092827450042,A
2,4,f_3,188.910191,62.352588,0,0,0.0010000000474974513,1,2000,STANDARD,7036.745253707488,9559.63878727909,A
1,3,f_2,188.902346,62.363999,0,0,0.0010000000474974513,1,2000,STANDARD,6968.799026519162,9491.72290213938,A
154,230,3DHST_1664,189.0905,62.134411,0,0,0.0010000000474974513,160.9998779296875,2000,TARGET,7413.867252729177,9936.601602854473,B
174,259,3DHST_2040,189.082947,62.139198,0,0,0.0010000000474974513,211,2000,TARGET,7453.642142221907,9976.358522719154,B
508,745,3DHST_824,189.14975,62.120838,0,0,0.0010000000474974513,838,2000,TARGET,7194.147877648987,9716.979342333281,B
239,353,3DHST_261,189.192474,62.109249,0,0,0.0010000000474974513,347.9998779296875,2000,TARGET,7028.566733683946,9551.471617920331,B
182,272,3DHST_3487,189.073853,62.151566,0,0,0.0010000000474974513,232,2000,TARGET,7527.041992585758,10049.7246623001,B
327,481,3DHST_4735,189.052612,62.161182,0,0,0.0010000000474974513,509.99993896484375,2000,TARGET,7624.018686723904,10146.657914210768,B
146,220,3DHST_655,189.197601,62.117496,0,0,0.0010000000474974513,135,2000,TARGET,7046.2550009441575,9569.150956400294,B
131,194,3DHST_2219,189.135864,62.141685,0,0,0.0010000000474974513,83.9998779296875,2000,TARGET,7314.2726958777885,9837.048976766795,B
227,339,3DHST_2406,189.140244,62.142754,0,0,0.0010000000474974513,331,2000,TARGET,7306.138816206981,9828.918470580396,B
253,380,3DHST_3398,189.124207,62.150967,0,0,0.0010000000474974513,386,2000,TARGET,7383.206890673894,9905.951962588715,B
196,291,3DHST_3872,189.124527,62.154549,0,0,0.0010000000474974513,264,2000,TARGET,7396.3037759490535,9919.042674269134,B
50,73,3DHST_Q_1301,189.208342,62.130576,0,0,0.0010000000474974513,5,2000,TARGET,7067.338754415136,9590.223733442186,B
215,323,3DHST_2834,189.166351,62.14682,0,0,0.0010000000474974513,308,2000,TARGET,7248.850530552709,9771.654513323574,B
117,173,3DHST_4492,189.137253,62.15971,0,0,0.0010000000474974513,48.9998779296875,2000,TARGET,7380.899118338422,9903.644046791325,B
51,74,3DHST_Q_9056,189.056217,62.188475,0,0,0.0010000000474974513,5,2000,TARGET,7720.148125254449,10242.741889165434,B
