slit,targetnum,name,ra,dec,pmra,pmdec,mag,priority,epoch,type,wave_start,wave_end,side
200,653,3DHST_9373,189.422806,62.189186,0,0,0.0010000000474974513,431,2000,TARGET,7662.870472339232,10185.488420838876,A
153,525,3DHST_8858,189.405624,62.186565,0,0,0.0010000000474974513,291.9998779296875,2000,TARGET,7636.7222664000665,10159.351232608966,A
232,747,3DHST_11378,189.398819,62.198639,0,0,0.0010000000474974513,533.9999389648438,2000,TARGET,7719.371153093266,10241.963011857279,A
113,403,3DHST_8572,189.387115,62.185081,0,0,0.0010000000474974513,140,2000,TARGET,7618.243198979841,10140.87978974584,A
406,1258,3DHST_10408,189.38176,62.194305,0,0,0.0010000000474974513,1092,2000,TARGET,7681.395084110258,10204.0033482021,A
8,53,z5_GND_36668,189.376678,62.197426,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7701.402253078143,10224.001450641892,A
41,180,z7_GND_38200,189.359146,62.192123,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7656.576483585043,10179.195216831566,A
69,234,3DHST_Q_10145,189.352801,62.192151,0,0,0.0010000000474974513,1527,2000,TARGET,7654.209178836858,10176.828822882746,A
40,179,z7_GND_40057,189.339462,62.18478,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7596.579100182432,10119.224155375243,A
147,496,3DHST_9665,189.331223,62.190723,0,0,0.0010000000474974513,254.9998779296875,2000,TARGET,7635.529913249435,10158.157465992968,A
126,443,3DHST_7544,189.320236,62.179478,0,0,0.0010000000474974513,192,2000,TARGET,7551.438959581969,10074.10380579171,A
225,735,3DHST_12085,189.319473,62.202141,0,0,0.0010000000474974513,521,2000,TARGET,7712.050597997079,10234.643888562669,A
80,301,3DHST_7009,189.307587,62.177124,0,0,0.0010000000474974513,11.9998779296875,2000,TARGET,7529.901134266571,10052.575411037791,A
25,100,z5_GND_3651,189.303589,62.177364,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7530.1025560107755,10052.776699751847,A
26,101,z5_GND_39799,189.29985,62.185833,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7588.870226433304,10111.518163617613,A
237,758,3DHST_7302,189.292419,62.178139,0,0,0.0010000000474974513,544.9998779296875,2000,TARGET,7531.4595507246895,10054.132990982345,A
32,107,z5_GND_35187,189.292587,62.202457,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7704.271346980446,10226.867846773173,A
82,311,3DHST_12504,189.286957,62.204021,0,0,0.0010000000474974513,25.9998779296875,2000,TARGET,7713.33592098664,10235.928355414526,A
12,68,z5_GND_35084,189.27858,62.20322,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7704.641606101268,10227.237881130743,A
33,108,z5_GND_35084,189.27858,62.20322,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7704.641606101268,10227.237881130743,A
103,375,3DHST_10886,189.271698,62.196339,0,0,0.0010000000474974513,103.9998779296875,2000,TARGET,7653.312452977354,10175.931560923465,A
78,299,3DHST_9557,189.265121,62.18943,0,0,0.0010000000474974513,10,2000,TARGET,7601.898155893258,10124.540141668644,A
77,298,3DHST_5447,189.251968,62.167175,0,0,0.0010000000474974513,8.9998779296875,2000,TARGET,7439.072835546624,9961.787290964246,A
209,677,3DHST_7361,189.248672,62.178627,0,0,0.0010000000474974513,457,2000,TARGET,7519.395632425393,10042.074359696471,A
34,109,z5_GND_34379,189.249405,62.205284,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7709.171027833117,10231.765324130942,A
28,103,z5_GND_39309,189.238617,62.187653,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7580.185958493425,10102.837695128028,A
146,493,3DHST_1383,189.22052,62.131031,0,0,0.0010000000474974513,251,2000,TARGET,7171.07880842038,9693.912644932036,A
44,197,z8_GND_35384,189.231995,62.202343,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7682.4542297035305,10205.06053346997,A
421,1293,3DHST_7920,189.222137,62.181919,0,0,0.0010000000474974513,1131,2000,TARGET,7533.953362398819,10056.625803479981,A
9,65,z5_GNW_3433,189.20549,62.126289,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7132.3448852606725,9655.19609578981,A
177,600,3DHST_941,189.200592,62.123241,0,0,0.0010000000474974513,375,2000,TARGET,7109.029703416374,9631.891340582524,A
98,354,3DHST_646,189.194733,62.11705,0,0,0.0010000000474974513,78.9998779296875,2000,TARGET,7062.995030282682,9585.877212765308,A
162,557,3DHST_834,189.191071,62.12122,0,0,0.0010000000474974513,326.9998779296875,2000,TARGET,7091.577791109766,9614.447319470803,A
35,113,z5_GND_34594,189.202988,62.204651,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7689.594750848791,10212.198255888707,A
108,393,3DHST_11837,189.197983,62.200714,0,0,0.0010000000474974513,127.9998779296875,2000,TARGET,7660.031500153117,10182.648231691084,A
31,106,z5_GND_39523,189.186615,62.187,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7558.9362013763475,10081.598076762737,A
253,801,3DHST_3352,189.174255,62.150566,0,0,0.0010000000474974513,589.9999389648438,2000,TARGET,7295.636620651643,9818.415755159407,A
29,104,z5_GND_40117,189.177521,62.184551,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7538.758384965678,10061.429417069085,A
10,66,z6_GNW_8973,189.167801,62.160194,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7362.333741875033,9885.083382497642,A
269,849,3DHST_3569,189.161118,62.152126,0,0,0.0010000000474974513,643,2000,TARGET,7302.845061201566,9825.621290555488,A
120,420,3DHST_8921,189.163864,62.18689,0,0,0.0010000000474974513,165.9998779296875,2000,TARGET,7551.398040845866,10074.06378241834,A
4,27,z6_GNW_11543,189.15744,62.176498,0,0,0.0010000000474974513,3,2000,TARGET,7475.501130486282,9998.200754185042,A
6,29,z6_GND_36553,189.156387,62.197773,0,0,0.0010000000474974513,3,2000,TARGET,7626.775636410124,10149.408096736584,A
87,325,3DHST_11883,189.152023,62.200817,0,0,0.0010000000474974513,47,2000,TARGET,7647.227758001578,10169.851260228685,A
2,15,z5_GNW_12024,189.14296,62.17979,0,0,0.0010000000474974513,3,2000,TARGET,7494.862338601135,10017.553776906716,A
81,305,3DHST_8703,189.138687,62.185291,0,0,0.0010000000474974513,15.9998779296875,2000,TARGET,7532.889610050209,10055.56429523396,A
7,30,z6_GND_32408,189.139297,62.211319,0,0,0.0010000000474974513,3,2000,TARGET,7718.535148591183,10241.12738420773,A
138,473,3DHST_239,189.11232,62.109001,0,0,0.0010000000474974513,227,2000,TARGET,6981.162802526642,9504.083331797816,A
39,160,z6_GNW_9770,189.117615,62.164848,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7381.409488755529,9904.15214368516,A
17,75,z5_GNW_10304,189.112167,62.168396,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7405.286217202727,9928.018474395833,A
79,300,3DHST_10413,189.111145,62.193996,0,0,0.0010000000474974513,10.9998779296875,2000,TARGET,7587.62437330077,10110.275740697438,A
21,79,z5_GNW_13431,189.105881,62.188835,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7549.469336182957,10072.137846464278,A
3,16,z6_GNW_14511,189.100571,62.195335,0,0,0.0010000000474974513,3,2000,TARGET,7594.492322109701,10117.14107196131,A
38,159,z5_GNW_5622,189.080841,62.141083,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7202.286612060812,9725.11023702643,A
136,463,3DHST_2466,189.074417,62.143486,0,0,0.0010000000474974513,214.9998779296875,2000,TARGET,7217.881174854975,9740.698170488398,A
1,14,z6_GNW_7317,189.069244,62.150181,0,0,0.0010000000474974513,3,2000,TARGET,7264.475200266704,9787.27176833881,A
299,937,3DHST_8124,189.071136,62.182938,0,0,0.0010000000474974513,737.9999389648438,2000,TARGET,7498.887367027512,10021.579868426536,A
110,397,3DHST_10035,189.068634,62.1922,0,0,0.0010000000474974513,132,2000,TARGET,7564.427901736812,10087.091458441082,A
15,73,z5_GNW_9175,189.054169,62.161289,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7340.328506574842,9863.092183233939,A
19,77,z5_GNW_11120,189.050674,62.173576,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7427.3324752223125,9950.057756546441,A
296,928,3DHST_5565,189.044464,62.166924,0,0,0.0010000000474974513,727.9999389648438,2000,TARGET,7378.417301663369,9901.164607553119,A
84,318,3DHST_10525,189.045929,62.194248,0,0,0.0010000000474974513,35,2000,TARGET,7573.957604012646,10096.618136517262,A
22,80,z5_GNW_13254,189.039703,62.187725,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7526.01451617908,10048.696653886655,A
14,72,z5_GNW_6540,189.023026,62.146069,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7224.645144657259,9747.461840111691,A
