slit,targetnum,name,ra,dec,pmra,pmdec,mag,priority,epoch,type,wave_start,wave_end,side
30,75,z5_GND_29527,189.100662,62.220226,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7481.619215678738,10004.316289014194,A
53,104,z5_GND_28891,189.116974,62.22208,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7532.885536841663,10055.55961919264,A
7,18,z6_GND_28182,189.114838,62.22443,0,0,0.0010000000474974513,3,2000,TARGET,7522.982141451754,10045.660510712212,A
33,78,z5_GND_27366,189.132629,62.226734,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7578.57193244425,10101.225377031764,A
35,80,z5_GND_26558,189.125916,62.22916,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7553.579981034955,10076.244453996516,A
36,81,z5_GND_25578,189.149429,62.231865,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7627.497522827817,10150.128902538236,A
54,105,z5_GND_22796,189.088608,62.239491,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7418.618658844957,9941.342865707527,A
40,85,z5_GND_23450,189.139206,62.237736,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7586.896760031808,10109.546006459499,A
46,91,z5_GND_21873,189.124161,62.242218,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7532.171292755329,10054.844776488133,A
64,128,z7_GND_20984,189.133713,62.244598,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7560.737193557707,10083.397869849914,A
8,19,z6_GND_20167,189.134628,62.24704,0,0,0.0010000000474974513,3,2000,TARGET,7560.879747006589,10083.540290407596,A
49,95,z5_GND_17752,189.091812,62.253738,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7412.423490020082,9935.150012976135,A
55,106,z5_GND_17752,189.091812,62.253738,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7412.423490020082,9935.150012976135,A
145,358,3DHST_23211,189.101288,62.256073,0,0,0.0010000000474974513,219.9998779296875,2000,TARGET,7440.874237853895,9963.588037618209,A
354,966,3DHST_22546,189.174789,62.252956,0,0,0.0010000000474974513,928,2000,TARGET,7685.898378707206,10208.503098231446,A
112,273,3DHST_23438,189.151901,62.256741,0,0,0.0010000000474974513,93.9998779296875,2000,TARGET,7606.392787147267,10129.032856673679,A
14,28,z7_GND_15642,189.151978,62.25964,0,0,0.0010000000474974513,3,2000,TARGET,7603.340457688937,10125.981850252492,A
465,1284,3DHST_24934,189.12114,62.264683,0,0,0.0010000000474974513,1276.9998779296875,2000,TARGET,7496.314824244305,10019.003820416861,A
10,24,z5_GND_13996,189.162186,62.263817,0,0,0.0010000000474974513,3,2000,TARGET,7632.146843189729,10154.775378357073,A
298,812,3DHST_25253,189.168838,62.265831,0,0,0.0010000000474974513,757.9999389648438,2000,TARGET,7651.735621638632,10174.355430665213,A
215,552,3DHST_26918,189.088837,62.27383,0,0,0.0010000000474974513,461,2000,TARGET,7379.906845942357,9902.647622123959,A
23,68,z5_GND_12062,189.188843,62.269917,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7712.8902610600935,10235.4828610505,A
409,1126,3DHST_27296,189.134811,62.27581,0,0,0.0010000000474974513,1109,2000,TARGET,7528.865532832261,10051.540037591216,A
3,14,z5_GND_10574,189.175613,62.275261,0,0,0.0010000000474974513,3,2000,TARGET,7663.542463883564,10186.15705387098,A
141,348,3DHST_28054,189.165527,62.280186,0,0,0.0010000000474974513,207,2000,TARGET,7625.032759143493,10147.664535024287,A
24,69,z5_GND_44836,189.180756,62.282238,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7672.853386872336,10195.463931500786,A
429,1188,3DHST_28780,189.185455,62.283966,0,0,0.0010000000474974513,1178,2000,TARGET,7686.433337571221,10209.037877623536,A
27,72,z5_GND_44411,189.159821,62.287952,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7597.927388294935,10120.571359539153,A
58,118,z7_GND_7831,189.177307,62.29105,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7652.11080538892,10174.730772380397,A
284,769,3DHST_30314,189.190262,62.292103,0,0,0.0010000000474974513,704.9999389648438,2000,TARGET,7693.57616823437,10216.177739206558,A
52,103,z5_GND_7334,189.173019,62.296448,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7632.346223411663,10154.975139137647,A
103,250,3DHST_31137,189.198669,62.29752,0,0,0.0010000000474974513,65,2000,TARGET,7715.540423513295,10238.132418715135,A
181,465,3DHST_32305,189.140183,62.304615,0,0,0.0010000000474974513,360,2000,TARGET,7515.91930618732,10038.600243299506,A
11,25,z7_GND_42808,189.1884,62.303051,0,0,0.0010000000474974513,3,2000,TARGET,7676.075962016857,10198.685706295792,A
185,476,3DHST_32673,189.168076,62.306789,0,0,0.0010000000474974513,374,2000,TARGET,7605.429981950523,10128.071261863404,A
546,1517,3DHST_32937,189.18251,62.30838,0,0,0.0010000000474974513,1519,2000,TARGET,7651.277541722827,10173.898540029768,A
12,26,z7_GND_41647,189.178131,62.310635,0,0,0.0010000000474974513,3,2000,TARGET,7634.598848418519,10157.227362774733,A
197,511,3DHST_33638,189.202881,62.313938,0,0,0.0010000000474974513,413.9998779296875,2000,TARGET,7712.677494309809,10235.271530726779,A
102,249,3DHST_34171,189.201141,62.318161,0,0,0.0010000000474974513,63.9998779296875,2000,TARGET,7702.767227363346,10225.365910327408,A
318,873,3DHST_34958,189.192184,62.323956,0,0,0.0010000000474974513,828.9999389648438,2000,TARGET,7667.627043558793,10190.241688012391,A
511,1424,3DHST_35634,189.208725,62.329784,0,0,0.0010000000474974513,1424.0001220703125,2000,TARGET,7716.424347130083,10239.017767999036,A
132,329,3DHST_36138,189.200119,62.334888,0,0,0.0010000000474974513,182.9998779296875,2000,TARGET,7683.254691159659,10205.863215033532,A
147,361,3DHST_36606,189.181,62.34005,0,0,0.0010000000474974513,224,2000,TARGET,7615.4784997956685,10138.1174905794,A
91,217,3DHST_36690,189.209793,62.342331,0,0,0.0010000000474974513,8,2000,TARGET,7708.138867117571,10230.736998977101,A
182,643,3DHST_2306,189.26474,62.141983,0,0,0.0010000000474974513,561,2000,TARGET,7729.05052627924,10251.643918819807,B
237,817,3DHST_2614,189.27066,62.144817,0,0,0.0010000000474974513,764.9999389648438,2000,TARGET,7711.737696163595,10234.338357222226,B
221,765,3DHST_2942,189.291092,62.14735,0,0,0.0010000000474974513,700.9999389648438,2000,TARGET,7646.010632311869,10168.64002051741,B
149,543,3DHST_3463,189.299728,62.151772,0,0,0.0010000000474974513,448.9998779296875,2000,TARGET,7621.126809986067,10143.766645177755,B
333,1147,3DHST_3788,189.308121,62.153976,0,0,0.0010000000474974513,1132,2000,TARGET,7595.184581585799,10117.835624256648,B
429,1459,3DHST_4131,189.306488,62.156521,0,0,0.0010000000474974513,1460,2000,TARGET,7602.830154859014,10125.477513425349,B
211,728,3DHST_4425,189.304703,62.158806,0,0,0.0010000000474974513,659,2000,TARGET,7610.763479361248,10133.407062937194,B
64,252,3DHST_5127,189.274689,62.16423,0,0,0.0010000000474974513,68,2000,TARGET,7715.083853618918,10237.68065980689,B
118,431,3DHST_5610,189.300522,62.167603,0,0,0.0010000000474974513,316.9998779296875,2000,TARGET,7632.484195319701,10155.117200271676,B
124,452,3DHST_6281,189.286041,62.171936,0,0,0.0010000000474974513,341.9998779296875,2000,TARGET,7684.387593352024,10206.997172063077,B
414,1399,3DHST_6601,189.305832,62.173862,0,0,0.0010000000474974513,1399,2000,TARGET,7620.605899433043,10143.243532454635,B
76,301,3DHST_7243,189.285568,62.177608,0,0,0.0010000000474974513,135.9998779296875,2000,TARGET,7691.153131566883,10213.759159775946,B
289,1004,3DHST_7020,189.32785,62.176388,0,0,0.0010000000474974513,967.9999389648438,2000,TARGET,7550.045936035912,10072.714583303852,B
284,989,3DHST_7363,189.331436,62.17878,0,0,0.0010000000474974513,953,2000,TARGET,7540.420577706008,10063.093272246912,B
59,230,3DHST_8398,189.298401,62.18391,0,0,0.0010000000474974513,36.9998779296875,2000,TARGET,7654.572237409731,10177.193903387799,B
139,503,3DHST_9166,189.299576,62.187939,0,0,0.0010000000474974513,405.9998779296875,2000,TARGET,7654.510651521871,10177.132007740649,B
350,1195,3DHST_9767,189.283401,62.191525,0,0,0.0010000000474974513,1185,2000,TARGET,7711.415108127642,10234.01095443526,B
17,56,z5_GND_38172,189.303299,62.192223,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7646.317559136115,10168.942210398547,B
93,368,3DHST_9890,189.341583,62.191742,0,0,0.0010000000474974513,234,2000,TARGET,7519.303972038685,10041.984973493065,B
79,313,3DHST_11208,189.300385,62.197945,0,0,0.0010000000474974513,159,2000,TARGET,7661.514957208389,10184.132453206219,B
25,131,3DHST_Q_11004,189.359313,62.196221,0,0,0.0010000000474974513,5,2000,TARGET,7465.123561158347,9987.828277179267,B
77,308,3DHST_10987,189.390244,62.196533,0,0,0.0010000000474974513,147,2000,TARGET,7363.213736278175,9885.963637068104,B
85,335,3DHST_11887,189.380676,62.201015,0,0,0.0010000000474974513,190,2000,TARGET,7399.357238235752,9922.090828846063,B
152,555,3DHST_13444,189.309418,62.208633,0,0,0.0010000000474974513,464,2000,TARGET,7642.325544684851,10164.95088013504,B
8,45,z5_GND_32576,189.305771,62.210899,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7656.651439780616,10179.27029215526,B
200,697,3DHST_14885,189.298187,62.215454,0,0,0.0010000000474974513,622.9999389648438,2000,TARGET,7686.304848546972,10208.910302514034,B
141,510,3DHST_15382,189.293381,62.217899,0,0,0.0010000000474974513,412.9998779296875,2000,TARGET,7704.657183250791,10227.254371580615,B
106,404,3DHST_15546,189.319992,62.218662,0,0,0.0010000000474974513,284,2000,TARGET,7617.721162781942,10140.356917326797,B
117,430,3DHST_14185,189.437225,62.212067,0,0,0.0010000000474974513,316,2000,TARGET,7224.069520017789,9746.880365802455,B
10,47,z5_GND_28421,189.321533,62.223774,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7617.984070637084,10140.61949955188,B
180,639,3DHST_17302,189.31485,62.227547,0,0,0.0010000000474974513,557,2000,TARGET,7643.980930205486,10166.60467511187,B
114,424,3DHST_17506,189.330139,62.228523,0,0,0.0010000000474974513,309,2000,TARGET,7594.662090230652,10117.30771518205,B
11,48,z5_GND_25573,189.328232,62.231686,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7604.3254106223085,10126.966647263567,B
14,51,z5_GND_23860,189.314392,62.236462,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7655.026106253078,10177.644685480147,B
199,696,3DHST_19328,189.346405,62.237453,0,0,0.0010000000474974513,622,2000,TARGET,7550.750951109587,10073.415862973821,B
78,311,3DHST_20637,189.31572,62.243393,0,0,0.0010000000474974513,155.9998779296875,2000,TARGET,7658.209321838015,10180.826349722194,B
13,50,z5_GND_20890,189.340775,62.244846,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7577.4160750809415,10100.069013306005,B
18,64,z5_GND_18697,189.302582,62.251148,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7709.97485331039,10232.568767689345,B
12,49,z5_GND_18617,189.353439,62.250774,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7542.411269811403,10065.079734147817,B
24,111,z7_GND_18323,189.371399,62.25214,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7484.922536043048,10007.616578310544,B
21,99,z5_GND_15486,189.313858,62.259865,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7682.7495341948825,10205.355544414602,B
83,324,3DHST_23215,189.398849,62.256111,0,0,0.0010000000474974513,177,2000,TARGET,7399.252087267251,9921.98427185017,B
84,330,3DHST_24036,189.378662,62.260021,0,0,0.0010000000474974513,184,2000,TARGET,7470.102588866611,9992.803261915622,B
15,52,z5_GND_14554,189.332275,62.267471,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7631.044864538712,10153.673959918762,B
68,263,3DHST_25333,189.377289,62.266144,0,0,0.0010000000474974513,82,2000,TARGET,7481.7498333901485,10004.445397932319,B
16,53,z5_GND_11088,189.315125,62.273216,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7694.011339301656,10216.612484973717,B
184,657,3DHST_27345,189.31987,62.27599,0,0,0.0010000000474974513,576.9999389648438,2000,TARGET,7681.713468026505,10204.320150110085,B
252,866,3DHST_25804,189.456146,62.268475,0,0,0.0010000000474974513,821,2000,TARGET,7225.588814450548,9748.398545502101,B
67,262,3DHST_25261,189.52356,62.265266,0,0,0.0010000000474974513,80.9998779296875,2000,TARGET,7000.170715799074,9523.080812676586,B
57,220,3DHST_28548,189.323822,62.282497,0,0,0.0010000000474974513,18.9998779296875,2000,TARGET,7676.494320419224,10199.103501764763,B
212,730,3DHST_27623,189.431137,62.277264,0,0,0.0010000000474974513,660.9999389648438,2000,TARGET,7318.31887124839,9841.087536575138,B
81,319,3DHST_28552,189.388748,62.282646,0,0,0.0010000000474974513,172,2000,TARGET,7463.882463252498,9986.586424892355,B
109,413,3DHST_29279,189.362778,62.286522,0,0,0.0010000000474974513,296.9998779296875,2000,TARGET,7553.713857470049,10076.377912867814,B
170,602,3DHST_28984,189.418503,62.284775,0,0,0.0010000000474974513,515,2000,TARGET,7368.9483045549505,9891.694679866345,B
80,315,3DHST_30644,189.318604,62.294182,0,0,0.0010000000474974513,164,2000,TARGET,7707.738780706861,10230.334466932803,B
19,94,z5_GNW_25352,189.407257,62.290123,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7412.417299912546,9935.144524327876,B
71,282,3DHST_31388,189.323608,62.29866,0,0,0.0010000000474974513,107.9998779296875,2000,TARGET,7696.877726659904,10219.478466520333,B
189,676,3DHST_30288,189.446503,62.291813,0,0,0.0010000000474974513,599.9999389648438,2000,TARGET,7285.936480367734,9808.720215815832,B
22,108,z8_GNW_25541,189.513046,62.288696,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7063.829782419095,9586.712460686891,B
107,405,3DHST_31002,189.445862,62.295834,0,0,0.0010000000474974513,284.9998779296875,2000,TARGET,7293.112660196083,9815.893413204916,B
73,287,3DHST_32810,189.325745,62.307728,0,0,0.0010000000474974513,113.9998779296875,2000,TARGET,7701.223173759109,10223.822472512715,B
4,30,z5_GNW_22312,189.339706,62.309032,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7657.2275069516145,10179.846525428558,B
3,29,z5_GNW_23086,189.451691,62.304169,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7284.681510139831,9807.466545164187,B
75,294,3DHST_33106,189.418686,62.309624,0,0,0.0010000000474974513,124,2000,TARGET,7399.720784231604,9922.45482279679,B
48,204,3DHST_Q_33464,189.40472,62.312932,0,0,0.0010000000474974513,1527,2000,TARGET,7449.676939690195,9972.388904584323,B
7,33,z6_GNW_20715,189.339859,62.319981,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7670.776457509677,10193.39018668229,B
23,109,z8_GNW_20826,189.401169,62.319225,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7469.496335492915,9992.199930583067,B
273,940,3DHST_34978,189.389618,62.324001,0,0,0.0010000000474974513,899,2000,TARGET,7513.52007946218,10036.20439704551,B
201,700,3DHST_35609,189.372543,62.329487,0,0,0.0010000000474974513,627,2000,TARGET,7576.54420649669,10099.200834239953,B
55,218,3DHST_35973,189.341034,62.333809,0,0,0.0010000000474974513,13,2000,TARGET,7685.124501427382,10207.732982308728,B
144,525,3DHST_36228,189.348969,62.335754,0,0,0.0010000000474974513,428.9998779296875,2000,TARGET,7661.836884607705,10184.455960138801,B
5,31,z5_GNW_23042,189.415009,62.333538,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7443.372343259655,9966.088898526219,B
74,289,3DHST_36572,189.361908,62.339859,0,0,0.0010000000474974513,115.9998779296875,2000,TARGET,7625.163923859471,10147.799803728283,B
157,568,3DHST_36665,189.395309,62.340553,0,0,0.0010000000474974513,477,2000,TARGET,7517.177395732621,10039.8616525747,B
162,583,3DHST_37030,189.375153,62.345325,0,0,0.0010000000474974513,495,2000,TARGET,7589.427964711427,10112.08040662783,B
338,1164,3DHST_37449,189.347015,62.353031,0,0,0.0010000000474974513,1151,2000,TARGET,7691.73742141491,10214.34494292981,B
96,373,3DHST_37820,189.340088,62.364216,0,0,0.0010000000474974513,239.9998779296875,2000,TARGET,7729.923446992753,10252.515235531559,B
69,264,3DHST_37927,189.352371,62.368176,0,0,0.0010000000474974513,83,2000,TARGET,7695.567257433011,10218.174955034307,B
2,2,f_1,189.462416,62.363585,0,0,0.0010000000474974513,1,2000,STANDARD,7330.799679594425,9853.57019557139,B
56,219,3DHST_38053,189.360138,62.373989,0,0,0.0010000000474974513,15,2000,TARGET,7678.631920099118,10201.248008063532,B
1,1,f_0,189.453601,62.369844,0,0,0.0010000000474974513,1,2000,STANDARD,7368.566187589398,9891.320664133144,B
