slit,targetnum,name,ra,dec,pmra,pmdec,mag,priority,epoch,type,wave_start,wave_end,side
10,23,z6_GNW_25971,189.334732,62.286125,0,0,0.0010000000474974513,3,2000,TARGET,7501.663071791554,10024.35180903836,B
4,10,Stark11_24_28120,189.321457,62.2901,0,0,0.0010000000474974513,1,2000,TARGET,7552.062103528777,10074.728571830012,B
20,44,z6_GNW_25620,189.321457,62.2901,0,0,0.0010000000474974513,3,2000,TARGET,7552.062103528777,10074.728571830012,B
44,100,z5_GNW_26081,189.381042,62.285637,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7352.890929981365,9875.646256428521,B
40,96,z5_GNW_28218,189.50325,62.273884,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,6938.431474500403,9461.371535273063,B
6,13,Hu10_z7_2,189.356888,62.295319,0,0,0.0010000000474974513,1,2000,TARGET,7449.739022309925,9972.451763620353,B
29,70,z7_GNW_24443,189.356888,62.295319,0,0,0.0010000000474974513,3,2000,TARGET,7449.739022309925,9972.451763620353,B
460,1042,3DHST_30820,189.384918,62.294914,0,0,0.0010000000474974513,693,2000,TARGET,7359.566514164665,9882.319645342477,B
17,30,z6_GNW_22555,189.301788,62.307808,0,0,0.0010000000474974513,3,2000,TARGET,7650.926578433453,10173.550253155174,B
9,22,z6_GNW_25538,189.481949,62.288136,0,0,0.0010000000474974513,3,2000,TARGET,7036.062727425516,9558.960314398568,B
31,72,z7_GNW_22375,189.34259,62.308517,0,0,0.0010000000474974513,3,2000,TARGET,7522.5464357432065,10045.227772492446,B
127,285,z8_GNW_21001,189.286987,62.31802,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7719.162341114043,10241.756416363229,B
50,106,z5_GNW_22097,189.364624,62.310837,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7457.288419360813,9979.999290036652,B
136,302,3DHST_Q_34419,189.311828,62.320264,0,0,0.0010000000474974513,5,2000,TARGET,7644.892831128804,10167.520491525342,B
5,11,Stark11_24_26902,189.307617,62.323444,0,0,0.0010000000474974513,1,2000,TARGET,7664.948467165318,10187.567477132457,B
15,28,z6_GNW_20152,189.307617,62.323444,0,0,0.0010000000474974513,3,2000,TARGET,7664.948467165318,10187.567477132457,B
201,444,3DHST_32163,189.485001,62.303349,0,0,0.0010000000474974513,65.9998779296875,2000,TARGET,7058.38566320829,9581.274865195923,B
49,105,z5_GNW_21283,189.403549,62.315697,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7343.758055236683,9866.520474006753,B
56,112,z5_GNW_21219,189.310135,62.330257,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7671.338865273377,10193.955808909734,B
47,103,z5_GNW_20906,189.437683,62.318161,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7240.519224008196,9763.328359848498,B
117,260,z7_GNW_19517,189.325821,62.334698,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7631.022662063495,10153.65829467901,B
170,379,3DHST_Q_34630,189.444194,62.321885,0,0,0.0010000000474974513,1527,2000,TARGET,7227.82847310601,9750.643802351895,B
258,595,3DHST_35544,189.406662,62.329411,0,0,0.0010000000474974513,229,2000,TARGET,7363.204224454297,9885.959648920547,B
116,259,z8_GNW_27475,189.37381,62.336391,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7482.474395207817,10005.177098614346,B
125,283,z8_GNW_27475,189.37381,62.336391,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7482.474395207817,10005.177098614346,B
13,26,z6_GNW_22717,189.416199,62.333141,0,0,0.0010000000474974513,3,2000,TARGET,7341.0139507740305,9863.779883204274,B
225,496,3DHST_37167,189.323563,62.34763,0,0,0.0010000000474974513,120,2000,TARGET,7666.023401700355,10188.645062786609,B
126,284,z8_GNW_30497,189.353027,62.347015,0,0,0.0010000000474974513,3.9998779296875,2000,TARGET,7571.377062927644,10094.04126431072,B
195,422,3DHST_36557,189.427643,62.339771,0,0,0.0010000000474974513,43,2000,TARGET,7319.179754214855,9841.956496305023,B
