# spec1d,lambda1d,ivar1d,EW_spec_slitloss_cor,spec1d_slitloss_cor,err_slitloss_cor,OneSigUppLimFluxSpec_slitloss_cor
1.507418293168857623e-19,7.420089843750000000e+03,1.918606172968625977e+37,1.725508741800656409e+01,2.322209266695689633e-19,3.517018507710548805e-19,5.275527761565823207e-19
1.932335189018859356e-21,7.420419921875000000e+03,4.647221112968841925e+37,1.108698383496291484e+01,2.976802591979097156e-21,2.259804682389550602e-19,3.389707023584325662e-19
-1.370205175773341765e-19,7.420750000000000000e+03,5.441450779852402154e+37,1.024596174442145191e+01,-2.110829602423314008e-19,2.088383339444568626e-19,3.132575009166853059e-19
-4.171035161060303952e-20,7.421080078125000000e+03,5.610226319756164036e+37,1.009066740864678380e+01,-6.425566511048556462e-20,2.056730468622705715e-19,3.085095702934057970e-19
-8.054424588044330419e-20,7.421410156250000000e+03,6.545250460225590952e+37,9.342152398153675819e+00,-1.240800877965925549e-19,1.904164382955922525e-19,2.856246574433883787e-19
-1.653001602581237483e-19,7.421740234375000000e+03,7.437479602387663930e+37,8.763895466218805552e+00,-2.546483386046438339e-19,1.786301153256804850e-19,2.679451729885207034e-19
-1.660341357652941483e-19,7.422069824218750000e+03,7.581468275872278728e+37,8.680273746375920751e+00,-2.557790431555987993e-19,1.769256954684556529e-19,2.653885432026834674e-19
-7.110495310676450330e-20,7.422399902343750000e+03,7.547825107382372360e+37,8.699597671508144003e+00,-1.095386607425193076e-19,1.773195654077102601e-19,2.659793481115654262e-19
-1.069412479934035974e-19,7.422729980468750000e+03,7.567873152819639838e+37,8.688066982077785383e+00,-1.647452191655638779e-19,1.770845411093638581e-19,2.656268116640458353e-19
2.463848704038068386e-20,7.423060058593750000e+03,7.539243744867962213e+37,8.704547317159770259e+00,3.795610228548851835e-20,1.774204515692328007e-19,2.661306773538492011e-19
2.929340098070287227e-20,7.423390136718750000e+03,7.526977390509710949e+37,8.711637121676046647e+00,4.512709413086627288e-20,1.775649595227177598e-19,2.663474392840765675e-19
-2.946228283299409937e-20,7.423720214843750000e+03,7.461030704299258104e+37,8.750052705182852719e+00,-4.538726014062259281e-20,1.783479652236157990e-19,2.675219478354236985e-19
-4.264756679284686288e-20,7.424049804687500000e+03,7.422133022278695678e+37,8.772951243830817702e+00,-6.569946461255960486e-20,1.788146947293752384e-19,2.682220420940628336e-19
-5.231116226953406771e-20,7.424379882812500000e+03,7.299717866940163865e+37,8.846205930436260800e+00,-8.058643465084066959e-20,1.803078085127282947e-19,2.704617127690924300e-19
1.725521233156652403e-20,7.424709960937500000e+03,7.196949010693326698e+37,8.909141766531837092e+00,2.658201386884518888e-20,1.815905983067422598e-19,2.723858974601134018e-19
3.907967351716946644e-20,7.425040039062500000e+03,7.130568384997563078e+37,8.950514654006209270e+00,6.020305073400573231e-20,1.824338812611534373e-19,2.736508218917301319e-19
9.402510004449325604e-22,7.425370117187500000e+03,7.171554299539904095e+37,8.924901610272771180e+00,1.448476243221846795e-21,1.819118233505380560e-19,2.728677350258071081e-19
-5.030654773566437876e-20,7.425700195312500000e+03,7.259173031738934987e+37,8.870875995096442423e+00,-7.749828422318523211e-20,1.808106461506629868e-19,2.712159692259945043e-19
3.592832745820034094e-20,7.426030273437500000e+03,7.364171388390048916e+37,8.807408477361450494e+00,5.534833651575172860e-20,1.795170193546638100e-19,2.692755290319957391e-19
-1.917718982075174313e-19,7.426359863281250000e+03,7.427762643260642660e+37,8.769626033105831553e+00,-2.954286020857212362e-19,1.787469186157079473e-19,2.681203779235619090e-19
-1.519803199075343779e-19,7.426689941406250000e+03,7.506054916778483812e+37,8.723770137143626258e+00,-2.341288472111683861e-19,1.778122607326164344e-19,2.667183910989246515e-19
1.300398612859268532e-19,7.427020019531250000e+03,7.509015597128313815e+37,8.722050148624060029e+00,2.003291138806514970e-19,1.777772030634790922e-19,2.666658045952186504e-19
2.627359220566526726e-19,7.427350097656250000e+03,7.393353303709297801e+37,8.790009662901663745e+00,4.047501583725639965e-19,1.791623879872015168e-19,2.687435819808023113e-19
5.571374571186323280e-20,7.427680175781250000e+03,7.250418596524333891e+37,8.876229898462989709e+00,8.582818528919318392e-20,1.809197720957972444e-19,2.713796581436959148e-19
-8.296795788915844261e-20,7.428009765625000000e+03,7.221540044328677475e+37,8.893959974929623868e+00,-1.278138666103073065e-19,1.812811554117183634e-19,2.719217331175775090e-19
6.240180822211479696e-20,7.428339843750000000e+03,7.120124183183177650e+37,8.957076809616392410e+00,9.613128483888563049e-20,1.825676344098474377e-19,2.738514516147711325e-19
