# spec1d,lambda1d,ivar1d,EW_spec_slitloss_cor,spec1d_slitloss_cor,err_slitloss_cor,OneSigUppLimFluxSpec_slitloss_coor				
# big artifact here that appears between 7700-8200A that shouldn't be there, Spencer needs to look at it 
-7.741669669272549164e-19,8.578060546875000000e+03,7.779783120806565880e+36,3.321997025260011327e+01,-1.224005616518829821e-18,5.668459253382477035e-19,8.502688880073716515e-19
-3.561215315504215853e-19,8.578389648437500000e+03,7.826136339781126454e+36,3.312144530017956612e+01,-5.630500569032452985e-19,5.651647538200595647e-19,8.477471307300893951e-19
-4.140698205584016648e-19,8.578719726562500000e+03,7.807231946091783215e+36,3.316152110876547709e+01,-6.546698679305076757e-19,5.658485837160175798e-19,8.487728755740261290e-19
-1.535073178335445377e-19,8.579049804687500000e+03,7.735561356026637680e+36,3.331478898035708625e+01,-2.427045162502460331e-19,5.684638560307231810e-19,8.526957840460846270e-19
3.811178148091527441e-19,8.579379882812500000e+03,7.743841177979827227e+36,3.329697390077368624e+01,6.025707189927418690e-19,5.681598700489585729e-19,8.522398050734378112e-19
-2.441717144059307791e-20,8.579709960937500000e+03,7.801789874151302865e+36,3.317308486058017536e+01,-3.860505066679940559e-20,5.660459007379154001e-19,8.490688511068731964e-19
2.607655400935203780e-19,8.580040039062500000e+03,7.846371650325566414e+36,3.307870864206981310e+01,4.122863662549255404e-19,5.644355207615143620e-19,8.466532811422713985e-19
-2.735669887220017874e-19,8.580370117187500000e+03,7.912460351280331779e+36,3.294027427069863734e+01,-4.325262443306208619e-19,5.620733585216980170e-19,8.431100377825469774e-19
-2.984036215070761558e-19,8.580700195312500000e+03,8.200193345967149318e+36,3.235720035957076135e+01,-4.717944891964642504e-19,5.521241301454923980e-19,8.281861952182386451e-19
3.248059829524990319e-19,8.581030273437500000e+03,8.300837352179253833e+36,3.216044372414673802e+01,5.135382474283941562e-19,5.487667912850026146e-19,8.231501869275038738e-19
4.861094760709507418e-19,8.581360351562500000e+03,8.306286879196838881e+36,3.214989220066549791e+01,7.685689965763923135e-19,5.485867463287316057e-19,8.228801194930974567e-19
2.457971558078090997e-19,8.581690429687500000e+03,8.428582370746735127e+36,3.191579865486662726e+01,3.886204295531282790e-19,5.445923125115102933e-19,8.168884687672655363e-19
-4.845109457614000043e-19,8.582019531250000000e+03,8.517039827228004962e+36,3.174962830025568294e+01,-7.660416217843217692e-19,5.417568798573870856e-19,8.126353197860806284e-19
-2.939254918193801057e-19,8.582349609375000000e+03,8.604032217794707211e+36,3.158871578511962497e+01,-4.647142905785933894e-19,5.390111638664563500e-19,8.085167457996846694e-19
-3.326005220198970087e-20,8.582679687500000000e+03,8.697446465393010757e+36,3.141861975328223267e+01,-5.258618933655722869e-20,5.361087457778766568e-19,8.041631186668149370e-19
-2.863709429364841427e-19,8.583009765625000000e+03,8.687138009561767210e+36,3.143725543223600027e+01,-4.527700838919761259e-19,5.364267339819758745e-19,8.046401009729638118e-19
-2.419746752481110636e-20,8.583339843750000000e+03,8.670566037446175180e+36,3.146728395753638452e+01,-3.825768525549067719e-20,5.369391229781432158e-19,8.054086844672148719e-19
-2.979329155237404442e-20,8.583669921875000000e+03,8.681034826073280123e+36,3.144830443912208651e+01,-4.710502740698247504e-20,5.366152677008440277e-19,8.049229015512660415e-19
-9.529511357109818978e-20,8.584000000000000000e+03,8.652368093523451645e+36,3.150035808707910689e+01,-1.506674389644737385e-19,5.375034803638616974e-19,8.062552205457924980e-19
3.669327457081705713e-20,8.584330078125000000e+03,8.655442967729019068e+36,3.149476228783100495e+01,5.801432518027843922e-20,5.374079969549760776e-19,8.061119954324640683e-19
-8.429517594026282481e-20,8.584660156250000000e+03,8.626175311809642858e+36,3.154814616212625467e+01,-1.332758606400468999e-19,5.383189078135028841e-19,8.074783617202542780e-19
-2.102588084609062871e-19,8.584990234375000000e+03,8.552346682221032116e+36,3.168402415088971935e+01,-3.324321153874406173e-19,5.406374494524044902e-19,8.109561741786066872e-19
-1.738552319783985507e-19,8.585320312500000000e+03,8.438548121676895470e+36,3.189694713810957438e+01,-2.748758207126392920e-19,5.442706413787871918e-19,8.164059620681808358e-19
-3.852730374284208222e-19,8.585650390625000000e+03,8.378700615253764849e+36,3.201066143179789236e+01,-6.091403816639057994e-19,5.462109948330441296e-19,8.193164922495660982e-19
-1.651988310008596346e-19,8.585980468750000000e+03,8.319010515648130751e+36,3.212529672315213958e+01,-2.611895180570232584e-19,5.481670636467731232e-19,8.222505954701596848e-19
-1.321861527172164129e-19,8.586310546875000000e+03,8.242654532048381062e+36,3.227375035685604132e+01,-2.089944421086258697e-19,5.507001886534135302e-19,8.260502829801202954e-19
-4.038686191587518515e-20,8.586639648437500000e+03,8.190105176483988027e+36,3.237712223221507912e+01,-6.385411407413709513e-20,5.524640651980428339e-19,8.286960977970642508e-19
1.629675222430037949e-19,8.586969726562500000e+03,8.204837607596819979e+36,3.234804133761814171e+01,2.576616815973466947e-19,5.519678460117486499e-19,8.279517690176228785e-19
-3.021399916439844443e-19,8.587299804687500000e+03,8.197405035218336224e+36,3.236270297035638066e+01,-4.777019203170673788e-19,5.522180234415682255e-19,8.283270351623520976e-19
-4.664561860005611690e-19,8.587629882812500000e+03,8.104921815813422703e+36,3.254682055246761507e+01,-7.374959355225085626e-19,5.553596969713543467e-19,8.330395454570315200e-19
-2.010180598788501487e-19,8.587959960937500000e+03,7.877998442209110816e+36,3.301224343905885661e+01,-3.178219232086545512e-19,5.633013978463802905e-19,8.449520967695704840e-19
1.257482107747319852e-19,8.588290039062500000e+03,7.500703167307502197e+36,3.383233674182642403e+01,1.988156597101726261e-19,5.772949849428227149e-19,8.659424774142340724e-19
-2.334067771871098605e-19,8.588620117187500000e+03,7.178540580921917428e+36,3.458317835123949635e+01,-3.690304784567573841e-19,5.901069021009032463e-19,8.851603531513547732e-19
2.159796711018173703e-19,8.588950195312500000e+03,6.616032081343819083e+36,3.602335708491374788e+01,3.414771512814429369e-19,6.146812602575951329e-19,9.220218903863926994e-19
-1.795524652266471261e-19,8.589280273437500000e+03,5.722564431839848993e+36,3.873357996993268415e+01,-2.838834970827024337e-19,6.609269006796004600e-19,9.913903510194004492e-19
-2.270672822429098282e-19,8.589610351562500000e+03,5.113171556672781631e+36,4.097677755258328602e+01,-3.590073468209655477e-19,6.992034975514645645e-19,1.048805246327196991e-18
-6.668103337447614808e-19,8.589940429687500000e+03,5.106801540167876300e+36,4.100232597077730645e+01,-1.054268172789496207e-18,6.996394406496071140e-19,1.049459160974410767e-18
-9.846866785793914942e-19,8.590269531250000000e+03,5.108003458855699610e+36,4.099750174135363068e+01,-1.556850235907443657e-18,6.995571228518815407e-19,1.049335684277822215e-18
-1.209747836416764335e-18,8.590599609375000000e+03,5.329169637601088915e+36,4.013776740055539705e+01,-1.912685776587469299e-18,6.848871245271026727e-19,1.027330686790654057e-18
-1.691075146691781522e-19,8.590929687500000000e+03,5.827393616046271489e+36,3.838360906640050985e+01,-2.673693874748653122e-19,6.549552041625442174e-19,9.824328062438164224e-19
1.189382380639317253e-20,8.591259765625000000e+03,6.612760132101039579e+36,3.603226804019475793e+01,1.880486737724443812e-20,6.148333115283670012e-19,9.222499672925505981e-19
-8.916399712374853026e-19,8.591589843750000000e+03,7.153344325509600411e+36,3.464403105166114472e+01,-1.409737665556997771e-18,5.911452565912158184e-19,8.867178848868237758e-19
-4.723945863671096988e-19,8.591919921875000000e+03,7.407033935333627298e+36,3.404558626543788336e+01,-7.468849119478949895e-19,5.809337486930706959e-19,8.714006230396058513e-19
-5.483674304943009958e-19,8.592250000000000000e+03,7.506289551725512776e+36,3.381974492696222256e+01,-8.670026538397803269e-19,5.770801256610680107e-19,8.656201884916019198e-19
-5.507315204316931106e-20,8.592580078125000000e+03,7.500666960797816344e+36,3.383241839785489447e+01,-8.707404255155840732e-20,5.772963782729992452e-19,8.659445674094988196e-19
-3.880347663791401208e-19,8.592910156250000000e+03,7.571903663031057198e+36,3.367289409308463632e+01,-6.135068450902647887e-19,5.745743498827311778e-19,8.618615248240967667e-19
-4.828503618649281659e-20,8.593240234375000000e+03,7.619680239525827714e+36,3.356716095828675606e+01,-7.634161364525855001e-20,5.727701822035404667e-19,8.591552733053107001e-19
-5.884654329273410985e-19,8.593570312500000000e+03,7.559963710484159792e+36,3.369947452065432714e+01,-9.304000632953023158e-19,5.750279025785059785e-19,8.625418538677590159e-19
1.620709040535705832e-19,8.593900390625000000e+03,7.458520474117538328e+36,3.392787357959927164e+01,2.562440730624654589e-19,5.789251690399018639e-19,8.683877535598530366e-19
2.563278741144319451e-19,8.594230468750000000e+03,7.502424571375793116e+36,3.382845516576890788e+01,4.052701432504774711e-19,5.772287520246302172e-19,8.658431280369454703e-19
1.476755035961962877e-19,8.594560546875000000e+03,7.573286790400129030e+36,3.366981907233242310e+01,2.334840590543767354e-19,5.745218795472532140e-19,8.617828193208798692e-19
-1.917887718534461567e-20,8.594889648437500000e+03,7.718078775597489185e+36,3.335249907935265412e+01,-3.032298508752118156e-20,5.691073188573662023e-19,8.536609782860492071e-19
-3.261382218686278488e-19,8.595219726562500000e+03,8.015562266888704387e+36,3.272773788337246970e+01,-5.156445991400396780e-19,5.584467633072570062e-19,8.376701449608855093e-19
-9.532387834182265686e-20,8.595549804687500000e+03,8.155839927382984243e+36,3.244506418328543162e+01,-1.507129178371571918e-19,5.536233864686795258e-19,8.304350797030193368e-19
1.293544041632871891e-19,8.595879882812500000e+03,8.156431132533014442e+36,3.244388829910720773e+01,2.045172733806244292e-19,5.536033218765072288e-19,8.304049828147607951e-19
2.971134860663739517e-19,8.596209960937500000e+03,8.173932089859902814e+36,3.240913737699649744e+01,4.697547056704928300e-19,5.530103526941022186e-19,8.295155290411533278e-19
-9.641045793074605027e-20,8.596540039062500000e+03,8.244992140103587615e+36,3.226917492939164589e+01,-1.524308670347518410e-19,5.506221162651738891e-19,8.259331743977607374e-19
-4.055075177337623202e-19,8.596870117187500000e+03,8.165416683146349641e+36,3.242603211015519804e+01,-6.411323402453740658e-19,5.532986344287896460e-19,8.299479516431845171e-19
-4.608439288892686294e-19,8.597200195312500000e+03,7.884052384934990971e+36,3.299956641703864335e+01,-7.286226116543573781e-19,5.630850846401089072e-19,8.446276269601633608e-19
-4.680786932147712311e-19,8.597530273437500000e+03,7.333278369449849540e+36,3.421636726451802701e+01,-7.400612192763710262e-19,5.838478546575754233e-19,8.757717819863632794e-19
-2.125887031470461021e-19,8.597860351562500000e+03,6.503867865174722887e+36,3.633265455137355104e+01,-3.361158222666576534e-19,6.199589292996513483e-19,9.299383939494773113e-19
2.651907838260982943e-20,8.598190429687500000e+03,5.740690605914569498e+36,3.867238117436643563e+01,4.192829489231822552e-20,6.598826406264288235e-19,9.898239609396433316e-19
-6.582094998993461583e-19,8.598519531250000000e+03,5.368427257914766954e+36,3.999074068193138487e+01,-1.040669725189338178e-18,6.823783475554751701e-19,1.023567521333212803e-18
-3.339965606216533877e-19,8.598849609375000000e+03,5.316319660588332590e+36,4.018624624807581824e+01,-5.280691163063923466e-19,6.857143389096892284e-19,1.028571508364533794e-18
-3.124857848786210942e-19,8.599179687500000000e+03,5.325747826664339329e+36,4.015065965550715532e+01,-4.940592560954197777e-19,6.851071103408243899e-19,1.027660665511236585e-18
-3.694420044689602874e-19,8.599509765625000000e+03,5.537208407822071441e+36,3.937653975381284965e+01,-5.841105443219888686e-19,6.718979861705725673e-19,1.007846979255858947e-18
-1.646183640258866148e-19,8.599839843750000000e+03,6.009100508827212955e+36,3.779882069412603585e+01,-2.602717640479744253e-19,6.449767212353049229e-19,9.674650818529572880e-19
-3.153018503483802272e-19,8.600169921875000000e+03,6.717997212247605796e+36,3.574893223910406448e+01,-4.985116289022200602e-19,6.099986369898447312e-19,9.149979554847674338e-19
-6.805721723309803291e-20,8.600500000000000000e+03,7.350796585631117057e+36,3.417557119146272271e+01,-1.076026486490241195e-19,5.831517345946928986e-19,8.747276018920391071e-19
-8.658899980802633609e-20,8.600830078125000000e+03,7.758546313740689761e+36,3.326540427872679828e+01,-1.369025373356327974e-19,5.676211846893488053e-19,8.514317770340232080e-19
-1.626140092315601546e-19,8.601160156250000000e+03,7.973584716237691641e+36,3.281377364449484446e+01,-2.571027557712591195e-19,5.599148266515273424e-19,8.398722399772911100e-19
2.573498654501628712e-19,8.601490234375000000e+03,8.089257608178710016e+36,3.257831748406101724e+01,4.068859744450494666e-19,5.558971419840566731e-19,8.338457129760850578e-19
1.167656649174314209e-19,8.601820312500000000e+03,8.133521476686998021e+36,3.248954845110716150e+01,1.846137019288779447e-19,5.543824397057735512e-19,8.315736595586603750e-19
-4.747894889005856921e-20,8.602150390625000000e+03,8.139438763588655262e+36,3.247773652287024504e+01,-7.506714002342974898e-20,5.541808879481841733e-19,8.312713319222760674e-19
-3.633847693186455395e-19,8.602480468750000000e+03,8.076034383771973533e+36,3.260497748753000735e+01,-5.745336827904411996e-19,5.563520525159142492e-19,8.345280787738711812e-19
1.279383692933603788e-19,8.602810546875000000e+03,8.024629420268458598e+36,3.270924286784681811e+01,2.022784351092676690e-19,5.581311753007035075e-19,8.371967629510552612e-19
-3.867802180582283173e-19,8.603139648437500000e+03,7.831842944806381520e+36,3.310937627310723741e+01,-6.115233269906935913e-19,5.649588150799966100e-19,8.474382226199950113e-19
-1.050046793372011582e-19,8.603469726562500000e+03,7.345879331888666658e+36,3.418700766043017580e+01,-1.660188599619879971e-19,5.833468797373635203e-19,8.750203196060453286e-19
-3.773421342113739467e-19,8.603799804687500000e+03,6.667239265200513852e+36,3.588475321958419784e+01,-5.966011356143584403e-19,6.123162058731158117e-19,9.184743088096737175e-19
-6.943237082562214893e-19,8.604129882812500000e+03,5.828807166858090776e+36,3.837895455733072936e+01,-1.097768511049960285e-18,6.548757823725608214e-19,9.823136735588413284e-19
-1.205777979978584099e-19,8.604459960937500000e+03,5.640945652633904697e+36,3.901279148648282558e+01,-1.906409189255937366e-19,6.656912008659187787e-19,9.985368012988784569e-19
-4.910372798603433001e-20,8.604790039062500000e+03,5.579598162214241822e+36,3.922667732896497483e+01,-7.763601576217408731e-20,6.693408223850427497e-19,1.004011233577564076e-18
-1.047367052846288005e-18,8.605120117187500000e+03,5.677722421587491405e+36,3.888623586733434223e+01,-1.655951764938961671e-18,6.635317306286641822e-19,9.952975959429963215e-19
-5.086620087291589336e-19,8.605450195312500000e+03,6.104926646481070215e+36,3.750099227457031503e+01,-8.042259385794021464e-19,6.398947532265624568e-19,9.598421298398435889e-19
-8.395674993958270337e-19,8.605780273437500000e+03,7.003566220165404895e+36,3.501251957574565665e+01,-1.327407883064227833e-18,5.974329268336316229e-19,8.961493902504473381e-19
-6.936428279407449572e-19,8.606110351562500000e+03,7.614793100708031293e+36,3.357793085448652448e+01,-1.096691997370194048e-18,5.729539533427298690e-19,8.594309300140946590e-19
-8.550153916069461654e-19,8.606440429687500000e+03,7.957147920357416257e+36,3.284764727996391542e+01,-1.351831951304747400e-18,5.604928263335268168e-19,8.407392395002904178e-19
3.582799041781587998e-19,8.606769531250000000e+03,8.119016409383584903e+36,3.251855767874472747e+01,5.664625768527551634e-19,5.548774360094585556e-19,8.323161540141878816e-19
-3.038959869641426384e-19,8.607099609375000000e+03,8.115212214074624163e+36,3.252617870251339838e+01,-4.804782569812180321e-19,5.550074766517990693e-19,8.325112149776985076e-19
-1.818454615097933405e-19,8.607429687500000000e+03,8.029243012350480364e+36,3.269984417436748458e+01,-2.875088653160792690e-19,5.579708015537749709e-19,8.369562023306625045e-19
-3.716426328012747267e-19,8.607759765625000000e+03,8.046350388314383204e+36,3.266506404686272447e+01,-5.875898731408280743e-19,5.573773340277987053e-19,8.360660010416981061e-19
-1.532571146834599688e-19,8.608089843750000000e+03,7.974830729179102217e+36,3.281121008012679141e+01,-2.423089296725989005e-19,5.598710835053016678e-19,8.398066252579524054e-19
-2.102854980425759501e-19,8.608419921875000000e+03,7.853889359393674533e+36,3.306287345309783632e+01,-3.324743132585224871e-19,5.641653184621903412e-19,8.462479776932854637e-19
-1.782739064499198342e-19,8.608750000000000000e+03,7.801458783982246190e+36,3.317378877801728265e+01,-2.818620169748968166e-19,5.660579119687493009e-19,8.490868679531239514e-19
-1.099811601563811073e-19,8.609080078125000000e+03,7.839499776744202075e+36,3.309320337505138809e+01,-1.738869823869878902e-19,5.646828503125943594e-19,8.470242754688916354e-19
1.588289848009152717e-19,8.609410156250000000e+03,7.896740898253426631e+36,3.297304384417985545e+01,2.511183992181001744e-19,5.626325191429044414e-19,8.439487787143565658e-19
4.326650848755263443e-21,8.609740234375000000e+03,7.903916381187385364e+36,3.295807333940300055e+01,6.840701251581600195e-21,5.623770713032917473e-19,8.435656069549377654e-19
-3.300347767644760274e-19,8.610070312500000000e+03,7.886696904897343153e+36,3.299403334470400040e+01,-5.218052922222082266e-19,5.629906715661763756e-19,8.444860073492647079e-19
-3.854240688412012708e-19,8.610400390625000000e+03,7.921414017824092655e+36,3.292165261927280540e+01,-6.093791716219012612e-19,5.617556096750391307e-19,8.426334145125587442e-19
-3.178582960480245814e-19,8.610730468750000000e+03,7.887261893553608873e+36,3.299285159185615868e+01,-5.025535268756117582e-19,5.629705068344967149e-19,8.444557602517449761e-19
-2.002010459288959147e-19,8.611060546875000000e+03,7.803688986321506387e+36,3.316904810035973128e+01,-3.165301738751904230e-19,5.659770198489463664e-19,8.489655297734194532e-19
-1.632003333439987712e-19,8.611389648437500000e+03,7.641368527972692180e+36,3.351949072901383175e+01,-2.580297702750860898e-19,5.719567656044938175e-19,8.579351484067408226e-19
-2.347398831587764112e-19,8.611719726562500000e+03,7.319351057227644705e+36,3.424890536453696654e+01,-3.711382010365661543e-19,5.844030655525201857e-19,8.766045983287802304e-19
-1.819793838729649002e-19,8.612049804687500000e+03,6.818996323910199591e+36,3.548319812344585245e+01,-2.877206048137616559e-19,6.054643072015021643e-19,9.081964608022533908e-19
-4.617884854992448815e-19,8.612379882812500000e+03,6.144996306775834725e+36,3.737852599876404014e+01,-7.301160137822210942e-19,6.378050611255677230e-19,9.567075916883514882e-19
-3.340778545382769953e-19,8.612709960937500000e+03,5.473502211465574233e+36,3.960502897718380666e+01,-5.281976469913569424e-19,6.757967911444089287e-19,1.013695186716613152e-18
-7.759371286388287597e-19,8.613040039062500000e+03,5.091854601925510636e+36,4.106246222611488150e+01,-1.226804351119600438e-18,7.006655701447273057e-19,1.050998355217090910e-18
2.384377361447695391e-19,8.613370117187500000e+03,4.941583621063616797e+36,4.168213058916129654e+01,3.769847341712482262e-19,7.112392246056725966e-19,1.066858836908508943e-18
2.637861897269452805e-20,8.613700195312500000e+03,4.859460159370353434e+36,4.203286291372927508e+01,4.170621992144775884e-20,7.172239135609618558e-19,1.075835870341442880e-18
-2.863907758272345492e-19,8.614030273437500000e+03,4.770637905876353311e+36,4.242235334903176636e+01,-4.528014409127576656e-19,7.238699479953895102e-19,1.085804921993084265e-18
-3.934136150355810471e-19,8.614360351562500000e+03,4.784889860850360034e+36,4.235912803292357864e+01,-6.220111358274683722e-19,7.227911085942210674e-19,1.084186662891331360e-18
-1.744414227397895260e-19,8.614690429687500000e+03,5.444501650140986056e+36,3.971036852164429121e+01,-2.758026243802535850e-19,6.775942428308605729e-19,1.016391364246290907e-18
-3.561998023986746993e-19,8.615019531250000000e+03,6.167575021295479290e+36,3.731004423009530058e+01,-5.631738079310781556e-19,6.366365287266925937e-19,9.549547930900388424e-19
-8.830000809058677979e-19,8.615349609375000000e+03,6.720942829008608752e+36,3.574109746078034533e+01,-1.396077467248639581e-18,6.098649489661964885e-19,9.147974234492948291e-19
2.591320614676758172e-19,8.615679687500000000e+03,7.010788367210365598e+36,3.499448089683232865e+01,4.097037360240943725e-19,5.971251254851428576e-19,8.956876882277142864e-19
-1.952356633309949366e-19,8.616009765625000000e+03,7.067401867540490498e+36,3.485403723803980824e+01,-3.086795984210109896e-19,5.947286779531073513e-19,8.920930169296610751e-19
-8.891501502970523982e-20,8.616339843750000000e+03,6.967842592748599738e+36,3.510215816378823916e+01,-1.405801105427970164e-19,5.989624666856738152e-19,8.984437000285108673e-19
-1.802203512464152771e-19,8.616669921875000000e+03,6.809735644911037819e+36,3.550731703818738083e+01,-2.849394659812920313e-19,6.058758580981724854e-19,9.088137871472587281e-19
-1.728300833401224748e-19,8.617000000000000000e+03,6.669521634554704502e+36,3.587861265406555589e+01,-2.732549976284448079e-19,6.122114268947769231e-19,9.183171403421654328e-19
-5.085591146331040602e-19,8.617330078125000000e+03,6.541589474894765314e+36,3.622774826690326222e+01,-8.040632566814936056e-19,6.181688705054325322e-19,9.272533057581489909e-19
-5.163768105127831686e-19,8.617660156250000000e+03,6.430177728961056131e+36,3.654024844329986621e+01,-8.164235149639456819e-19,6.235011886956944359e-19,9.352517830435417502e-19
-1.987101662747961161e-19,8.617990234375000000e+03,6.362165730795170707e+36,3.673503815838454045e+01,-3.141730013941495540e-19,6.268249651907954702e-19,9.402374477861932053e-19
1.543693454824828140e-19,8.618320312500000000e+03,6.276216771693833471e+36,3.698571482701679258e+01,2.440674350119220865e-19,6.311023636084065784e-19,9.466535454126098676e-19
3.718917406959152088e-19,8.618650390625000000e+03,6.297866051976133495e+36,3.692208983001700773e+01,5.879837280522166664e-19,6.300167042888843164e-19,9.450250564333264264e-19
-4.304152905371424761e-19,8.618980468750000000e+03,6.191989121237242814e+36,3.723641758261158685e+01,-6.805130618580763190e-19,6.353802071585180946e-19,9.530703107377770938e-19
-1.504085090294293703e-19,8.619310546875000000e+03,5.994114664410670921e+36,3.784604148292623904e+01,-2.378051088319605873e-19,6.457824688479343092e-19,9.686737032719013194e-19
-1.606476645337608874e-19,8.619639648437500000e+03,5.868215368575710010e+36,3.824986988082586237e+01,-2.539938437962736712e-19,6.526731577963193881e-19,9.790097366944791785e-19
-1.803077635517291722e-19,8.619969726562500000e+03,5.771816495635027652e+36,3.856796521717947002e+01,-2.850776702152982112e-19,6.581009484869816991e-19,9.871514227304725006e-19
1.089765535450600056e-20,8.620299804687500000e+03,5.700676018762240845e+36,3.880786978498601769e+01,1.722986375115541744e-20,6.621945381469703067e-19,9.932918072204555563e-19
4.887961709382896580e-19,8.620629882812500000e+03,5.747660656497809106e+36,3.864892552541630266e+01,7.728168264993709089e-19,6.594824073049522062e-19,9.892236109574284056e-19
-3.521192540770129238e-19,8.620959960937500000e+03,5.779287500378326168e+36,3.854302835144096662e+01,-5.567222099198447025e-19,6.576754405582540951e-19,9.865131608373810945e-19
-5.026100740319992787e-19,8.621290039062500000e+03,5.825237717512557482e+36,3.839071122389692192e+01,-7.946574573904797214e-19,6.550763911776842878e-19,9.826145867665264317e-19
1.761160019898249665e-19,8.621620117187500000e+03,5.894371211626991650e+36,3.816491001902486602e+01,2.784502372272402380e-19,6.512234529617573928e-19,9.768351794426362819e-19
-1.630336564781460529e-19,8.621950195312500000e+03,5.901936275281704720e+36,3.814044240878728687e+01,-2.577662438929708035e-19,6.508059521313692569e-19,9.762089281970538854e-19
-5.810282328315072520e-19,8.622280273437500000e+03,5.822533867536102658e+36,3.839962406819304164e+01,-9.186413922626097667e-19,6.552284746814928178e-19,9.828427120222390341e-19
-3.183015213303225588e-19,8.622610351562500000e+03,5.674131562266192958e+36,3.889853844756872547e+01,-5.032542933227635768e-19,6.637416545817556422e-19,9.956124818726335114e-19
-1.334889868610882690e-19,8.622940429687500000e+03,5.556910296965345584e+36,3.930667349366451191e+01,-2.110543030657796998e-19,6.707058296279095358e-19,1.006058744441864496e-18
-2.670981248291781112e-19,8.623269531250000000e+03,5.522350626815808338e+36,3.942947509396628902e+01,-4.222985724257615831e-19,6.728012435077769790e-19,1.009201865261665468e-18
1.094032273307593272e-19,8.623599609375000000e+03,5.490240363598642892e+36,3.954461076350604998e+01,1.729732350240135066e-19,6.747658504789284681e-19,1.012148775718392654e-18
2.782325108095155383e-20,8.623929687500000000e+03,5.412525160118876718e+36,3.982749760968540187e+01,4.399027218646282055e-20,6.795928643163657997e-19,1.019389296474548651e-18
-1.398341732451282489e-19,8.624259765625000000e+03,5.269227374492607183e+36,4.036542362263601547e+01,-2.210864332182065345e-19,6.887717156595765767e-19,1.033157573489364961e-18
-2.638185499222431112e-19,8.624589843750000000e+03,5.251083217328083175e+36,4.043510115249147674e+01,-4.171133626746719707e-19,6.899606518201414594e-19,1.034940977730212237e-18
1.516985282147016903e-19,8.624919921875000000e+03,5.319106408655465720e+36,4.017571782399413394e+01,2.398447085509430677e-19,6.855346881079106838e-19,1.028302032161866170e-18
-5.903939120411383505e-20,8.625250000000000000e+03,5.321676453210245520e+36,4.016601544401896007e+01,-9.334491074517535564e-20,6.853691324342243824e-19,1.028053698651336525e-18
-4.413935889509695121e-19,8.625580078125000000e+03,5.247606344856095577e+36,4.044849434564515889e+01,-6.978704272487474780e-19,6.901891853470743438e-19,1.035283778020611516e-18
-5.965127198997597292e-19,8.625910156250000000e+03,5.093103719998334371e+36,4.105742649428945867e+01,-9.431233192242843431e-19,7.005796433951053865e-19,1.050869465092658224e-18
5.747851299770982840e-20,8.626240234375000000e+03,4.879934278007109868e+36,4.194459426767683397e+01,9.087706624526934390e-20,7.157177495888244287e-19,1.073576624383236402e-18
3.892384755281718831e-19,8.626570312500000000e+03,4.708350518599337160e+36,4.270203683730075284e+01,6.154099833304790483e-19,7.286423016279832985e-19,1.092963452441975140e-18
1.779784594177908043e-19,8.626900390625000000e+03,4.550895065176343538e+36,4.343447470188561255e+01,2.813948970354539356e-19,7.411401881687122233e-19,1.111710282253068094e-18
-5.339351205606056174e-19,8.627230468750000000e+03,4.585860438552037381e+36,4.326857251062214971e+01,-8.441842836782391693e-19,7.383093312953520985e-19,1.107463996943028340e-18
-4.119114203481685141e-19,8.627560546875000000e+03,4.707000139852915035e+36,4.270816173490980105e+01,-6.512573043713742340e-19,7.287468132583793941e-19,1.093120219887569091e-18
6.374283648365566350e-19,8.627889648437500000e+03,4.747871313766637598e+36,4.252394175816419164e+01,1.007813471795513336e-18,7.256033925271106405e-19,1.088405088790665961e-18
4.295768378163945376e-19,8.628219726562500000e+03,4.681095571832925182e+36,4.282616937905527266e+01,6.791874165086572376e-19,7.307604259056512201e-19,1.096140638858476782e-18
4.767690019246127559e-19,8.628549804687500000e+03,4.501912766091413983e+36,4.367012616596661445e+01,7.538011321434205502e-19,7.451612053821111088e-19,1.117741808073166567e-18
2.802751423242656517e-19,8.628879882812500000e+03,4.228963545767246450e+36,4.505738818030980042e+01,4.431322479918614720e-19,7.688326239362989386e-19,1.153248935904448360e-18
-8.396250309128664492e-19,8.629209960937500000e+03,4.111738115944528428e+36,4.569516621400726564e+01,-1.327498843933124931e-18,7.797152911067596012e-19,1.169572936660139257e-18
-4.186291826178046015e-19,8.629540039062500000e+03,3.936660975226149354e+36,4.670022541202067856e+01,-6.618784999270424209e-19,7.968650268466052461e-19,1.195297540269907821e-18
-3.506580598498025787e-19,8.629870117187500000e+03,3.963109336842211348e+36,4.654413432592259880e+01,-5.544119719255407911e-19,7.942015808692750117e-19,1.191302371303912566e-18
-1.298820342328425090e-18,8.630200195312500000e+03,3.989685760085134042e+36,4.638885349177458295e+01,-2.053514889906539604e-18,7.915519605520191816e-19,1.187327940828028483e-18
-1.669013379519552315e-19,8.630530273437500000e+03,3.938393814186493052e+36,4.668995055414895745e+01,-2.638812863180412551e-19,7.966897027486687734e-19,1.195034554123003016e-18
8.029000809685103435e-19,8.630860351562500000e+03,3.811403571125161061e+36,4.746139686444426076e+01,1.269434438037996207e-18,8.098532063365109758e-19,1.214779809504766608e-18
-2.736839497026598478e-19,8.631190429687500000e+03,3.633381049930809795e+36,4.861021153006166173e+01,-4.327111668387553339e-19,8.294559003552717455e-19,1.244183850532907474e-18
