# spec1d,lambda1d,ivar1d,EW_spec_slitloss_cor,spec1d_slitloss_cor,err_slitloss_cor,OneSigUppLimFluxSpec_slitloss_cor
3.569340190288371461e-19,7.526350097656250000e+03,1.069131289935528831e+36,1.780849734296436537e+01,2.356630749102621660e-18,6.385399558085694471e-18,9.578099337128542862e-18
1.008378648272111898e-19,7.526680175781250000e+03,2.227172095712145163e+36,1.233860063328351941e+01,6.657746257200005485e-19,4.424118077670991172e-18,6.636177116506487143e-18
-4.977849707405301911e-19,7.527009765625000000e+03,4.316825894223085884e+36,8.862587364142848756e+00,-3.286588853817003288e-18,3.177761736357345466e-18,4.766642604536018198e-18
-6.427849028404609902e-20,7.527339843750000000e+03,6.859115422074163571e+36,7.030864696504322886e+00,-4.243940298025749162e-19,2.520980825131533303e-18,3.781471237697299761e-18
1.091007568708552788e-19,7.527669921875000000e+03,8.970374046398102905e+36,6.148051822655837384e+00,7.203297659656655824e-19,2.204440197026739891e-18,3.306660295540109644e-18
-1.748657754085898418e-19,7.528000000000000000e+03,1.035523894278156010e+37,5.722196055165040818e+00,-1.154538489816131179e-18,2.051745717690543437e-18,3.077618576535815348e-18
2.868931037021976242e-19,7.528330078125000000e+03,1.123180050106353339e+37,5.494372571092856816e+00,1.894190729506965425e-18,1.970057524324201266e-18,2.955086286486302091e-18
-1.419345636481868260e-19,7.528660156250000000e+03,1.164090285641865883e+37,5.396963281686051772e+00,-9.371125732533681542e-19,1.935130532924930604e-18,2.902695799387395521e-18
1.616821211071420331e-19,7.528990234375000000e+03,1.170958016349984766e+37,5.381113269649738129e+00,1.067494376742053856e-18,1.929447366181369101e-18,2.894171049272054037e-18
-1.143904692792773033e-20,7.529319824218750000e+03,1.153381390274822358e+37,5.421960208149573468e+00,-7.552547051729588902e-20,1.944093409473115517e-18,2.916140114209673275e-18
4.761537645362024987e-20,7.529649902343750000e+03,1.128425732966654665e+37,5.481586922479023016e+00,3.143770397285462705e-19,1.965473113105426122e-18,2.948209669658139183e-18
