name,ra,dec,priority,type
z5_GND_18697,189.302582,62.251148,4,TARGET
z5_GND_16018,189.291290,62.258629,4,TARGET
z5_GND_15601,189.296097,62.259697,4,TARGET
z5_GND_15356,189.282211,62.260399,4,TARGET
z5_GND_15712,189.200607,62.259445,4,TARGET
z5_GND_11789,189.243515,62.270794,4,TARGET
z5_GND_12705,189.218094,62.268093,4,TARGET
z5_GND_11521,189.217407,62.271622,4,TARGET
z5_GND_12062,189.188843,62.269917,4,TARGET
z5_GND_9333,189.277710,62.280643,4,TARGET
z5_GND_44604,189.263397,62.285717,4,TARGET
z5_GND_44836,189.180756,62.282238,4,TARGET
z5_GND_8641,189.196930,62.284508,4,TARGET
z5_GND_10768,189.172516,62.274570,4,TARGET
z5_GND_10054,189.169846,62.277298,4,TARGET
z5_GND_44411,189.159821,62.287952,4,TARGET
z5_GND_7157,189.204910,62.298958,4,TARGET
z5_GND_42189,189.165497,62.306877,4,TARGET
z5_GND_32925,189.156342,62.210011,4,TARGET
z5_GND_32295,189.117996,62.211357,4,TARGET
z5_GND_29527,189.100662,62.220226,4,TARGET
z5_GND_28795,189.149551,62.221996,4,TARGET
z5_GND_27871,189.135422,62.225361,4,TARGET
z5_GND_27366,189.132629,62.226734,4,TARGET
z5_GND_26652,189.127609,62.228935,4,TARGET
z5_GND_26558,189.125916,62.229160,4,TARGET
z5_GND_25578,189.149429,62.231865,4,TARGET
z5_GND_25053,189.151260,62.233215,4,TARGET
z5_GND_27023,189.113434,62.227650,4,TARGET
z5_GND_23616,189.126144,62.237171,4,TARGET
z5_GND_23450,189.139206,62.237736,4,TARGET
z5_GND_20529,189.125778,62.245922,4,TARGET
z5_GND_23926,189.119080,62.236248,4,TARGET
z5_GND_23098,189.119629,62.238552,4,TARGET
z5_GND_23097,189.120056,62.238659,4,TARGET
z5_GND_22822,189.094940,62.239460,4,TARGET
z5_GND_21873,189.124161,62.242218,4,TARGET
z5_GND_13973,189.145691,62.264256,4,TARGET
z5_GND_13494,189.147812,62.265678,4,TARGET
z5_GND_14761,189.100067,62.262043,4,TARGET
z5_GNW_25352,189.407257,62.290123,4,TARGET
z6_GNW_21823,189.355591,62.312592,4,TARGET
z5_GNW_5622,189.080841,62.141083,4,TARGET
z6_GNW_9770,189.117615,62.164848,4,TARGET
z5_GND_17752,189.091812,62.253738,4,TARGET
z5_GNW_11950,188.967667,62.179089,4,TARGET
z5_GNW_17295,188.985779,62.220367,4,TARGET
z6_GND_19744,189.333466,62.248184,4,TARGET
z5_GND_15486,189.313858,62.259865,4,TARGET
z5_GND_28158,189.189255,62.224251,4,TARGET
z5_GND_19515,189.224777,62.248867,4,TARGET
z6_GND_44138,189.256210,62.291264,4,TARGET
z5_GND_7334,189.173019,62.296448,4,TARGET
z5_GND_28891,189.116974,62.222080,4,TARGET
z5_GND_22796,189.088608,62.239491,4,TARGET
z5_GND_17752,189.091812,62.253738,4,TARGET
z5_GND_11013,189.157440,62.273609,4,TARGET
z8_GNW_25541,189.513046,62.288696,4,TARGET
z8_GNW_20826,189.401169,62.319225,4,TARGET
z7_GNW_18773,189.309174,62.362141,4,TARGET
z7_GNW_21903,189.290756,62.311100,4,TARGET
z7_GNW_32502,189.285812,62.354965,4,TARGET
z7_GND_40057,189.339462,62.184780,4,TARGET
z7_GND_38200,189.359146,62.192123,4,TARGET
z7_GND_18323,189.371399,62.252140,4,TARGET
z8_GND_22233,189.249802,62.241226,4,TARGET
z5_GND_20169,189.204132,62.247089,4,TARGET
z7_GND_18869,189.205292,62.250767,4,TARGET
z7_GND_13456,189.264938,62.265789,4,TARGET
z7_GND_11402,189.186172,62.270863,4,TARGET
z7_GND_10402,189.179276,62.275894,4,TARGET
z7_GND_8012,189.260422,62.289406,4,TARGET
z7_GND_7831,189.177307,62.291050,4,TARGET
z7_GND_44109,189.177155,62.291512,4,TARGET
z7_GND_6161,189.215073,62.317932,4,TARGET
z7_GND_18181,189.082687,62.252476,4,TARGET
z7_GND_10780,189.138077,62.274445,4,TARGET
z7_GND_45190,189.138504,62.275600,4,TARGET
z8_GNW_13554,189.039001,62.189419,4,TARGET
z7_GNW_15559,189.083511,62.202583,4,TARGET
z8_GND_35384,189.231995,62.202343,4,TARGET
z8_GND_21784,189.203125,62.242485,4,TARGET
z7_GND_13456,189.264938,62.265789,4,TARGET
z8_GND_8052,189.270020,62.288559,4,TARGET
z7_GND_8012,189.260422,62.289406,4,TARGET
z7_GND_20984,189.133713,62.244598,4,TARGET
3DHST_Q_1301,189.208342,62.130576,5,TARGET
3DHST_Q_9056,189.056217,62.188475,5,TARGET
3DHST_Q_11004,189.359313,62.196221,5,TARGET
3DHST_Q_12173,189.022674,62.201896,5,TARGET
3DHST_Q_13718,189.229293,62.209512,5,TARGET
3DHST_Q_24238,189.526264,62.260638,5,TARGET
3DHST_Q_28451,189.247715,62.282931,5,TARGET
3DHST_Q_32507,189.418069,62.305949,5,TARGET
3DHST_Q_36530,189.275620,62.340723,5,TARGET
3DHST_Q_38102,189.339219,62.375874,5,TARGET
3DHST_Q_542,189.099532,62.115753,1527,TARGET
3DHST_Q_1184,189.206958,62.129700,1527,TARGET
3DHST_Q_2265,189.064897,62.142943,1527,TARGET
3DHST_Q_2313,189.035856,62.142347,1527,TARGET
3DHST_Q_2484,189.086981,62.144791,1527,TARGET
3DHST_Q_2639,189.273663,62.145753,1527,TARGET
3DHST_Q_2684,189.091908,62.147403,1527,TARGET
3DHST_Q_2913,189.055170,62.147938,1527,TARGET
3DHST_Q_3133,189.086191,62.151829,1527,TARGET
3DHST_Q_3538,189.023467,62.152145,1527,TARGET
3DHST_Q_3735,189.076623,62.153706,1527,TARGET
3DHST_Q_3843,189.080112,62.156364,1527,TARGET
3DHST_Q_4108,189.127835,62.158033,1527,TARGET
3DHST_Q_4748,189.063398,62.162352,1527,TARGET
3DHST_Q_4907,188.984220,62.164231,1527,TARGET
3DHST_Q_6732,189.148788,62.175733,1527,TARGET
3DHST_Q_8339,189.316283,62.183289,1527,TARGET
3DHST_Q_8560,189.388808,62.184306,1527,TARGET
3DHST_Q_8912,189.065631,62.186165,1527,TARGET
3DHST_Q_9533,189.027871,62.189327,1527,TARGET
3DHST_Q_9861,189.317228,62.191831,1527,TARGET
3DHST_Q_10145,189.352801,62.192151,1527,TARGET
3DHST_Q_10256,189.182918,62.192832,1527,TARGET
3DHST_Q_11397,189.188911,62.198482,1527,TARGET
3DHST_Q_12115,189.297027,62.201657,1527,TARGET
3DHST_Q_12406,189.314398,62.203299,1527,TARGET
3DHST_Q_12641,189.172879,62.204168,1527,TARGET
3DHST_Q_12739,189.254053,62.204662,1527,TARGET
3DHST_Q_13041,188.934519,62.206753,1527,TARGET
3DHST_Q_13191,189.217041,62.207326,1527,TARGET
3DHST_Q_13220,189.064923,62.206913,1527,TARGET
3DHST_Q_14079,188.971217,62.211205,1527,TARGET
3DHST_Q_14346,189.306220,62.212673,1527,TARGET
3DHST_Q_15038,189.235729,62.215953,1527,TARGET
3DHST_Q_15439,189.357565,62.217933,1527,TARGET
3DHST_Q_15529,189.408089,62.219165,1527,TARGET
3DHST_Q_15616,189.238403,62.218809,1527,TARGET
3DHST_Q_15786,189.409806,62.219767,1527,TARGET
3DHST_Q_16002,189.407737,62.220342,1527,TARGET
3DHST_Q_16559,189.382860,62.223361,1527,TARGET
3DHST_Q_17070,189.268086,62.226445,1527,TARGET
3DHST_Q_17746,189.049436,62.228979,1527,TARGET
3DHST_Q_17969,188.991473,62.230509,1527,TARGET
3DHST_Q_18000,189.024326,62.230651,1527,TARGET
3DHST_Q_18603,189.240868,62.233496,1527,TARGET
3DHST_Q_18838,188.986425,62.235108,1527,TARGET
3DHST_Q_19263,188.969179,62.236086,1527,TARGET
3DHST_Q_20432,189.362767,62.242309,1527,TARGET
3DHST_Q_21156,189.239409,62.247548,1527,TARGET
3DHST_Q_21724,189.063257,62.248675,1527,TARGET
3DHST_Q_21810,189.500546,62.248718,1527,TARGET
3DHST_Q_22027,189.065790,62.249816,1527,TARGET
3DHST_Q_23435,189.338306,62.256571,1527,TARGET
3DHST_Q_23498,189.417612,62.257164,1527,TARGET
3DHST_Q_23624,189.008627,62.257392,1527,TARGET
3DHST_Q_24345,189.244758,62.261225,1527,TARGET
3DHST_Q_26002,189.097421,62.269586,1527,TARGET
3DHST_Q_26350,189.536370,62.271670,1527,TARGET
3DHST_Q_26422,189.551610,62.271284,1527,TARGET
3DHST_Q_26470,189.495303,62.271754,1527,TARGET
3DHST_Q_27185,189.242059,62.277510,1527,TARGET
3DHST_Q_27600,189.077863,62.278531,1527,TARGET
3DHST_Q_29756,189.202488,62.290021,1527,TARGET
3DHST_Q_30676,189.116123,62.295613,1527,TARGET
3DHST_Q_30957,189.224340,62.296309,1527,TARGET
3DHST_Q_31022,189.440758,62.296856,1527,TARGET
3DHST_Q_31729,189.465705,62.300783,1527,TARGET
3DHST_Q_32000,189.098841,62.302608,1527,TARGET
3DHST_Q_32566,189.161280,62.307577,1527,TARGET
3DHST_Q_32691,189.347593,62.307165,1527,TARGET
3DHST_Q_33019,189.468112,62.309915,1527,TARGET
3DHST_Q_33464,189.404720,62.312932,1527,TARGET
3DHST_Q_34580,189.419770,62.322214,1527,TARGET
3DHST_Q_34694,189.147840,62.323647,1527,TARGET
3DHST_Q_35099,189.388554,62.326692,1527,TARGET
3DHST_Q_35299,189.360002,62.329100,1527,TARGET
3DHST_Q_35835,189.212077,62.332126,1527,TARGET
3DHST_Q_36408,189.361325,62.338384,1527,TARGET
3DHST_Q_36751,189.366080,62.342985,1527,TARGET
3DHST_Q_37210,189.252761,62.350806,1527,TARGET
3DHST_Q_37325,189.251371,62.351582,1527,TARGET
3DHST_Q_37375,189.314561,62.352151,1527,TARGET
3DHST_Q_37686,189.274474,62.360820,1527,TARGET
3DHST_24964,189.450912,62.264668,7,TARGET
3DHST_36690,189.209793,62.342331,8,TARGET
3DHST_5447,189.251968,62.167175,9,TARGET
3DHST_9557,189.265121,62.189430,10,TARGET
3DHST_10413,189.111145,62.193996,11,TARGET
3DHST_7009,189.307587,62.177124,12,TARGET
3DHST_35973,189.341034,62.333809,13,TARGET
3DHST_31301,189.261826,62.298607,14,TARGET
3DHST_38053,189.360138,62.373989,15,TARGET
3DHST_8703,189.138687,62.185291,16,TARGET
3DHST_28548,189.323822,62.282497,19,TARGET
3DHST_23872,189.332184,62.258720,20,TARGET
3DHST_14582,189.132065,62.213680,22,TARGET
3DHST_25522,189.130188,62.267406,24,TARGET
3DHST_33465,189.204544,62.312901,25,TARGET
3DHST_12504,189.286957,62.204021,26,TARGET
3DHST_20347,189.254990,62.241894,27,TARGET
3DHST_25437,189.234360,62.266373,28,TARGET
3DHST_27575,189.449219,62.277607,29,TARGET
3DHST_703,189.072617,62.118263,30,TARGET
3DHST_26879,189.250397,62.273987,32,TARGET
3DHST_15702,189.204300,62.219391,34,TARGET
3DHST_10525,189.045929,62.194248,35,TARGET
3DHST_35959,189.307617,62.333752,36,TARGET
3DHST_8398,189.298401,62.183910,37,TARGET
3DHST_21030,189.253250,62.245445,39,TARGET
3DHST_13907,189.271637,62.210407,41,TARGET
3DHST_13589,189.160873,62.209404,44,TARGET
3DHST_8422,188.961487,62.184143,46,TARGET
3DHST_11883,189.152023,62.200817,47,TARGET
3DHST_34507,189.339447,62.321205,48,TARGET
3DHST_4492,189.137253,62.159710,49,TARGET
3DHST_21558,189.075088,62.247852,51,TARGET
3DHST_22873,189.201462,62.253780,52,TARGET
3DHST_29862,189.509766,62.289780,53,TARGET
3DHST_7435,189.015472,62.178497,54,TARGET
3DHST_11593,189.102158,62.199467,55,TARGET
3DHST_21592,189.229309,62.248161,56,TARGET
3DHST_5474,189.027252,62.166420,57,TARGET
3DHST_34859,189.345062,62.323662,58,TARGET
3DHST_13934,189.119949,62.210953,59,TARGET
3DHST_10214,188.938248,62.192837,60,TARGET
3DHST_9216,189.187317,62.187660,61,TARGET
3DHST_34415,189.360764,62.319908,62,TARGET
3DHST_34171,189.201141,62.318161,64,TARGET
3DHST_31137,189.198669,62.297520,65,TARGET
3DHST_27676,189.259598,62.278172,67,TARGET
3DHST_5127,189.274689,62.164230,68,TARGET
3DHST_27768,189.386887,62.278179,69,TARGET
3DHST_14966,189.050842,62.215389,70,TARGET
3DHST_26873,189.262985,62.274090,71,TARGET
3DHST_16936,189.407104,62.225155,72,TARGET
3DHST_27307,189.176361,62.275974,73,TARGET
3DHST_19358,189.160538,62.237125,74,TARGET
3DHST_6237,189.003342,62.172073,75,TARGET
3DHST_12529,189.270325,62.204292,76,TARGET
3DHST_30208,189.190033,62.291874,77,TARGET
3DHST_11365,188.952988,62.198410,78,TARGET
3DHST_646,189.194733,62.117050,79,TARGET
3DHST_25261,189.523560,62.265266,81,TARGET
3DHST_25333,189.377289,62.266144,82,TARGET
3DHST_37927,189.352371,62.368176,83,TARGET
3DHST_2219,189.135864,62.141685,84,TARGET
3DHST_8501,188.955887,62.184143,85,TARGET
3DHST_9965,188.951721,62.191750,86,TARGET
3DHST_38212,189.333115,62.381157,87,TARGET
3DHST_2228,189.040314,62.141346,88,TARGET
3DHST_16598,189.203110,62.224453,91,TARGET
3DHST_10926,189.259293,62.196056,92,TARGET
3DHST_8302,188.996140,62.183334,93,TARGET
3DHST_23438,189.151901,62.256741,94,TARGET
3DHST_32649,189.249969,62.306778,95,TARGET
3DHST_20252,189.184067,62.241726,96,TARGET
3DHST_7230,189.015900,62.177502,98,TARGET
3DHST_7353,188.957581,62.178360,99,TARGET
3DHST_33640,189.341782,62.313934,100,TARGET
3DHST_15144,189.150467,62.216434,101,TARGET
3DHST_17589,189.200104,62.228645,102,TARGET
3DHST_27097,189.472748,62.274567,103,TARGET
3DHST_10886,189.271698,62.196339,104,TARGET
3DHST_10617,188.926453,62.194798,106,TARGET
3DHST_29369,189.491379,62.286922,107,TARGET
3DHST_31388,189.323608,62.298660,108,TARGET
3DHST_14454,189.058762,62.213013,109,TARGET
3DHST_22248,189.091782,62.251389,110,TARGET
3DHST_32183,189.284302,62.303841,111,TARGET
3DHST_22925,189.366089,62.254276,112,TARGET
3DHST_32810,189.325745,62.307728,114,TARGET
3DHST_15138,189.228210,62.216213,115,TARGET
3DHST_36572,189.361908,62.339859,116,TARGET
3DHST_4650,189.070755,62.160389,117,TARGET
3DHST_5103,189.148071,62.163979,119,TARGET
3DHST_33345,189.162216,62.312073,121,TARGET
3DHST_26537,189.250519,62.272678,122,TARGET
3DHST_33106,189.418686,62.309624,124,TARGET
3DHST_35468,189.245453,62.328899,126,TARGET
3DHST_11443,189.228073,62.198406,127,TARGET
3DHST_11837,189.197983,62.200714,128,TARGET
3DHST_26163,189.482742,62.270096,129,TARGET
3DHST_14820,189.057098,62.214764,130,TARGET
3DHST_22400,189.057831,62.251919,131,TARGET
3DHST_10035,189.068634,62.192200,132,TARGET
3DHST_16997,189.227615,62.226059,134,TARGET
3DHST_655,189.197601,62.117496,135,TARGET
3DHST_7243,189.285568,62.177608,136,TARGET
3DHST_20929,189.158463,62.244732,138,TARGET
3DHST_36775,189.213745,62.342255,139,TARGET
3DHST_8572,189.387115,62.185081,140,TARGET
3DHST_6158,189.159576,62.171494,142,TARGET
3DHST_24124,189.206726,62.260616,144,TARGET
3DHST_32872,189.239578,62.308224,145,TARGET
3DHST_31786,189.239731,62.301041,146,TARGET
3DHST_10987,189.390244,62.196533,147,TARGET
3DHST_3650,189.164642,62.153122,148,TARGET
3DHST_22680,189.276825,62.253258,151,TARGET
3DHST_24886,189.208313,62.263790,153,TARGET
3DHST_20637,189.315720,62.243393,156,TARGET
3DHST_31879,189.196808,62.301689,157,TARGET
3DHST_23848,189.401352,62.258873,158,TARGET
3DHST_11208,189.300385,62.197945,159,TARGET
3DHST_1664,189.090500,62.134411,161,TARGET
3DHST_3403,189.016037,62.150734,162,TARGET
3DHST_30644,189.318604,62.294182,164,TARGET
3DHST_23420,189.153046,62.256992,165,TARGET
3DHST_8921,189.163864,62.186890,166,TARGET
3DHST_34211,189.257187,62.318668,167,TARGET
3DHST_28105,189.164673,62.280685,169,TARGET
3DHST_21344,189.095657,62.247002,170,TARGET
3DHST_28552,189.388748,62.282646,172,TARGET
3DHST_14409,189.068649,62.212742,173,TARGET
3DHST_28365,189.203781,62.281811,174,TARGET
3DHST_19709,189.012711,62.238869,175,TARGET
3DHST_26297,189.469849,62.270355,176,TARGET
3DHST_23215,189.398849,62.256111,177,TARGET
3DHST_24319,189.531250,62.261307,178,TARGET
3DHST_26235,189.218002,62.270481,179,TARGET
3DHST_20427,189.167358,62.242294,180,TARGET
3DHST_2111,189.175156,62.140289,181,TARGET
3DHST_13296,189.179749,62.207809,182,TARGET
3DHST_36138,189.200119,62.334888,183,TARGET
3DHST_24036,189.378662,62.260021,184,TARGET
3DHST_31215,189.272400,62.297981,185,TARGET
3DHST_16233,189.066086,62.222107,186,TARGET
3DHST_13093,189.124451,62.206455,187,TARGET
3DHST_17162,189.091171,62.226696,188,TARGET
3DHST_11887,189.380676,62.201015,190,TARGET
3DHST_11289,189.036804,62.198158,191,TARGET
3DHST_7544,189.320236,62.179478,192,TARGET
3DHST_27494,189.468262,62.276951,193,TARGET
3DHST_16888,189.386749,62.225536,194,TARGET
3DHST_5836,189.167480,62.169163,195,TARGET
3DHST_3907,189.087906,62.154858,197,TARGET
3DHST_27668,189.237396,62.278198,198,TARGET
3DHST_28893,189.154633,62.284904,199,TARGET
3DHST_7226,189.298431,62.177582,200,TARGET
3DHST_8936,189.156677,62.186867,201,TARGET
3DHST_14888,189.193878,62.215351,203,TARGET
3DHST_12059,189.388565,62.202030,204,TARGET
3DHST_5884,189.022522,62.169178,205,TARGET
3DHST_34548,189.218521,62.321751,206,TARGET
3DHST_28054,189.165527,62.280186,207,TARGET
3DHST_16377,189.350571,62.222973,208,TARGET
3DHST_3258,189.103653,62.150288,209,TARGET
3DHST_19453,189.209808,62.237610,210,TARGET
3DHST_2040,189.082947,62.139198,211,TARGET
3DHST_9842,189.037552,62.191532,212,TARGET
3DHST_6104,189.016983,62.170773,213,TARGET
3DHST_2466,189.074417,62.143486,215,TARGET
3DHST_21920,189.197952,62.249611,216,TARGET
3DHST_34839,189.370361,62.323250,217,TARGET
3DHST_1007,189.121506,62.124523,219,TARGET
3DHST_23211,189.101288,62.256073,220,TARGET
3DHST_31088,189.180725,62.296932,221,TARGET
3DHST_29320,189.536407,62.286381,222,TARGET
3DHST_36606,189.181000,62.340050,224,TARGET
3DHST_25384,189.295898,62.266026,225,TARGET
3DHST_24112,189.307358,62.260391,226,TARGET
3DHST_239,189.112320,62.109001,227,TARGET
3DHST_9003,189.183990,62.187065,228,TARGET
3DHST_28790,189.158691,62.284485,230,TARGET
3DHST_23556,189.077286,62.257401,231,TARGET
3DHST_3487,189.073853,62.151566,232,TARGET
3DHST_9890,189.341583,62.191742,234,TARGET
3DHST_29093,189.149704,62.286201,235,TARGET
3DHST_8814,189.141586,62.186298,236,TARGET
3DHST_28871,189.380524,62.284370,237,TARGET
3DHST_12018,189.370636,62.201500,239,TARGET
3DHST_37820,189.340088,62.364216,240,TARGET
3DHST_25880,189.121597,62.268585,241,TARGET
3DHST_31305,189.501984,62.297665,243,TARGET
3DHST_30653,189.453156,62.293880,244,TARGET
3DHST_8550,189.183517,62.184998,245,TARGET
3DHST_16765,189.409653,62.224709,246,TARGET
3DHST_10628,188.973999,62.195053,247,TARGET
3DHST_21921,189.192886,62.249832,248,TARGET
3DHST_11346,189.219055,62.198612,249,TARGET
3DHST_7217,189.018066,62.177441,250,TARGET
3DHST_1383,189.220520,62.131031,251,TARGET
3DHST_16234,189.051605,62.222282,252,TARGET
3DHST_19768,189.371902,62.239250,253,TARGET
3DHST_9665,189.331223,62.190723,255,TARGET
3DHST_36149,189.285553,62.335037,256,TARGET
3DHST_19968,189.254913,62.240295,257,TARGET
3DHST_8493,188.956329,62.184311,259,TARGET
3DHST_26829,189.423752,62.273094,260,TARGET
3DHST_8188,189.207611,62.182919,262,TARGET
3DHST_3965,189.096283,62.155415,263,TARGET
3DHST_3872,189.124527,62.154549,264,TARGET
3DHST_17123,189.005203,62.225895,265,TARGET
3DHST_12927,189.221909,62.206333,267,TARGET
3DHST_31383,189.233627,62.298641,268,TARGET
3DHST_19405,189.017822,62.237656,269,TARGET
3DHST_13371,188.973709,62.207851,271,TARGET
3DHST_27820,189.456223,62.278416,272,TARGET
3DHST_12623,189.383774,62.204830,273,TARGET
3DHST_19131,189.081039,62.236359,274,TARGET
3DHST_22466,189.174728,62.252426,275,TARGET
3DHST_32637,189.254684,62.306335,276,TARGET
3DHST_37359,189.231033,62.351562,278,TARGET
3DHST_25613,189.531158,62.267033,279,TARGET
3DHST_1622,189.075088,62.133739,280,TARGET
3DHST_20691,189.444611,62.243759,282,TARGET
3DHST_29362,189.522705,62.286469,283,TARGET
3DHST_15546,189.319992,62.218662,284,TARGET
3DHST_31002,189.445862,62.295834,285,TARGET
3DHST_33123,189.235107,62.310108,286,TARGET
3DHST_24593,189.297684,62.262856,288,TARGET
3DHST_37093,189.229874,62.346581,289,TARGET
3DHST_14515,189.150818,62.213390,291,TARGET
3DHST_8858,189.405624,62.186565,292,TARGET
3DHST_31443,189.162628,62.298923,293,TARGET
3DHST_5715,189.115875,62.168163,294,TARGET
3DHST_21725,189.305878,62.249012,295,TARGET
3DHST_28851,189.378159,62.284260,296,TARGET
3DHST_29279,189.362778,62.286522,297,TARGET
3DHST_23965,189.333496,62.259254,298,TARGET
3DHST_28652,189.164536,62.283302,299,TARGET
3DHST_9637,189.311386,62.190437,300,TARGET
3DHST_35472,189.431580,62.328556,301,TARGET
3DHST_20119,189.459564,62.241245,302,TARGET
