slit,targetnum,name,ra,dec,pmra,pmdec,mag,priority,epoch,type,wave_start,wave_end,side,mask
81,158,z5_GND_1415,189.234848,62.160557,0,0,0.001000,4.000000,2000,TARGET,7590.521906,10113.172026,B,2020A_1
79,156,z5_GND_2126,189.247681,62.167103,0,0,0.001000,4.000000,2000,TARGET,7559.960842,10082.623932,B,2020A_1
82,160,z5_GND_3052,189.288742,62.173836,0,0,0.001000,4.000000,2000,TARGET,7438.449272,9961.165647,B,2020A_1
90,168,z5_GND_39635,189.215805,62.186470,0,0,0.001000,4.000000,2000,TARGET,7696.520609,10219.121937,B,2020A_1
86,164,z5_GND_39516,189.250916,62.187057,0,0,0.001000,4.000000,2000,TARGET,7583.965712,10106.616862,B,2020A_1
110,245,z6_GND_40374,189.317230,62.183056,0,0,0.001000,4.000000,2000,TARGET,7362.404276,9885.153814,B,2020A_1
88,166,z5_GND_38076,189.259857,62.192493,0,0,0.001000,4.000000,2000,TARGET,7564.631386,10087.290831,B,2020A_1
89,167,z5_GND_37378,189.261703,62.194908,0,0,0.001000,4.000000,2000,TARGET,7562.947345,10085.607427,B,2020A_1
92,173,z5_GND_35096,189.283508,62.203049,0,0,0.001000,4.000000,2000,TARGET,7507.118861,10029.803410,B,2020A_1
95,176,z5_GND_33500,189.261383,62.208023,0,0,0.001000,4.000000,2000,TARGET,7587.472364,10110.121093,B,2020A_1
98,182,z5_GND_27870,189.263809,62.225407,0,0,0.001000,4.000000,2000,TARGET,7611.428299,10134.066069,B,2020A_1
97,181,z5_GND_26806,189.273712,62.228466,0,0,0.001000,4.000000,2000,TARGET,7585.244817,10107.894217,B,2020A_1
68,145,z5_GND_24948,189.320312,62.233444,0,0,0.001000,4.000000,2000,TARGET,7444.774877,9967.486824,B,2020A_1
123,270,z7_GND_15396,189.275909,62.260303,0,0,0.001000,4.000000,2000,TARGET,7638.608646,10161.234771,B,2020A_1
105,191,z5_GND_12659,189.260620,62.268284,0,0,0.001000,4.000000,2000,TARGET,7703.048169,10225.645832,B,2020A_1
76,153,z5_GND_14131,189.315414,62.263824,0,0,0.001000,4.000000,2000,TARGET,7518.990999,10041.670669,B,2020A_1
106,196,z5_GND_10047,189.296280,62.277386,0,0,0.001000,4.000000,2000,TARGET,7606.935668,10129.576729,B,2020A_1
44,100,z5_GNW_26081,189.381042,62.285637,0,0,0.001000,4.000000,2000,TARGET,7352.890930,9875.646256,B,2020A_1
40,96,z5_GNW_28218,189.503250,62.273884,0,0,0.001000,4.000000,2000,TARGET,6938.431475,9461.371535,B,2020A_1
127,285,z8_GNW_21001,189.286987,62.318020,0,0,0.001000,4.000000,2000,TARGET,7719.162341,10241.756416,B,2020A_1
50,106,z5_GNW_22097,189.364624,62.310837,0,0,0.001000,4.000000,2000,TARGET,7457.288419,9979.999290,B,2020A_1
49,105,z5_GNW_21283,189.403549,62.315697,0,0,0.001000,4.000000,2000,TARGET,7343.758055,9866.520474,B,2020A_1
56,112,z5_GNW_21219,189.310135,62.330257,0,0,0.001000,4.000000,2000,TARGET,7671.338865,10193.955809,B,2020A_1
47,103,z5_GNW_20906,189.437683,62.318161,0,0,0.001000,4.000000,2000,TARGET,7240.519224,9763.328360,B,2020A_1
117,260,z7_GNW_19517,189.325821,62.334698,0,0,0.001000,4.000000,2000,TARGET,7631.022662,10153.658295,B,2020A_1
116,259,z8_GNW_27475,189.373810,62.336391,0,0,0.001000,4.000000,2000,TARGET,7482.474395,10005.177099,B,2020A_1
125,283,z8_GNW_27475,189.373810,62.336391,0,0,0.001000,4.000000,2000,TARGET,7482.474395,10005.177099,B,2020A_1
126,284,z8_GNW_30497,189.353027,62.347015,0,0,0.001000,4.000000,2000,TARGET,7571.377063,10094.041264,B,2020A_1
8,53,z5_GND_36668,189.376678,62.197426,0,0,0.001000,4.000000,2000,TARGET,7701.402253,10224.001451,A,2020A_2
41,180,z7_GND_38200,189.359146,62.192123,0,0,0.001000,4.000000,2000,TARGET,7656.576484,10179.195217,A,2020A_2
40,179,z7_GND_40057,189.339462,62.184780,0,0,0.001000,4.000000,2000,TARGET,7596.579100,10119.224155,A,2020A_2
25,100,z5_GND_3651,189.303589,62.177364,0,0,0.001000,4.000000,2000,TARGET,7530.102556,10052.776700,A,2020A_2
26,101,z5_GND_39799,189.299850,62.185833,0,0,0.001000,4.000000,2000,TARGET,7588.870226,10111.518164,A,2020A_2
32,107,z5_GND_35187,189.292587,62.202457,0,0,0.001000,4.000000,2000,TARGET,7704.271347,10226.867847,A,2020A_2
12,68,z5_GND_35084,189.278580,62.203220,0,0,0.001000,4.000000,2000,TARGET,7704.641606,10227.237881,A,2020A_2
33,108,z5_GND_35084,189.278580,62.203220,0,0,0.001000,4.000000,2000,TARGET,7704.641606,10227.237881,A,2020A_2
34,109,z5_GND_34379,189.249405,62.205284,0,0,0.001000,4.000000,2000,TARGET,7709.171028,10231.765324,A,2020A_2
28,103,z5_GND_39309,189.238617,62.187653,0,0,0.001000,4.000000,2000,TARGET,7580.185958,10102.837695,A,2020A_2
44,197,z8_GND_35384,189.231995,62.202343,0,0,0.001000,4.000000,2000,TARGET,7682.454230,10205.060533,A,2020A_2
9,65,z5_GNW_3433,189.205490,62.126289,0,0,0.001000,4.000000,2000,TARGET,7132.344885,9655.196096,A,2020A_2
35,113,z5_GND_34594,189.202988,62.204651,0,0,0.001000,4.000000,2000,TARGET,7689.594751,10212.198256,A,2020A_2
31,106,z5_GND_39523,189.186615,62.187000,0,0,0.001000,4.000000,2000,TARGET,7558.936201,10081.598077,A,2020A_2
29,104,z5_GND_40117,189.177521,62.184551,0,0,0.001000,4.000000,2000,TARGET,7538.758385,10061.429417,A,2020A_2
10,66,z6_GNW_8973,189.167801,62.160194,0,0,0.001000,4.000000,2000,TARGET,7362.333742,9885.083382,A,2020A_2
39,160,z6_GNW_9770,189.117615,62.164848,0,0,0.001000,4.000000,2000,TARGET,7381.409489,9904.152144,A,2020A_2
17,75,z5_GNW_10304,189.112167,62.168396,0,0,0.001000,4.000000,2000,TARGET,7405.286217,9928.018474,A,2020A_2
21,79,z5_GNW_13431,189.105881,62.188835,0,0,0.001000,4.000000,2000,TARGET,7549.469336,10072.137846,A,2020A_2
38,159,z5_GNW_5622,189.080841,62.141083,0,0,0.001000,4.000000,2000,TARGET,7202.286612,9725.110237,A,2020A_2
15,73,z5_GNW_9175,189.054169,62.161289,0,0,0.001000,4.000000,2000,TARGET,7340.328507,9863.092183,A,2020A_2
19,77,z5_GNW_11120,189.050674,62.173576,0,0,0.001000,4.000000,2000,TARGET,7427.332475,9950.057757,A,2020A_2
22,80,z5_GNW_13254,189.039703,62.187725,0,0,0.001000,4.000000,2000,TARGET,7526.014516,10048.696654,A,2020A_2
14,72,z5_GNW_6540,189.023026,62.146069,0,0,0.001000,4.000000,2000,TARGET,7224.645145,9747.461840,A,2020A_2
23,51,z5_GNW_27194,189.523804,62.278839,0,0,0.001000,4.000000,2000,TARGET,7503.516315,10026.209134,B,2020A_2
24,52,z5_GNW_25408,189.457428,62.289562,0,0,0.001000,4.000000,2000,TARGET,7443.572802,9966.288802,B,2020A_2
25,54,z5_GNW_30244,189.418915,62.259678,0,0,0.001000,4.000000,2000,TARGET,7667.189639,10189.804919,B,2020A_2
28,57,z5_GNW_22490,189.394882,62.308056,0,0,0.001000,4.000000,2000,TARGET,7329.486549,9852.251063,B,2020A_2
34,63,z5_GNW_28199,189.382797,62.337444,0,0,0.001000,4.000000,2000,TARGET,7123.642349,9646.498032,B,2020A_2
38,92,z5_GND_16389,189.360291,62.257557,0,0,0.001000,4.000000,2000,TARGET,7699.676580,10222.275834,B,2020A_2
62,158,z6_GNW_21823,189.355591,62.312592,0,0,0.001000,4.000000,2000,TARGET,7309.385549,9832.158185,B,2020A_2
40,94,z6_GND_13524,189.337402,62.266106,0,0,0.001000,4.000000,2000,TARGET,7646.127461,10168.750132,B,2020A_2
39,93,z5_GND_15025,189.324448,62.261330,0,0,0.001000,4.000000,2000,TARGET,7684.323476,10206.929005,B,2020A_2
26,55,z5_GNW_23799,189.324554,62.299732,0,0,0.001000,4.000000,2000,TARGET,7411.118002,9933.845031,B,2020A_2
41,95,z5_GND_15899,189.309113,62.258888,0,0,0.001000,4.000000,2000,TARGET,7706.793276,10229.388677,B,2020A_2
30,59,z5_GNW_21750,189.317093,62.313053,0,0,0.001000,4.000000,2000,TARGET,7318.817942,9841.585971,B,2020A_2
45,119,z5_GND_15601,189.296097,62.259697,0,0,0.001000,4.000000,2000,TARGET,7705.469653,10228.065574,B,2020A_2
44,118,z5_GND_16018,189.291290,62.258629,0,0,0.001000,4.000000,2000,TARGET,7714.714663,10237.306456,B,2020A_2
70,177,z7_GNW_21903,189.290756,62.311100,0,0,0.001000,4.000000,2000,TARGET,7341.827048,9864.584772,B,2020A_2
51,126,z5_GND_9333,189.277710,62.280643,0,0,0.001000,4.000000,2000,TARGET,7563.023340,10085.682636,B,2020A_2
71,178,z7_GNW_32502,189.285812,62.354965,0,0,0.001000,4.000000,2000,TARGET,7031.280417,9554.176377,B,2020A_2
52,127,z5_GND_44604,189.263397,62.285717,0,0,0.001000,4.000000,2000,TARGET,7532.094253,10054.767376,B,2020A_2
47,122,z5_GND_11789,189.243515,62.270794,0,0,0.001000,4.000000,2000,TARGET,7645.397680,10168.020513,B,2020A_2
37,70,z5_GNW_32117,189.257217,62.353569,0,0,0.001000,4.000000,2000,TARGET,7051.710690,9574.597781,B,2020A_2
48,123,z5_GND_12705,189.218094,62.268093,0,0,0.001000,4.000000,2000,TARGET,7674.149077,10196.759443,B,2020A_2
78,191,z7_GND_6161,189.215073,62.317932,0,0,0.001000,4.000000,2000,TARGET,7321.319442,9844.087082,B,2020A_2
58,133,z5_GND_7157,189.204910,62.298958,0,0,0.001000,4.000000,2000,TARGET,7460.103870,9982.809869,B,2020A_2
54,129,z5_GND_8641,189.196930,62.284508,0,0,0.001000,4.000000,2000,TARGET,7565.852788,10088.511829,B,2020A_2
74,187,z7_GND_10402,189.179276,62.275894,0,0,0.001000,4.000000,2000,TARGET,7634.036451,10156.665533,B,2020A_2
59,134,z5_GND_42189,189.165497,62.306877,0,0,0.001000,4.000000,2000,TARGET,7419.749240,9942.474287,B,2020A_2
60,155,z5_GND_13494,189.147812,62.265678,0,0,0.001000,4.000000,2000,TARGET,7719.428413,10242.020371,B,2020A_2
80,194,z7_GND_45190,189.138504,62.275600,0,0,0.001000,4.000000,2000,TARGET,7652.979155,10175.601090,B,2020A_2
15,37,z5_GNW_7248,189.089371,62.149796,0,0,0.001000,4.000000,2000,TARGET,7538.122875,10060.801946,A,2020A_3
20,42,z5_GNW_11071,188.972427,62.173115,0,0,0.001000,4.000000,2000,TARGET,7121.693773,9644.556209,A,2020A_3
17,39,z5_GNW_11014,189.073074,62.172878,0,0,0.001000,4.000000,2000,TARGET,7452.582282,9975.296609,A,2020A_3
16,38,z5_GNW_10657,189.130219,62.170780,0,0,0.001000,4.000000,2000,TARGET,7642.914234,10165.543618,A,2020A_3
21,43,z5_GNW_13514,188.967331,62.189121,0,0,0.001000,4.000000,2000,TARGET,7083.406170,9606.283843,A,2020A_3
62,122,z8_GNW_13554,189.039001,62.189419,0,0,0.001000,4.000000,2000,TARGET,7318.549711,9841.322169,A,2020A_3
22,44,z6_GNW_14534,188.985962,62.195339,0,0,0.001000,4.000000,2000,TARGET,7136.479523,9659.332804,A,2020A_3
51,97,z5_GNW_17295,188.985779,62.220367,0,0,0.001000,4.000000,2000,TARGET,7103.898632,9626.764329,A,2020A_3
28,73,z5_GND_32925,189.156342,62.210011,0,0,0.001000,4.000000,2000,TARGET,7677.137485,10199.747935,A,2020A_3
30,75,z5_GND_29527,189.100662,62.220226,0,0,0.001000,4.000000,2000,TARGET,7481.619216,10004.316289,A,2020A_3
53,104,z5_GND_28891,189.116974,62.222080,0,0,0.001000,4.000000,2000,TARGET,7532.885537,10055.559619,A,2020A_3
33,78,z5_GND_27366,189.132629,62.226734,0,0,0.001000,4.000000,2000,TARGET,7578.571932,10101.225377,A,2020A_3
35,80,z5_GND_26558,189.125916,62.229160,0,0,0.001000,4.000000,2000,TARGET,7553.579981,10076.244454,A,2020A_3
36,81,z5_GND_25578,189.149429,62.231865,0,0,0.001000,4.000000,2000,TARGET,7627.497523,10150.128903,A,2020A_3
54,105,z5_GND_22796,189.088608,62.239491,0,0,0.001000,4.000000,2000,TARGET,7418.618659,9941.342866,A,2020A_3
40,85,z5_GND_23450,189.139206,62.237736,0,0,0.001000,4.000000,2000,TARGET,7586.896760,10109.546006,A,2020A_3
46,91,z5_GND_21873,189.124161,62.242218,0,0,0.001000,4.000000,2000,TARGET,7532.171293,10054.844776,A,2020A_3
64,128,z7_GND_20984,189.133713,62.244598,0,0,0.001000,4.000000,2000,TARGET,7560.737194,10083.397870,A,2020A_3
49,95,z5_GND_17752,189.091812,62.253738,0,0,0.001000,4.000000,2000,TARGET,7412.423490,9935.150013,A,2020A_3
55,106,z5_GND_17752,189.091812,62.253738,0,0,0.001000,4.000000,2000,TARGET,7412.423490,9935.150013,A,2020A_3
23,68,z5_GND_12062,189.188843,62.269917,0,0,0.001000,4.000000,2000,TARGET,7712.890261,10235.482861,A,2020A_3
24,69,z5_GND_44836,189.180756,62.282238,0,0,0.001000,4.000000,2000,TARGET,7672.853387,10195.463932,A,2020A_3
27,72,z5_GND_44411,189.159821,62.287952,0,0,0.001000,4.000000,2000,TARGET,7597.927388,10120.571360,A,2020A_3
58,118,z7_GND_7831,189.177307,62.291050,0,0,0.001000,4.000000,2000,TARGET,7652.110805,10174.730772,A,2020A_3
52,103,z5_GND_7334,189.173019,62.296448,0,0,0.001000,4.000000,2000,TARGET,7632.346223,10154.975139,A,2020A_3
17,56,z5_GND_38172,189.303299,62.192223,0,0,0.001000,4.000000,2000,TARGET,7646.317559,10168.942210,B,2020A_3
8,45,z5_GND_32576,189.305771,62.210899,0,0,0.001000,4.000000,2000,TARGET,7656.651440,10179.270292,B,2020A_3
10,47,z5_GND_28421,189.321533,62.223774,0,0,0.001000,4.000000,2000,TARGET,7617.984071,10140.619500,B,2020A_3
11,48,z5_GND_25573,189.328232,62.231686,0,0,0.001000,4.000000,2000,TARGET,7604.325411,10126.966647,B,2020A_3
14,51,z5_GND_23860,189.314392,62.236462,0,0,0.001000,4.000000,2000,TARGET,7655.026106,10177.644685,B,2020A_3
13,50,z5_GND_20890,189.340775,62.244846,0,0,0.001000,4.000000,2000,TARGET,7577.416075,10100.069013,B,2020A_3
18,64,z5_GND_18697,189.302582,62.251148,0,0,0.001000,4.000000,2000,TARGET,7709.974853,10232.568768,B,2020A_3
12,49,z5_GND_18617,189.353439,62.250774,0,0,0.001000,4.000000,2000,TARGET,7542.411270,10065.079734,B,2020A_3
24,111,z7_GND_18323,189.371399,62.252140,0,0,0.001000,4.000000,2000,TARGET,7484.922536,10007.616578,B,2020A_3
21,99,z5_GND_15486,189.313858,62.259865,0,0,0.001000,4.000000,2000,TARGET,7682.749534,10205.355544,B,2020A_3
15,52,z5_GND_14554,189.332275,62.267471,0,0,0.001000,4.000000,2000,TARGET,7631.044865,10153.673960,B,2020A_3
16,53,z5_GND_11088,189.315125,62.273216,0,0,0.001000,4.000000,2000,TARGET,7694.011339,10216.612485,B,2020A_3
19,94,z5_GNW_25352,189.407257,62.290123,0,0,0.001000,4.000000,2000,TARGET,7412.417300,9935.144524,B,2020A_3
22,108,z8_GNW_25541,189.513046,62.288696,0,0,0.001000,4.000000,2000,TARGET,7063.829782,9586.712461,B,2020A_3
4,30,z5_GNW_22312,189.339706,62.309032,0,0,0.001000,4.000000,2000,TARGET,7657.227507,10179.846525,B,2020A_3
3,29,z5_GNW_23086,189.451691,62.304169,0,0,0.001000,4.000000,2000,TARGET,7284.681510,9807.466545,B,2020A_3
7,33,z6_GNW_20715,189.339859,62.319981,0,0,0.001000,4.000000,2000,TARGET,7670.776458,10193.390187,B,2020A_3
23,109,z8_GNW_20826,189.401169,62.319225,0,0,0.001000,4.000000,2000,TARGET,7469.496335,9992.199931,B,2020A_3
5,31,z5_GNW_23042,189.415009,62.333538,0,0,0.001000,4.000000,2000,TARGET,7443.372343,9966.088899,B,2020A_3
18,25,z5_GNW_9541,189.165833,62.163639,0,0,0.001000,4.000000,2000,TARGET,7316.577061,9839.349557,B,2020A_4
15,21,z5_GNW_13381,189.104095,62.188435,0,0,0.001000,4.000000,2000,TARGET,7586.518878,10109.170910,B,2020A_4
45,68,z7_GNW_15559,189.083511,62.202583,0,0,0.001000,4.000000,2000,TARGET,7699.677514,10222.278684,B,2020A_4
17,24,z5_GND_1303,189.238403,62.159389,0,0,0.001000,4.000000,2000,TARGET,7097.714800,9620.583390,B,2020A_4
19,26,z5_GND_39570,189.175720,62.186714,0,0,0.001000,4.000000,2000,TARGET,7380.838172,9903.580385,B,2020A_4
34,43,z5_GND_27023,189.113434,62.227650,0,0,0.001000,4.000000,2000,TARGET,7716.932016,10239.523719,B,2020A_4
30,39,z5_GND_28795,189.149551,62.221996,0,0,0.001000,4.000000,2000,TARGET,7594.778664,10117.424512,B,2020A_4
33,42,z5_GND_25053,189.151260,62.233215,0,0,0.001000,4.000000,2000,TARGET,7635.476735,10158.104138,B,2020A_4
36,54,z5_GND_28158,189.189255,62.224251,0,0,0.001000,4.000000,2000,TARGET,7494.908588,10017.598469,B,2020A_4
22,29,z5_GND_30740,189.221237,62.216541,0,0,0.001000,4.000000,2000,TARGET,7375.854907,9898.597714,B,2020A_4
40,60,z5_GND_20169,189.204132,62.247089,0,0,0.001000,4.000000,2000,TARGET,7547.698877,10070.364983,B,2020A_4
41,61,z7_GND_18869,189.205292,62.250767,0,0,0.001000,4.000000,2000,TARGET,7559.688326,10082.349105,B,2020A_4
27,34,z5_GND_15712,189.200607,62.259445,0,0,0.001000,4.000000,2000,TARGET,7608.231534,10130.870756,B,2020A_4
43,63,z7_GND_11402,189.186172,62.270863,0,0,0.001000,4.000000,2000,TARGET,7694.614259,10217.215120,B,2020A_4
28,35,z5_GND_11521,189.217407,62.271622,0,0,0.001000,4.000000,2000,TARGET,7613.230161,10135.867445,B,2020A_4
42,62,z7_GND_13456,189.264938,62.265789,0,0,0.001000,4.000000,2000,TARGET,7460.493132,9983.198649,B,2020A_4
47,70,z7_GND_13456,189.264938,62.265789,0,0,0.001000,4.000000,2000,TARGET,7460.493132,9983.198649,B,2020A_4
35,53,z6_GND_19744,189.333466,62.248184,0,0,0.001000,4.000000,2000,TARGET,7201.669836,9724.490695,B,2020A_4
44,64,z7_GND_8012,189.260422,62.289406,0,0,0.001000,4.000000,2000,TARGET,7571.955596,10094.612378,B,2020A_4
49,72,z7_GND_8012,189.260422,62.289406,0,0,0.001000,4.000000,2000,TARGET,7571.955596,10094.612378,B,2020A_4
48,71,z8_GND_8052,189.270020,62.288559,0,0,0.001000,4.000000,2000,TARGET,7542.627560,10065.297506,B,2020A_4
14,20,z5_GNW_22583,189.298859,62.307564,0,0,0.001000,4.000000,2000,TARGET,7546.399417,10069.069413,B,2020A_4
12,18,z5_GNW_28803,189.311783,62.337528,0,0,0.001000,4.000000,2000,TARGET,7641.311996,10163.942666,B,2020A_4
136,302,3DHST_Q_34419,189.311828,62.320264,0,0,0.001000,5.000000,2000,TARGET,7644.892831,10167.520492,B,2020A_1
48,206,3DHST_Q_12173,189.022674,62.201896,0,0,0.001000,5.000000,2000,TARGET,7623.726472,10146.366317,A,2020A_2
84,208,3DHST_Q_24238,189.526264,62.260638,0,0,0.001000,5.000000,2000,TARGET,7632.956087,10155.591709,B,2020A_2
86,210,3DHST_Q_32507,189.418069,62.305949,0,0,0.001000,5.000000,2000,TARGET,7337.660823,9860.422371,B,2020A_2
25,131,3DHST_Q_11004,189.359313,62.196221,0,0,0.001000,5.000000,2000,TARGET,7465.123561,9987.828277,B,2020A_3
50,73,3DHST_Q_1301,189.208342,62.130576,0,0,0.001000,5.000000,2000,TARGET,7067.338754,9590.223733,B,2020A_4
51,74,3DHST_Q_9056,189.056217,62.188475,0,0,0.001000,5.000000,2000,TARGET,7720.148125,10242.741889,B,2020A_4
53,76,3DHST_Q_28451,189.247715,62.282931,0,0,0.001000,5.000000,2000,TARGET,7578.812760,10101.466025,B,2020A_4
105,158,3DHST_24964,189.450912,62.264668,0,0,0.001000,7.000000,2000,TARGET,6956.701902,9479.634864,B,2020A_4
91,217,3DHST_36690,189.209793,62.342331,0,0,0.001000,8.000000,2000,TARGET,7708.138867,10230.736999,A,2020A_3
77,298,3DHST_5447,189.251968,62.167175,0,0,0.001000,9.000000,2000,TARGET,7439.072836,9961.787291,A,2020A_2
78,299,3DHST_9557,189.265121,62.189430,0,0,0.001000,10.000000,2000,TARGET,7601.898156,10124.540142,A,2020A_2
79,300,3DHST_10413,189.111145,62.193996,0,0,0.001000,11.000000,2000,TARGET,7587.624373,10110.275741,A,2020A_2
80,301,3DHST_7009,189.307587,62.177124,0,0,0.001000,12.000000,2000,TARGET,7529.901134,10052.575411,A,2020A_2
55,218,3DHST_35973,189.341034,62.333809,0,0,0.001000,13.000000,2000,TARGET,7685.124501,10207.732982,B,2020A_3
123,303,3DHST_31301,189.261826,62.298607,0,0,0.001000,14.000000,2000,TARGET,7441.045316,9963.758986,B,2020A_2
56,219,3DHST_38053,189.360138,62.373989,0,0,0.001000,15.000000,2000,TARGET,7678.631920,10201.248008,B,2020A_3
81,305,3DHST_8703,189.138687,62.185291,0,0,0.001000,16.000000,2000,TARGET,7532.889610,10055.564295,A,2020A_2
181,400,3DHST_12523,189.346252,62.203732,0,0,0.001000,18.000000,2000,TARGET,7305.920747,9828.694625,B,2020A_1
57,220,3DHST_28548,189.323822,62.282497,0,0,0.001000,19.000000,2000,TARGET,7676.494320,10199.103502,B,2020A_3
106,159,3DHST_23872,189.332184,62.258720,0,0,0.001000,20.000000,2000,TARGET,7249.524262,9772.324212,B,2020A_4
107,160,3DHST_14582,189.132065,62.213680,0,0,0.001000,22.000000,2000,TARGET,7609.488629,10132.128468,B,2020A_4
127,309,3DHST_25522,189.130188,62.267406,0,0,0.001000,24.000000,2000,TARGET,7714.626095,10237.220838,B,2020A_2
82,311,3DHST_12504,189.286957,62.204021,0,0,0.001000,26.000000,2000,TARGET,7713.335921,10235.928355,A,2020A_2
130,314,3DHST_27575,189.449219,62.277607,0,0,0.001000,29.000000,2000,TARGET,7531.044120,10053.720968,B,2020A_2
187,411,3DHST_724,189.172592,62.119579,0,0,0.001000,31.000000,2000,TARGET,7726.956685,10249.551378,B,2020A_1
84,318,3DHST_10525,189.045929,62.194248,0,0,0.001000,35.000000,2000,TARGET,7573.957604,10096.618137,A,2020A_2
112,167,3DHST_35959,189.307617,62.333752,0,0,0.001000,36.000000,2000,TARGET,7635.942856,10158.575419,B,2020A_4
59,230,3DHST_8398,189.298401,62.183910,0,0,0.001000,37.000000,2000,TARGET,7654.572237,10177.193903,B,2020A_3
190,417,3DHST_27358,189.340973,62.276245,0,0,0.001000,38.000000,2000,TARGET,7461.860076,9984.565951,B,2020A_1
192,419,3DHST_25202,189.323425,62.265228,0,0,0.001000,40.000000,2000,TARGET,7496.111098,10018.801053,B,2020A_1
114,169,3DHST_13907,189.271637,62.210407,0,0,0.001000,41.000000,2000,TARGET,7212.757818,9735.573053,B,2020A_4
194,421,3DHST_396,189.212997,62.112446,0,0,0.001000,42.000000,2000,TARGET,7583.769530,10106.428225,B,2020A_1
195,422,3DHST_36557,189.427643,62.339771,0,0,0.001000,43.000000,2000,TARGET,7319.179754,9841.956496,B,2020A_1
115,170,3DHST_13589,189.160873,62.209404,0,0,0.001000,44.000000,2000,TARGET,7512.861719,10035.544344,B,2020A_4
85,424,3DHST_8391,189.024551,62.183632,0,0,0.001000,45.000000,2000,TARGET,7520.624889,10043.306384,A,2020A_1
87,325,3DHST_11883,189.152023,62.200817,0,0,0.001000,47.000000,2000,TARGET,7647.227758,10169.851260,A,2020A_2
117,173,3DHST_4492,189.137253,62.159710,0,0,0.001000,49.000000,2000,TARGET,7380.899118,9903.644047,B,2020A_4
119,176,3DHST_29862,189.509766,62.289780,0,0,0.001000,53.000000,2000,TARGET,6909.809066,9432.767120,B,2020A_4
98,241,3DHST_11593,189.102158,62.199467,0,0,0.001000,55.000000,2000,TARGET,7512.786750,10035.471426,A,2020A_3
99,243,3DHST_5474,189.027252,62.166420,0,0,0.001000,57.000000,2000,TARGET,7311.006239,9833.784764,A,2020A_3
123,182,3DHST_9216,189.187317,62.187660,0,0,0.001000,61.000000,2000,TARGET,7352.518879,9875.273447,B,2020A_4
200,441,3DHST_9948,189.229034,62.191795,0,0,0.001000,63.000000,2000,TARGET,7663.027598,10185.643465,B,2020A_1
102,249,3DHST_34171,189.201141,62.318161,0,0,0.001000,64.000000,2000,TARGET,7702.767227,10225.365910,A,2020A_3
103,250,3DHST_31137,189.198669,62.297520,0,0,0.001000,65.000000,2000,TARGET,7715.540424,10238.132419,A,2020A_3
201,444,3DHST_32163,189.485001,62.303349,0,0,0.001000,66.000000,2000,TARGET,7058.385663,9581.274865,B,2020A_1
64,252,3DHST_5127,189.274689,62.164230,0,0,0.001000,68.000000,2000,TARGET,7715.083854,10237.680660,B,2020A_3
127,187,3DHST_26873,189.262985,62.274090,0,0,0.001000,71.000000,2000,TARGET,7500.565606,10023.253547,B,2020A_4
96,350,3DHST_6237,189.003342,62.172073,0,0,0.001000,75.000000,2000,TARGET,7406.661814,9929.399074,A,2020A_2
98,354,3DHST_646,189.194733,62.117050,0,0,0.001000,79.000000,2000,TARGET,7062.995030,9585.877213,A,2020A_2
208,458,3DHST_2242,189.186905,62.141502,0,0,0.001000,80.000000,2000,TARGET,7715.012475,10237.609587,B,2020A_1
67,262,3DHST_25261,189.523560,62.265266,0,0,0.001000,81.000000,2000,TARGET,7000.170716,9523.080813,B,2020A_3
68,263,3DHST_25333,189.377289,62.266144,0,0,0.001000,82.000000,2000,TARGET,7481.749833,10004.445398,B,2020A_3
69,264,3DHST_37927,189.352371,62.368176,0,0,0.001000,83.000000,2000,TARGET,7695.567257,10218.174955,B,2020A_3
131,194,3DHST_2219,189.135864,62.141685,0,0,0.001000,84.000000,2000,TARGET,7314.272696,9837.048977,B,2020A_4
97,467,3DHST_17741,188.985199,62.229530,0,0,0.001000,89.000000,2000,TARGET,7303.745037,9826.520466,A,2020A_1
211,468,3DHST_5054,189.291077,62.163921,0,0,0.001000,90.000000,2000,TARGET,7413.755822,9936.483813,B,2020A_1
111,272,3DHST_8302,188.996140,62.183334,0,0,0.001000,93.000000,2000,TARGET,7185.823786,9708.656280,A,2020A_3
112,273,3DHST_23438,189.151901,62.256741,0,0,0.001000,94.000000,2000,TARGET,7606.392787,10129.032857,A,2020A_3
134,201,3DHST_32649,189.249969,62.306778,0,0,0.001000,95.000000,2000,TARGET,7673.517869,10196.130197,B,2020A_4
136,205,3DHST_33640,189.341782,62.313934,0,0,0.001000,100.000000,2000,TARGET,7459.708035,9982.418243,B,2020A_4
150,374,3DHST_27097,189.472748,62.274567,0,0,0.001000,103.000000,2000,TARGET,7546.525134,10069.196154,B,2020A_2
103,375,3DHST_10886,189.271698,62.196339,0,0,0.001000,104.000000,2000,TARGET,7653.312453,10175.931561,A,2020A_2
116,281,3DHST_10617,188.926453,62.194798,0,0,0.001000,106.000000,2000,TARGET,6941.411929,9464.352508,A,2020A_3
151,377,3DHST_29369,189.491379,62.286922,0,0,0.001000,107.000000,2000,TARGET,7453.623464,9976.336596,B,2020A_2
71,282,3DHST_31388,189.323608,62.298660,0,0,0.001000,108.000000,2000,TARGET,7696.877727,10219.478467,B,2020A_3
117,283,3DHST_14454,189.058762,62.213013,0,0,0.001000,109.000000,2000,TARGET,7353.020774,9875.775749,A,2020A_3
