ID ra dec redshift Jmag
2483.0 189.18693542 62.1433754 1.948 26.220191380374636
2498.0 189.07826233 62.14436722 2.3048 23.41489058240499
2507.0 189.2742157 62.14368439 1.947 25.083624969164692
2511.0 189.29397583 62.14413452 2.3721 23.3108061391538
2527.0 189.22558594 62.1438942 1.9081 26.18842559921581
2529.0 189.1730957 62.1440773 1.9117 24.613103452114558
2548.0 189.08587646 62.14441299 2.3981 23.61244535380962
2549.0 189.2636261 62.14416122 2.0332 26.5205898372889
2553.0 189.25222778 62.14418793 2.4563 27.348066591845736
2559.0 189.2157135 62.14426041 2.2078 26.466331467535436
2561.0 189.30085754 62.14423752 2.4222 26.67538708622283
2590.0 189.17047119 62.14458466 2.0956 26.943598977086943
2591.0 189.24478149 62.14495468 2.0126 24.4345961914422
2613.0 189.12139893 62.14476776 1.9271 27.75053079258941
2630.0 189.12614441 62.14514923 1.9447 24.31172161364547
2632.0 189.07548523 62.14486313 2.0977 25.828662487294764
2644.0 189.10015869 62.14531326 2.1726 24.60386759827793
2657.0 189.1171875 62.14511871 2.0463 28.1439138568151
2664.0 189.11549377 62.14519119 2.0208 26.664770779494614
2669.0 189.05401611 62.14517975 1.9553 27.165993073724596
2670.0 189.17041016 62.14526749 2.3856 26.542167800022312
2693.0 189.06188965 62.14537048 1.9727 26.006200805127435
2694.0 189.20806885 62.14643478 2.1 22.59269225335133
2710.0 189.05975342 62.14549255 2.384 27.354884424011797
2712.0 188.99339294 62.14566803 2.3055 23.522895413045994
2717.0 189.23735046 62.14688492 2.143 22.02494155058279
2718.0 189.15470886 62.14562607 2.4564 27.444444738730734
2745.0 189.07611084 62.14578247 1.9625 25.925304243562056
2749.0 189.17808533 62.14692307 1.928 23.71061334702286
2800.0 189.12158203 62.14618683 2.4506 26.161479850211578
2806.0 189.26211548 62.14674377 1.9868 23.65353424995922
2812.0 189.08796692 62.14676285 2.0177 24.806126048870517
2831.0 189.22332764 62.14730453 2.4124 23.425176954653185
2835.0 189.12219238 62.14648056 2.1926 26.037222757532064
2836.0 189.26420593 62.14652252 2.4775 25.838348060559703
2839.0 189.11607361 62.14652252 1.972 25.852373624442762
2840.0 189.14936829 62.14653397 1.9067 27.49274982847153
2867.0 189.26245117 62.14711761 2.0068 24.443598977086943
2892.0 189.09648132 62.14697266 2.4828 25.99463289615097
2896.0 189.15423584 62.14787674 2.0115 23.242416738165787
2897.0 189.24259949 62.14717484 2.227 25.241189838821846
2928.0 189.10029602 62.14733887 2.151 25.09711196254865
2934.0 189.19581604 62.14732361 2.4045 26.029853224428976
2951.0 189.17120361 62.14741135 2.0366 27.204834445714976
2954.0 189.10125732 62.14738464 1.9826 26.326439139749596
2985.0 189.31817627 62.14770889 1.9337 25.086137378891085
2993.0 189.31192017 62.147686 1.965 24.461500997265276
2995.0 189.03100586 62.14802933 2.0312 23.79288747334136
3005.0 189.2172699 62.14796829 2.1829 24.710807337210408
3009.0 189.29798889 62.1478157 1.9802 26.109515216067884
3020.0 189.20101929 62.14787292 2.4149 27.034799784771373
3040.0 189.21888733 62.14799881 2.418 26.634704606983007
3043.0 189.2855072 62.14859009 2.0156 23.60358854588835
3060.0 189.03599548 62.1484375 2.331 23.68823097051497
3069.0 189.18873596 62.14858246 2.0052 25.49195487168384
3078.0 189.18870544 62.14835358 1.9252 26.38750824933076
3084.0 189.23742676 62.14838409 2.4529 27.150931878798406
3088.0 189.22198486 62.14847946 2.2994 25.5774988034141
3089.0 189.20535278 62.14845276 2.2959 26.792255986406936
3092.0 189.25965881 62.14871216 1.9059 24.618285609908035
3101.0 189.09838867 62.14850616 2.3886 26.07483995496332
3115.0 189.03192139 62.1488533 2.4745 24.106544741759723
3120.0 189.12722778 62.14891052 2.0101 23.89489862748424
3135.0 189.02145386 62.14912796 2.0998 24.799426187787834
3140.0 189.21894836 62.14888 2.4409 26.869081213850254
3142.0 189.20449829 62.14890289 2.1592 27.211223344037503
3191.0 189.17953491 62.14928055 2.0682 28.403327680386525
3216.0 189.12484741 62.15034485 2.153 22.76853925058837
3219.0 189.10517883 62.14938354 2.2165 25.535003598568842
3223.0 189.07823181 62.15026093 2.1645 23.904158441840387
3226.0 189.18322754 62.14947891 1.968 27.340072482588095
3239.0 189.24746704 62.14954376 1.9411 26.20938893812198
3242.0 189.26496887 62.14977646 2.0651 24.660737574683186
3253.0 189.00773621 62.15076828 1.9773 22.13258800752563
3257.0 189.28988647 62.15028763 2.2038 23.79360205557379
3264.0 189.17875671 62.15027618 2.2114 23.866513015966806
3273.0 189.11425781 62.1509819 1.9022 23.432687017633288
3291.0 189.21147156 62.15065002 2.1464 23.625040972100777
3292.0 189.11811829 62.14992523 2.2337 26.566616415107443
3300.0 189.05381775 62.14992142 2.4996 26.44098432319708
3326.0 189.07011414 62.15018463 2.3221 26.646611562840736
3337.0 189.28665161 62.1509552 2.0377 24.748642874968837
3351.0 189.30107117 62.15054703 1.9188 24.34037744540632
3378.0 189.17793274 62.1506424 2.1428 25.779751693509997
3381.0 189.01144409 62.15047455 2.2383 26.68390430801068
3385.0 189.30723572 62.15094376 2.1287 24.48010664256766
3405.0 189.04856873 62.15102386 2.2002 25.023043270492156
3419.0 189.12315369 62.15096283 2.1042 25.557248912153543
3423.0 189.32037354 62.15097427 2.3624 26.633335333144498
3427.0 189.28582764 62.15100479 2.3667 26.69688446752352
3438.0 189.20248413 62.15107727 1.9862 26.310531570063397
3446.0 189.10632324 62.15133667 2.1914 24.48347494025194
3461.0 189.08009338 62.15166473 2.2182 24.605225334434138
3468.0 189.24571228 62.15129089 1.97 26.900187966844623
3496.0 189.12593079 62.1516571 2.0525 23.616445502886936
3523.0 189.20980835 62.15169144 2.14 26.602736974217382
3553.0 189.11933899 62.15292358 2.1047 23.425406085434823
3566.0 189.30456543 62.15202332 2.4031 26.42436880024223
3573.0 189.04187012 62.15199661 2.1548 26.84761650473974
3586.0 189.05024719 62.15213394 1.9042 27.627049679327897
3587.0 189.23068237 62.15226364 2.0024 26.404475063781103
3594.0 189.05641174 62.15221786 1.9038 26.41397698103125
3599.0 189.15600586 62.15232468 2.3999 26.502330727627317
3605.0 189.223526 62.1524353 2.1029 26.23953670782323
3620.0 189.18284607 62.15294647 2.0966 25.052518419484905
3628.0 189.12055969 62.1529007 2.1599 24.082729128696567
3629.0 189.08781433 62.15256119 2.0299 26.684621371291136
3632.0 189.28367615 62.15265274 1.9847 26.50103199995481
3647.0 189.12229919 62.15272141 2.4521 26.907901376315216
3663.0 189.29782104 62.15285492 2.4628 26.19362861003435
3668.0 189.12254333 62.15287399 2.3255 27.716909563825872
3672.0 189.21606445 62.15295029 2.4155 28.048252843284285
3697.0 189.08329773 62.15307999 2.2089 27.50382853361998
3721.0 189.31776428 62.15326691 2.051 26.500210275209245
3729.0 189.19548035 62.15410614 2.0694 23.76065363190224
3742.0 189.05102539 62.15370941 2.4541 24.852986283310234
3770.0 189.19499207 62.15376663 2.3012 27.374630854949242
3776.0 189.30845642 62.1546936 2.1218 22.5113288407385
3786.0 189.19248962 62.15420151 1.9647 25.01922385753821
3820.0 189.0821991 62.15421677 1.9089 26.16464905239393
3854.0 189.11708069 62.15465546 2.1113 24.580378003524928
3876.0 189.20294189 62.15454102 1.9271 26.599889886694346
3888.0 189.26158142 62.1546669 2.4747 27.072586484222896
3900.0 189.11547852 62.15508652 2.2421 24.45734348536862
3945.0 189.17611694 62.15553665 2.2234 24.406077824504504
3973.0 189.17417908 62.15541458 2.4739 25.198700358709218
3984.0 189.29745483 62.15542984 2.3405 25.33158175042779
3986.0 189.10029602 62.15550232 2.0747 26.000728884439578
3999.0 189.1862793 62.15551376 2.0586 26.465075070629847
4004.0 189.29728699 62.15616608 2.4267 23.454748954508418
4014.0 189.08001709 62.15553284 2.1543 26.68405792456548
4021.0 189.2323761 62.15564728 2.2279 25.8466516499849
4057.0 189.22206116 62.15592957 2.2655 26.562213288269437
4064.0 189.28851318 62.15623856 2.2966 25.15130171085591
4083.0 189.17149353 62.15616989 2.3294 27.06455963251941
4089.0 189.17649841 62.15629959 2.208 25.761930799867375
4092.0 189.22686768 62.15627289 1.9312 27.622676837401258
4093.0 189.05854797 62.15619278 2.0725 26.67935687567191
4116.0 189.09162903 62.1563797 2.4168 26.480206205742594
4127.0 189.09194946 62.15644836 1.965 26.301169691767296
4129.0 189.30758667 62.1565094 2.0572 26.22860837218171
4151.0 189.08857727 62.15660477 2.3561 26.37414624607026
4175.0 189.09918213 62.15695572 2.4007 25.422133964801393
4185.0 189.29354858 62.15694427 1.9023 26.526774623051775
4186.0 189.18838501 62.15697479 1.9178 27.4374525692931
4198.0 189.09906006 62.15755081 2.0556 23.95196994344231
4202.0 189.20155334 62.15711594 2.3701 26.740606329115472
4209.0 189.20509338 62.15790176 2.2784 23.716922695549396
4219.0 189.28172302 62.15723801 2.3836 25.32235262532341
4231.0 189.16532898 62.15729141 1.917 26.017394345249183
4236.0 189.12710571 62.15744781 2.3824 23.831645809191066
4240.0 189.16299438 62.15732574 1.9868 25.91081321507492
4258.0 189.31106567 62.15798187 2.2337 24.06615692201804
4263.0 189.23124695 62.15769577 1.9912 25.642637571015428
4325.0 189.21026611 62.15801239 2.1863 26.36045243899317
4350.0 189.09288025 62.15851593 2.3219 24.99523323989779
4367.0 189.15696716 62.15827179 2.0948 26.83324508278978
4382.0 189.29234314 62.15834427 1.9693 27.195034052372904
4402.0 189.26667786 62.15861511 2.1183 25.583447448516203
4433.0 189.11230469 62.15888977 2.0048 24.62656727377154
4450.0 189.17268372 62.15888214 2.0122 25.815812292114256
4453.0 189.15034485 62.15896225 2.4557 24.977435644782723
4460.0 189.30026245 62.15892029 2.2466 27.232569000283316
4466.0 189.15026855 62.1591301 2.3515 24.87192569126709
4470.0 189.11386108 62.15900803 1.9664 25.64972516116787
4478.0 189.09942627 62.15932083 2.0705 23.875956930482598
4498.0 189.1829834 62.15927505 2.1936 26.61544976275647
4501.0 189.15222168 62.15975571 2.2018 24.014571498962173
4505.0 189.19766235 62.15932846 2.2914 26.9163674448982
4510.0 189.25517273 62.1593399 1.9687 27.290527029280053
4516.0 189.10188293 62.15938187 2.1603 25.90567543505089
4522.0 189.31933594 62.15943146 2.1567 24.573392442909725
4550.0 189.31167603 62.1595993 2.2917 26.207307305660965
4560.0 189.16549683 62.16022491 2.3273 23.770685529610716
4564.0 189.190979 62.16013718 2.154 24.455632316843015
4567.0 189.09550476 62.16031265 2.1003 24.10554390942145
4568.0 189.21206665 62.15981293 2.1257 26.103258566794196
4577.0 189.13502502 62.15977478 2.3485 25.24800380638984
4585.0 189.31886292 62.15981293 2.2854 26.308645477431426
4603.0 189.09890747 62.16035461 2.439 24.30821376342427
4610.0 189.17066956 62.15999603 2.0261 26.936985335085247
4624.0 189.095047 62.16004944 2.355 26.985703754742264
4626.0 189.06733704 62.16021729 2.2585 25.674619568712913
4632.0 189.28663635 62.16015244 1.9005 26.80586238071323
4635.0 189.31611633 62.16016769 2.0169 26.685441452493137
4642.0 189.23503113 62.16021347 2.2878 26.059578700980477
4660.0 189.26759338 62.16082764 1.9508 23.992370368529667
4661.0 189.05163574 62.16026688 2.3562 26.961963927281932
4678.0 189.16436768 62.16057205 2.3349 25.542046159381844
4688.0 189.19485474 62.16074371 2.1273 25.57716619760998
4692.0 189.22998047 62.16134644 2.0074 23.488840845824537
4697.0 189.17982483 62.16091156 2.1049 24.654559151067396
4699.0 189.03897095 62.16145325 2.168 23.481442869846234
4716.0 189.21604919 62.16108322 2.0638 25.437165267145357
4717.0 189.25506592 62.16101837 2.3493 25.157296569371077
4719.0 189.06321716 62.16074753 1.957 26.258263857961747
4721.0 189.10127258 62.16081238 2.1106 27.41855382018922
4737.0 189.01460266 62.16107178 2.1649 24.00623625775495
4750.0 189.25588989 62.16170883 2.4578 24.235547121862545
4765.0 189.28343201 62.16107941 2.1573 26.923494563148672
4773.0 189.01283264 62.16114044 2.4096 25.39891919910928
4787.0 189.21910095 62.16156769 2.2515 24.81113259651867
4791.0 189.03474426 62.16242218 1.951 22.982346900206903
4795.0 189.00927734 62.16155243 1.9914 24.586518183075473
4807.0 189.09118652 62.16212845 2.1662 24.035582265933062
4811.0 189.25527954 62.16148376 2.1609 26.43144703179851
4826.0 189.05184937 62.16185379 2.1273 24.945889909781393
4837.0 189.14674377 62.16161346 1.9861 26.91048473849474
4843.0 189.07270813 62.16160202 2.2446 27.10018011776004
4853.0 189.27383423 62.16181564 2.2401 25.783342308159344
4854.0 189.03785706 62.16261292 2.2112 23.14146079117037
4859.0 189.12097168 62.16215134 2.2958 24.475475485536553
4866.0 189.16499329 62.16312408 2.0442 23.870111975579494
4874.0 189.16209412 62.16244125 1.913 23.725649961074044
4896.0 189.05455017 62.16215515 2.1003 24.5634696452732
4897.0 189.12640381 62.16257477 2.086 23.551284134854523
4898.0 189.28541565 62.16311646 2.1664 23.674885153931523
4912.0 189.12112427 62.16232681 2.2999 24.996747667448954
4922.0 189.09986877 62.16230011 2.4222 25.15979689166138
4924.0 189.19100952 62.16223526 2.0602 27.23716165596857
4925.0 189.32044983 62.16221619 2.1689 25.346388013064658
4927.0 189.05853271 62.1634407 2.2172 23.81704924748766
4934.0 189.16520691 62.16350937 2.075 22.65874077687618
4943.0 189.17990112 62.16272354 2.464 25.35787580318707
4961.0 189.17947388 62.16253281 1.9101 26.79412457769228
4983.0 189.14520264 62.16272354 1.9758 26.353669762786122
4987.0 189.23402405 62.16278076 2.2458 28.086797454891148
4991.0 189.13235474 62.16306305 1.939 23.92018406522089
4994.0 189.05540466 62.16268921 1.9901 26.53580560870322
5002.0 189.12091064 62.16334534 2.2362 23.476707789267284
5132.0 189.10238647 62.16399384 1.9791 24.72655992148906
5144.0 189.12356567 62.16388702 2.0715 26.0790262837704
5148.0 189.14651489 62.16408539 2.1924 24.541540644868263
5161.0 189.22444153 62.16397476 2.4583 26.581284059580533
5169.0 189.13134766 62.16431046 2.0829 24.658277835819355
5176.0 189.24945068 62.16449738 2.457 25.23658982808277
5185.0 189.30278015 62.16410828 1.9179 26.453335467366312
5192.0 189.2996521 62.16418839 2.3458 26.085350950015847
5193.0 189.05853271 62.16408157 2.3142 26.726190725867216
5195.0 189.10121155 62.16414261 2.0755 27.065432410866052
5223.0 189.29907227 62.16459656 2.2079 24.79582178177269
5226.0 189.21531677 62.16439056 2.2399 27.34063484596639
5233.0 189.24275208 62.1644783 2.1078 25.62558193722907
5241.0 189.24468994 62.16450882 2.2996 26.43869425728342
5252.0 189.14750671 62.164608 1.9118 27.20649028895914
5282.0 189.2457428 62.16478729 2.1464 26.371339880235986
