# wave_nm transmission
7.004323383161113270e+02 9.838129499999999084e-01
7.004943493270659474e+02 9.767824499999999688e-01
7.005563603380205677e+02 9.786874999999999325e-01
7.006183713489751881e+02 9.864160499999999887e-01
7.006803823599296948e+02 9.927258999999999389e-01
7.007423933708843151e+02 9.956525999999999987e-01
7.008044043818389355e+02 9.960953999999999642e-01
7.008664153927935558e+02 9.953381000000000034e-01
7.009284264037481762e+02 9.939998999999999363e-01
7.009904374147026829e+02 9.926511000000000084e-01
7.010524484256573032e+02 9.910754999999999981e-01
7.011144594366119236e+02 9.892864000000000102e-01
7.011764704475665440e+02 9.901678999999999897e-01
7.012384814585211643e+02 9.940419999999999812e-01
7.013004924694756710e+02 9.970423999999999953e-01
7.013625034804302913e+02 9.976928499999999644e-01
7.014245144913849117e+02 9.968090499999999743e-01
7.014865255023395321e+02 9.937289000000000261e-01
7.015485365132941524e+02 9.871069000000000093e-01
7.016105475242486591e+02 9.786363000000000145e-01
7.016725585352032795e+02 9.761836999999999875e-01
7.017345695461578998e+02 9.838173500000000349e-01
7.017965805571125202e+02 9.927885499999999919e-01
7.018585915680671405e+02 9.960792000000000534e-01
7.019206025790216472e+02 9.955330000000000013e-01
7.019826135899762676e+02 9.945366499999999110e-01
7.020446246009308879e+02 9.943044500000000063e-01
7.021066356118855083e+02 9.946995499999999879e-01
7.021686466228401287e+02 9.951303000000000232e-01
7.022306576337946353e+02 9.930676499999999685e-01
7.022926686447492557e+02 9.873871499999999912e-01
7.023546796557038761e+02 9.841919500000000376e-01
7.024166906666584964e+02 9.880990000000000606e-01
7.024787016776131168e+02 9.936821000000000126e-01
7.025407126885676234e+02 9.960132999999999903e-01
7.026027236995222438e+02 9.936785999999999675e-01
7.026647347104768642e+02 9.859974999999999712e-01
7.027267457214314845e+02 9.770160500000000248e-01
7.027887567323859912e+02 9.758937999999999224e-01
7.028507677433406116e+02 9.845691999999999222e-01
7.029127787542952319e+02 9.933001500000000483e-01
7.029747897652498523e+02 9.972039000000000319e-01
7.030368007762044726e+02 9.984056999999999515e-01
7.030988117871590930e+02 9.987236500000000738e-01
7.031608227981135997e+02 9.990374499999999935e-01
7.032228338090682200e+02 9.993375499999999079e-01
7.032848448200228404e+02 9.995929500000000356e-01
7.033468558309774608e+02 9.997822499999999835e-01
7.034088668419319674e+02 9.998348999999999709e-01
7.034708778528865878e+02 9.997705999999999538e-01
7.035328888638412081e+02 9.994867000000000612e-01
7.035948998747958285e+02 9.983442000000000149e-01
7.036569108857504489e+02 9.952174499999999480e-01
7.037189218967049555e+02 9.908044999999999769e-01
7.037809329076595759e+02 9.891225500000000448e-01
7.038429439186141963e+02 9.905040499999999692e-01
7.039049549295688166e+02 9.890020999999999951e-01
7.039669659405234370e+02 9.853505000000000180e-01
7.040289769514779437e+02 9.866816499999999657e-01
7.040909879624325640e+02 9.923079000000000205e-01
7.041529989733871844e+02 9.959512500000000657e-01
7.042150099843418047e+02 9.968479500000000382e-01
7.042770209952964251e+02 9.974449000000000787e-01
7.043390320062509318e+02 9.979202499999999532e-01
7.044010430172055521e+02 9.977995499999999796e-01
7.044630540281601725e+02 9.977583500000000161e-01
7.045250650391147929e+02 9.981838499999999836e-01
7.045870760500694132e+02 9.982594000000000189e-01
7.046490870610239199e+02 9.970029499999999434e-01
7.047110980719785402e+02 9.955714500000000244e-01
7.047731090829331606e+02 9.957384000000000235e-01
7.048351200938877810e+02 9.968673500000000409e-01
7.048971311048424013e+02 9.975207999999999853e-01
7.049591421157969080e+02 9.966741500000000364e-01
7.050211531267515284e+02 9.934467000000000159e-01
7.050831641377061487e+02 9.903882999999999992e-01
7.051451751486607691e+02 9.903177499999999966e-01
7.052071861596153894e+02 9.899502499999999205e-01
7.052691971705698961e+02 9.890657000000000476e-01
7.053312081815245165e+02 9.915615499999999027e-01
7.053932191924791368e+02 9.953795500000000018e-01
7.054552302034337572e+02 9.972459999999999658e-01
7.055172412143883776e+02 9.974645500000000053e-01
7.055792522253428842e+02 9.967585999999999391e-01
7.056412632362975046e+02 9.948424500000000448e-01
7.057032742472521250e+02 9.932883999999999602e-01
7.057652852582067453e+02 9.938863499999999185e-01
7.058272962691613657e+02 9.952229999999999688e-01
7.058893072801158723e+02 9.963805999999999496e-01
7.059513182910704927e+02 9.970958999999999239e-01
7.060133293020251131e+02 9.965053999999999856e-01
7.060753403129797334e+02 9.955114999999999936e-01
7.061373513239343538e+02 9.955511500000000513e-01
7.061993623348888605e+02 9.962744000000000044e-01
7.062613733458434808e+02 9.967295000000000460e-01
7.063233843567981012e+02 9.963309000000000193e-01
7.063853953677527215e+02 9.956308999999999854e-01
7.064474063787073419e+02 9.951939999999999120e-01
7.065094173896618486e+02 9.940825500000000092e-01
7.065714284006164689e+02 9.932962000000000735e-01
7.066334394115710893e+02 9.944657000000000080e-01
7.066954504225257097e+02 9.963057499999999900e-01
7.067574614334803300e+02 9.973702500000000137e-01
7.068194724444348367e+02 9.976625000000000076e-01
7.068814834553894570e+02 9.979038000000000075e-01
7.069434944663440774e+02 9.984222000000000374e-01
7.070055054772986978e+02 9.986331500000000805e-01
7.070675164882533181e+02 9.983819999999999917e-01
7.071295274992078248e+02 9.977719499999999631e-01
7.071915385101624452e+02 9.969618000000000091e-01
7.072535495211170655e+02 9.967598500000000028e-01
7.073155605320716859e+02 9.971931000000000545e-01
7.073775715430263062e+02 9.974900499999999059e-01
7.074395825539808129e+02 9.974108500000000710e-01
7.075015935649354333e+02 9.970671499999999021e-01
7.075636045758900536e+02 9.970961000000000407e-01
7.076256155868446740e+02 9.975939499999999516e-01
7.076876265977991807e+02 9.974092500000000250e-01
7.077496376087538010e+02 9.957233000000000889e-01
7.078116486197084214e+02 9.936061499999999658e-01
7.078736596306630418e+02 9.930105999999999655e-01
7.079356706416176621e+02 9.938968500000000539e-01
7.079976816525722825e+02 9.953147500000000258e-01
7.080596926635267891e+02 9.967387500000000067e-01
7.081217036744814095e+02 9.976968000000000503e-01
7.081837146854360299e+02 9.983022500000000576e-01
7.082457256963906502e+02 9.986184000000000172e-01
7.083077367073451569e+02 9.988110500000000336e-01
7.083697477182997773e+02 9.990812000000000026e-01
7.084317587292543976e+02 9.990622500000000406e-01
7.084937697402090180e+02 9.988048999999999955e-01
7.085557807511636383e+02 9.985726999999999798e-01
7.086177917621182587e+02 9.983152499999999874e-01
7.086798027730727654e+02 9.979579499999999825e-01
7.087418137840273857e+02 9.969594499999999693e-01
7.088038247949820061e+02 9.953201000000000409e-01
7.088658358059366265e+02 9.948622499999999480e-01
7.089278468168911331e+02 9.962184000000000594e-01
7.089898578278457535e+02 9.976161000000000056e-01
7.090518688388003739e+02 9.981063000000000018e-01
7.091138798497549942e+02 9.982112499999999944e-01
7.091758908607096146e+02 9.985207499999999570e-01
7.092379018716641212e+02 9.987779999999999436e-01
7.092999128826187416e+02 9.985610000000000319e-01
7.093619238935733620e+02 9.980907500000000265e-01
7.094239349045279823e+02 9.978198000000000345e-01
7.094859459154826027e+02 9.978420000000000067e-01
7.095479569264371094e+02 9.978465499999999988e-01
7.096099679373917297e+02 9.978329500000000518e-01
7.096719789483463501e+02 9.979431500000000010e-01
7.097339899593009704e+02 9.979537000000000546e-01
7.097960009702555908e+02 9.977622999999999909e-01
7.098580119812100975e+02 9.973959999999999493e-01
7.099200229921647178e+02 9.969318000000000346e-01
7.099820340031193382e+02 9.967578500000000563e-01
7.100440450140739586e+02 9.969208999999999987e-01
7.101060560250285789e+02 9.971119999999999983e-01
7.101680670359830856e+02 9.972174000000000316e-01
7.102300780469377059e+02 9.974483499999999836e-01
7.102920890578923263e+02 9.978911999999999782e-01
7.103541000688469467e+02 9.981728000000000822e-01
7.104161110798015670e+02 9.982797999999999394e-01
7.104781220907560737e+02 9.982152499999999984e-01
7.105401331017106941e+02 9.975898500000000002e-01
7.106021441126653144e+02 9.965496499999999536e-01
7.106641551236199348e+02 9.962793500000000080e-01
7.107261661345745551e+02 9.972699000000000424e-01
7.107881771455290618e+02 9.982322999999999613e-01
7.108501881564836822e+02 9.982718500000000716e-01
7.109121991674383025e+02 9.978555000000000064e-01
7.109742101783929229e+02 9.977831500000000631e-01
7.110362211893475433e+02 9.980846999999999358e-01
7.110982322003020499e+02 9.981063500000000310e-01
7.111602432112566703e+02 9.978493999999999975e-01
7.112222542222112907e+02 9.980428500000000369e-01
7.112842652331659110e+02 9.986780499999999838e-01
7.113462762441205314e+02 9.989389499999999922e-01
7.114082872550750380e+02 9.988327999999999651e-01
7.114702982660296584e+02 9.988098000000000809e-01
7.115323092769842788e+02 9.986368999999999385e-01
7.115943202879388991e+02 9.984912000000000232e-01
7.116563312988935195e+02 9.987574999999999648e-01
7.117183423098480262e+02 9.986911499999999720e-01
7.117803533208026465e+02 9.975402500000000172e-01
7.118423643317572669e+02 9.965218499999999313e-01
7.119043753427118872e+02 9.969337000000000337e-01
7.119663863536665076e+02 9.978723999999999927e-01
7.120283973646210143e+02 9.985813999999999524e-01
