# wave_nm transmission
7.484288607949697507e+02 9.999814999999999676e-01
7.484908718059242574e+02 9.999802500000000149e-01
7.485528828168788777e+02 9.999866499999999769e-01
7.486148938278334981e+02 9.999921999999999978e-01
7.486769048387881185e+02 9.999917000000000389e-01
7.487389158497426251e+02 9.999879499999999588e-01
7.488009268606972455e+02 9.999829499999999260e-01
7.488629378716518659e+02 9.999746000000000468e-01
7.489249488826064862e+02 9.999663500000000038e-01
7.489869598935611066e+02 9.999634500000000870e-01
7.490489709045157269e+02 9.999682500000000029e-01
7.491109819154702336e+02 9.999799000000000326e-01
7.491729929264248540e+02 9.999868999999999009e-01
7.492350039373794743e+02 9.999795500000000503e-01
7.492970149483340947e+02 9.999594499999999719e-01
7.493590259592886014e+02 9.999440500000000842e-01
7.494210369702432217e+02 9.999457000000000484e-01
7.494830479811978421e+02 9.999530500000000099e-01
7.495450589921524625e+02 9.999618999999999591e-01
7.496070700031070828e+02 9.999754000000000698e-01
7.496690810140615895e+02 9.999838500000000074e-01
7.497310920250162098e+02 9.999867000000000061e-01
7.497931030359708302e+02 9.999893499999999991e-01
7.498551140469254506e+02 9.999891499999999933e-01
7.499171250578800709e+02 9.999831999999999610e-01
7.499791360688345776e+02 9.999758999999999176e-01
7.500411470797891980e+02 9.999741500000000061e-01
7.501031580907438183e+02 9.999780499999999517e-01
7.501651691016984387e+02 9.999785999999999397e-01
7.502271801126530590e+02 9.999679999999999680e-01
7.502891911236075657e+02 9.999415999999999860e-01
7.503512021345621861e+02 9.999137500000000456e-01
7.504132131455168064e+02 9.999015499999999168e-01
7.504752241564714268e+02 9.999101999999999713e-01
7.505372351674260472e+02 9.999371500000000523e-01
7.505992461783805538e+02 9.999656999999999574e-01
7.506612571893351742e+02 9.999829499999999260e-01
7.507232682002897945e+02 9.999893499999999991e-01
7.507852792112444149e+02 9.999858999999999831e-01
7.508472902221990353e+02 9.999812999999999619e-01
7.509093012331535419e+02 9.999810000000000088e-01
7.509713122441081623e+02 9.999846999999999486e-01
7.510333232550627827e+02 9.999907999999999575e-01
7.510953342660174030e+02 9.999962500000000309e-01
7.511573452769719097e+02 9.999986000000000708e-01
7.512193562879265301e+02 9.999993000000000354e-01
7.512813672988811504e+02 9.999991999999999770e-01
7.513433783098357708e+02 9.999979500000000243e-01
7.514053893207903911e+02 9.999918000000000973e-01
7.514674003317450115e+02 9.999762500000000109e-01
7.515294113426995182e+02 9.999518499999999754e-01
7.515914223536541385e+02 9.999350000000000183e-01
7.516534333646087589e+02 9.999341999999999953e-01
7.517154443755633793e+02 9.999400499999999692e-01
7.517774553865178859e+02 9.999535500000000798e-01
7.518394663974725063e+02 9.999749500000000291e-01
7.519014774084271266e+02 9.999901500000000221e-01
7.519634884193817470e+02 9.999945500000000376e-01
7.520254994303363674e+02 9.999934500000000615e-01
7.520875104412909877e+02 9.999920500000000212e-01
7.521495214522454944e+02 9.999908499999999867e-01
7.522115324632001148e+02 9.999911500000000508e-01
7.522735434741547351e+02 9.999941999999999442e-01
7.523355544851093555e+02 9.999975500000000128e-01
7.523975654960638622e+02 9.999990999999999186e-01
7.524595765070184825e+02 9.999995000000000411e-01
7.525215875179731029e+02 9.999995000000000411e-01
7.525835985289277232e+02 9.999994500000000119e-01
7.526456095398823436e+02 9.999989999999999712e-01
7.527076205508369640e+02 9.999971999999999195e-01
7.527696315617914706e+02 9.999931499999999973e-01
7.528316425727460910e+02 9.999881999999999938e-01
7.528936535837007114e+02 9.999865500000000296e-01
7.529556645946553317e+02 9.999898999999999871e-01
7.530176756056098384e+02 9.999949999999999672e-01
7.530796866165644587e+02 9.999983000000000066e-01
7.531416976275190791e+02 9.999994000000000938e-01
7.532037086384736995e+02 9.999995999999999885e-01
7.532657196494283198e+02 9.999995999999999885e-01
7.533277306603829402e+02 9.999994000000000938e-01
7.533897416713374469e+02 9.999987500000000473e-01
7.534517526822920672e+02 9.999976500000000712e-01
7.535137636932466876e+02 9.999968999999999664e-01
7.535757747042013079e+02 9.999972500000000597e-01
7.536377857151558146e+02 9.999977500000000186e-01
7.536997967261104350e+02 9.999974000000000363e-01
7.537618077370650553e+02 9.999957999999999902e-01
7.538238187480196757e+02 9.999910000000000743e-01
7.538858297589742961e+02 9.999820500000000667e-01
7.539478407699289164e+02 9.999733499999999831e-01
7.540098517808834231e+02 9.999732000000000065e-01
7.540718627918380434e+02 9.999824499999999672e-01
7.541338738027926638e+02 9.999925499999999801e-01
7.541958848137472842e+02 9.999975500000000128e-01
7.542578958247017908e+02 9.999985000000000124e-01
7.543199068356564112e+02 9.999981999999999482e-01
7.543819178466110316e+02 9.999985499999999305e-01
7.544439288575656519e+02 9.999991999999999770e-01
7.545059398685202723e+02 9.999995999999999885e-01
7.545679508794747790e+02 9.999996500000000177e-01
7.546299618904293993e+02 9.999994000000000938e-01
7.546919729013840197e+02 9.999979999999999425e-01
7.547539839123386400e+02 9.999945999999999557e-01
7.548159949232932604e+02 9.999899500000000163e-01
7.548780059342477671e+02 9.999883000000000521e-01
7.549400169452023874e+02 9.999917000000000389e-01
7.550020279561570078e+02 9.999953999999999787e-01
7.550640389671116282e+02 9.999951999999999730e-01
7.551260499780662485e+02 9.999928999999999624e-01
7.551880609890207552e+02 9.999926500000000384e-01
7.552500719999753755e+02 9.999953999999999787e-01
7.553120830109299959e+02 9.999982000000000593e-01
7.553740940218846163e+02 9.999994500000000119e-01
7.554361050328392366e+02 9.999991500000000588e-01
7.554981160437937433e+02 9.999969499999999956e-01
7.555601270547483637e+02 9.999928000000000150e-01
7.556221380657029840e+02 9.999900499999999637e-01
7.556841490766576044e+02 9.999919999999999920e-01
7.557461600876122247e+02 9.999951000000000256e-01
7.558081710985667314e+02 9.999937500000000146e-01
7.558701821095213518e+02 9.999864499999999712e-01
7.559321931204759721e+02 9.999797000000000269e-01
7.559942041314305925e+02 9.999819000000000901e-01
7.560562151423850992e+02 9.999903999999999460e-01
7.561182261533397195e+02 9.999961500000000836e-01
7.561802371642943399e+02 9.999957999999999902e-01
7.562422481752489603e+02 9.999892500000000517e-01
7.563042591862035806e+02 9.999775500000001038e-01
7.563662701971582010e+02 9.999626500000000640e-01
7.564282812081127076e+02 9.999466999999999661e-01
7.564902922190673280e+02 9.999306500000000320e-01
7.565523032300219484e+02 9.999147000000000451e-01
7.566143142409765687e+02 9.998985499999999416e-01
7.566763252519310754e+02 9.998816999999999844e-01
7.567383362628856958e+02 9.998635000000000161e-01
7.568003472738403161e+02 9.998461000000000709e-01
7.568623582847949365e+02 9.998314500000000660e-01
7.569243692957495568e+02 9.998162500000000730e-01
7.569863803067041772e+02 9.997971500000000233e-01
7.570483913176586839e+02 9.997740499999999697e-01
7.571104023286133042e+02 9.997470999999999997e-01
7.571724133395679246e+02 9.997160000000000490e-01
7.572344243505225450e+02 9.996810999999999892e-01
7.572964353614770516e+02 9.996464499999999642e-01
7.573584463724316720e+02 9.996165999999999663e-01
7.574204573833862923e+02 9.995918000000000303e-01
7.574824683943409127e+02 9.995701000000000169e-01
7.575444794052955331e+02 9.995498999999999912e-01
7.576064904162501534e+02 9.995332999999999579e-01
7.576685014272046601e+02 9.995248999999999384e-01
7.577305124381592805e+02 9.995234500000000910e-01
7.577925234491139008e+02 9.995217000000000684e-01
7.578545344600685212e+02 9.995168500000000122e-01
7.579165454710230279e+02 9.995108000000000326e-01
7.579785564819776482e+02 9.995053499999999591e-01
7.580405674929322686e+02 9.995013500000000661e-01
7.581025785038868889e+02 9.995015000000000427e-01
7.581645895148415093e+02 9.995120499999999852e-01
7.582266005257961297e+02 9.995365999999999973e-01
7.582886115367506363e+02 9.995743500000000559e-01
7.583506225477052567e+02 9.996193499999999066e-01
7.584126335586598771e+02 9.996619500000000214e-01
7.584746445696144974e+02 9.996969499999999176e-01
7.585366555805690041e+02 9.997276500000000787e-01
7.585986665915236244e+02 9.997563999999999895e-01
7.586606776024782448e+02 9.997780000000000555e-01
7.587226886134328652e+02 9.997856000000000520e-01
7.587846996243874855e+02 9.997750499999999985e-01
7.588467106353421059e+02 9.997401000000000204e-01
7.589087216462966126e+02 9.996731000000000922e-01
7.589707326572512329e+02 9.995615500000000209e-01
7.590327436682058533e+02 9.993826999999999572e-01
7.590947546791604736e+02 9.990915000000000212e-01
7.591567656901149803e+02 9.985601499999999797e-01
7.592187767010696007e+02 9.907930000000000348e-01
7.592807877120242210e+02 9.592068499999999442e-01
7.593427987229788414e+02 8.802731500000000597e-01
7.594048097339334618e+02 7.694936999999999472e-01
7.594668207448879684e+02 6.681505999999999279e-01
7.595288317558425888e+02 5.934842499999999355e-01
7.595908427667972092e+02 5.393649000000000360e-01
7.596528537777518295e+02 5.221978499999999634e-01
7.597148647887064499e+02 5.264615999999999740e-01
7.597768757996609565e+02 5.255330000000000279e-01
7.598388868106155769e+02 5.002814500000000164e-01
7.599008978215701973e+02 4.643028499999999892e-01
7.599629088325248176e+02 4.349600499999999870e-01
7.600249198434794380e+02 4.013789500000000121e-01
7.600869308544339447e+02 3.791018499999999625e-01
7.601489418653885650e+02 3.707081500000000140e-01
7.602109528763431854e+02 3.380925000000000180e-01
7.602729638872978057e+02 3.245040000000000147e-01
7.603349748982524261e+02 3.305811000000000166e-01
7.603969859092069328e+02 3.109501000000000071e-01
7.604589969201615531e+02 3.028946500000000430e-01
7.605210079311161735e+02 3.189227000000000034e-01
7.605830189420707939e+02 3.311542000000000097e-01
7.606450299530254142e+02 3.315221999999999891e-01
7.607070409639799209e+02 3.340086999999999917e-01
7.607690519749345412e+02 3.463300999999999741e-01
7.608310629858891616e+02 3.673772499999999885e-01
7.608930739968437820e+02 3.746766000000000263e-01
7.609550850077982886e+02 3.720858999999999694e-01
7.610170960187529090e+02 3.810049500000000089e-01
7.610791070297075294e+02 4.221994000000000025e-01
7.611411180406621497e+02 4.650464500000000001e-01
7.612031290516167701e+02 4.656631999999999993e-01
7.612651400625713904e+02 4.480564999999999687e-01
7.613271510735258971e+02 4.869480499999999656e-01
7.613891620844805175e+02 5.736803000000000319e-01
7.614511730954351378e+02 6.207473000000000019e-01
7.615131841063897582e+02 6.020327000000000872e-01
7.615751951173442649e+02 5.940547499999999648e-01
7.616372061282988852e+02 6.593244000000000327e-01
7.616992171392535056e+02 7.859730999999999801e-01
7.617612281502081260e+02 9.010751500000000469e-01
7.618232391611627463e+02 9.561325999999999992e-01
7.618852501721173667e+02 9.677675999999999501e-01
7.619472611830718733e+02 9.416541999999999968e-01
7.620092721940264937e+02 8.712415499999999202e-01
7.620712832049811141e+02 7.617995499999999920e-01
7.621332942159357344e+02 6.931374000000000146e-01
7.621953052268902411e+02 7.131663500000000599e-01
7.622573162378448615e+02 7.187961999999999962e-01
7.623193272487994818e+02 6.322789500000000062e-01
7.623813382597541022e+02 5.326963999999999588e-01
7.624433492707087225e+02 5.078297499999999687e-01
7.625053602816633429e+02 5.762167999999999735e-01
7.625673712926178496e+02 6.776965500000000642e-01
7.626293823035724699e+02 6.958964499999999997e-01
7.626913933145270903e+02 5.933021000000000544e-01
7.627534043254817107e+02 4.781949999999999812e-01
7.628154153364362173e+02 4.555676499999999907e-01
7.628774263473908377e+02 5.432529500000000677e-01
7.629394373583454581e+02 6.732994500000000215e-01
7.630014483693000784e+02 7.253376499999999449e-01
7.630634593802546988e+02 6.356176000000000048e-01
7.631254703912093191e+02 5.012191000000000285e-01
7.631874814021638258e+02 4.393632000000000093e-01
7.632494924131184462e+02 4.915950500000000334e-01
7.633115034240730665e+02 6.344215500000000008e-01
7.633735144350276869e+02 7.559036500000000380e-01
7.634355254459821936e+02 7.486563500000000815e-01
7.634975364569368139e+02 6.236364000000000907e-01
7.635595474678914343e+02 4.894495500000000110e-01
7.636215584788460546e+02 4.565171000000000090e-01
7.636835694898006750e+02 5.443073499999999676e-01
7.637455805007552954e+02 6.989077000000000206e-01
7.638075915117098020e+02 8.078670000000000018e-01
7.638696025226644224e+02 7.911698499999999523e-01
7.639316135336190428e+02 6.627760000000000318e-01
7.639936245445736631e+02 5.257888499999999743e-01
7.640556355555281698e+02 4.867701500000000125e-01
7.641176465664827901e+02 5.661872000000000016e-01
7.641796575774374105e+02 7.189205999999999097e-01
7.642416685883920309e+02 8.410528999999999922e-01
7.643036795993466512e+02 8.544306999999999874e-01
7.643656906103011579e+02 7.585959500000000189e-01
7.644277016212557783e+02 6.213184999999999958e-01
7.644897126322103986e+02 5.392967500000001024e-01
7.645517236431650190e+02 5.689817999999999820e-01
7.646137346541196393e+02 7.008803500000000408e-01
7.646757456650741460e+02 8.442931499999999367e-01
7.647377566760287664e+02 9.090604499999999089e-01
7.647997676869833867e+02 8.845210999999999490e-01
7.648617786979380071e+02 7.775688000000000599e-01
7.649237897088926275e+02 6.607084000000000845e-01
7.649858007198471341e+02 6.108660999999999675e-01
7.650478117308017545e+02 6.540522500000000017e-01
7.651098227417563749e+02 7.742586499999999372e-01
7.651718337527109952e+02 8.939558499999999963e-01
7.652338447636656156e+02 9.422263499999999903e-01
7.652958557746201222e+02 9.214189999999999880e-01
7.653578667855747426e+02 8.350101999999999247e-01
7.654198777965293630e+02 7.347498999999999558e-01
7.654818888074839833e+02 6.820855999999999586e-01
7.655438998184386037e+02 7.093012499999999942e-01
7.656059108293931104e+02 8.092395999999999479e-01
7.656679218403477307e+02 9.134553499999999993e-01
7.657299328513023511e+02 9.647764500000000076e-01
7.657919438622569714e+02 9.688326000000000437e-01
7.658539548732114781e+02 9.286136999999999864e-01
7.659159658841660985e+02 8.452499499999999166e-01
7.659779768951207188e+02 7.654836000000000418e-01
7.660399879060753392e+02 7.500822000000000322e-01
7.661019989170299596e+02 8.035813499999999721e-01
7.661640099279845799e+02 8.887200499999999836e-01
7.662260209389390866e+02 9.562976999999999173e-01
7.662880319498937070e+02 9.831124500000000266e-01
7.663500429608483273e+02 9.797799999999999843e-01
7.664120539718029477e+02 9.446633500000000128e-01
7.664740649827574543e+02 8.775777000000000161e-01
7.665360759937120747e+02 8.141756499999999175e-01
7.665980870046666951e+02 8.093331000000000275e-01
7.666600980156213154e+02 8.651332000000000466e-01
7.667221090265759358e+02 9.338752500000000456e-01
7.667841200375305561e+02 9.773655999999999455e-01
7.668461310484850628e+02 9.928067999999999893e-01
7.669081420594396832e+02 9.897252000000000827e-01
7.669701530703943035e+02 9.690728500000000967e-01
7.670321640813489239e+02 9.254383000000000470e-01
7.670941750923034306e+02 8.828850500000000601e-01
7.671561861032580509e+02 8.698038500000000450e-01
7.672181971142126713e+02 8.900810500000000403e-01
7.672802081251672917e+02 9.338506500000000043e-01
7.673422191361219120e+02 9.746920999999999502e-01
7.674042301470765324e+02 9.929487999999999648e-01
7.674662411580310390e+02 9.966046499999999808e-01
7.675282521689856594e+02 9.897455499999999740e-01
7.675902631799402798e+02 9.692060000000000120e-01
7.676522741908949001e+02 9.342311000000000920e-01
7.677142852018494068e+02 9.032768500000000200e-01
7.677762962128040272e+02 9.060067499999999718e-01
7.678383072237586475e+02 9.416342500000000060e-01
7.679003182347132679e+02 9.772597499999999826e-01
7.679623292456678882e+02 9.942018000000000244e-01
7.680243402566225086e+02 9.989055999999999491e-01
7.680863512675770153e+02 9.982767500000000460e-01
7.681483622785316356e+02 9.937385499999999983e-01
7.682103732894862560e+02 9.802863499999999730e-01
7.682723843004408764e+02 9.573981000000000297e-01
7.683343953113953830e+02 9.370445499999999761e-01
7.683964063223500034e+02 9.387795500000000182e-01
7.684584173333046238e+02 9.622361499999999568e-01
7.685204283442592441e+02 9.854544999999999000e-01
7.685824393552138645e+02 9.961881500000000500e-01
7.686444503661684848e+02 9.989603499999999414e-01
7.687064613771229915e+02 9.989506500000000511e-01
7.687684723880776119e+02 9.973347000000000184e-01
7.688304833990322322e+02 9.918868999999999048e-01
7.688924944099868526e+02 9.802712000000000092e-01
7.689545054209413593e+02 9.687624500000000527e-01
7.690165164318959796e+02 9.653701999999999561e-01
7.690785274428506000e+02 9.710110000000000685e-01
7.691405384538052203e+02 9.825026000000000037e-01
7.692025494647598407e+02 9.929573499999999608e-01
7.692645604757143474e+02 9.974646499999999527e-01
7.693265714866689677e+02 9.985142999999999658e-01
7.693885824976235881e+02 9.983885500000000413e-01
7.694505935085782085e+02 9.976027499999999826e-01
7.695126045195328288e+02 9.943165499999999657e-01
7.695746155304873355e+02 9.874294999999999600e-01
7.696366265414419559e+02 9.805369999999999919e-01
7.696986375523965762e+02 9.806422999999999668e-01
7.697606485633511966e+02 9.877640500000000046e-01
7.698226595743058169e+02 9.947403500000000509e-01
7.698846705852603236e+02 9.979900499999999619e-01
7.699466815962149440e+02 9.988793499999999437e-01
7.700086926071695643e+02 9.990377999999999759e-01
7.700707036181241847e+02 9.990860000000000296e-01
7.701327146290788050e+02 9.988042000000000309e-01
7.701947256400333117e+02 9.975959999999999273e-01
7.702567366509879321e+02 9.949103500000000544e-01
7.703187476619425524e+02 9.921422500000000033e-01
7.703807586728971728e+02 9.920876999999999057e-01
7.704427696838517932e+02 9.948061500000000557e-01
7.705047806948062998e+02 9.977255000000000429e-01
7.705667917057609202e+02 9.993095000000000727e-01
7.706288027167155406e+02 9.998331000000000301e-01
7.706908137276701609e+02 9.999540000000000095e-01
7.707528247386246676e+02 9.999834499999999959e-01
7.708148357495792879e+02 9.998791000000000206e-01
7.708768467605339083e+02 9.994794499999999360e-01
7.709388577714885287e+02 9.985857500000000497e-01
7.710008687824431490e+02 9.976529499999999828e-01
7.710628797933977694e+02 9.972632999999999637e-01
7.711248908043522761e+02 9.975576500000000735e-01
7.711869018153068964e+02 9.983215999999999202e-01
7.712489128262615168e+02 9.990126999999999757e-01
7.713109238372161371e+02 9.992706000000000088e-01
7.713729348481706438e+02 9.993697999999999748e-01
7.714349458591252642e+02 9.995255999999999030e-01
7.714969568700798845e+02 9.997115999999999225e-01
7.715589678810345049e+02 9.996488999999999514e-01
7.716209788919891253e+02 9.992615000000000247e-01
7.716829899029437456e+02 9.986947999999999936e-01
7.717450009138982523e+02 9.983523000000000813e-01
7.718070119248528727e+02 9.984513999999999889e-01
7.718690229358074930e+02 9.988500000000000156e-01
7.719310339467621134e+02 9.992415500000000339e-01
7.719930449577166200e+02 9.992976000000000081e-01
7.720550559686712404e+02 9.991022499999999695e-01
7.721170669796258608e+02 9.989698999999999662e-01
7.721790779905804811e+02 9.990498999999999352e-01
7.722410890015351015e+02 9.993949500000000041e-01
7.723031000124897218e+02 9.997233500000000106e-01
7.723651110234442285e+02 9.997314500000000770e-01
7.724271220343988489e+02 9.993946499999999400e-01
7.724891330453534692e+02 9.989593500000000237e-01
7.725511440563080896e+02 9.987182500000000296e-01
7.726131550672625963e+02 9.988185000000000535e-01
7.726751660782172166e+02 9.992585000000000495e-01
7.727371770891718370e+02 9.996810000000000418e-01
7.727991881001264574e+02 9.997661499999999091e-01
7.728611991110810777e+02 9.995431999999999650e-01
7.729232101220356981e+02 9.992492499999999778e-01
7.729852211329902048e+02 9.991111500000000589e-01
7.730472321439448251e+02 9.991895500000000929e-01
7.731092431548994455e+02 9.994815999999999701e-01
7.731712541658540658e+02 9.997860499999999817e-01
7.732332651768085725e+02 9.998800999999999384e-01
7.732952761877631929e+02 9.997949500000000711e-01
7.733572871987178132e+02 9.995557999999999943e-01
7.734192982096724336e+02 9.993327999999999101e-01
7.734813092206270539e+02 9.992609000000000075e-01
7.735433202315816743e+02 9.993586500000000150e-01
7.736053312425361810e+02 9.996035000000000892e-01
7.736673422534908013e+02 9.998504500000000572e-01
7.737293532644454217e+02 9.999405000000000099e-01
7.737913642754000421e+02 9.998960999999999544e-01
7.738533752863545487e+02 9.997268999999999739e-01
7.739153862973091691e+02 9.995568999999999704e-01
7.739773973082637895e+02 9.994868999999999559e-01
7.740394083192184098e+02 9.995365000000000499e-01
7.741014193301730302e+02 9.997004000000000445e-01
7.741634303411275368e+02 9.998732999999999649e-01
7.742254413520821572e+02 9.999415999999999860e-01
7.742874523630367776e+02 9.999274999999999691e-01
7.743494633739913979e+02 9.998381499999999811e-01
7.744114743849460183e+02 9.997190499999999425e-01
7.744734853959005250e+02 9.996334499999999235e-01
7.745354964068551453e+02 9.996561999999999948e-01
7.745975074178097657e+02 9.997856000000000520e-01
7.746595184287643860e+02 9.999175000000000146e-01
7.747215294397190064e+02 9.999795000000000211e-01
7.747835404506735131e+02 9.999881499999999646e-01
7.748455514616281334e+02 9.999570500000000139e-01
7.749075624725827538e+02 9.998871999999999760e-01
7.749695734835373742e+02 9.998158999999999796e-01
7.750315844944919945e+02 9.997846999999999706e-01
7.750935955054465012e+02 9.998065499999999606e-01
7.751556065164011216e+02 9.998773000000000799e-01
7.752176175273557419e+02 9.999502999999999586e-01
7.752796285383103623e+02 9.999822999999999906e-01
7.753416395492649826e+02 9.999874499999999999e-01
7.754036505602194893e+02 9.999747500000000233e-01
7.754656615711741097e+02 9.999397500000000161e-01
7.755276725821287300e+02 9.998857999999999357e-01
7.755896835930833504e+02 9.998445499999999431e-01
7.756516946040378571e+02 9.998548000000000435e-01
7.757137056149924774e+02 9.999115499999999823e-01
7.757757166259470978e+02 9.999665499999998985e-01
7.758377276369017181e+02 9.999919500000000738e-01
7.758997386478563385e+02 9.999989499999999421e-01
7.759617496588109589e+02 9.999960999999999434e-01
7.760237606697654655e+02 9.999857500000000066e-01
7.760857716807200859e+02 9.999631500000000228e-01
7.761477826916747063e+02 9.999408000000000740e-01
7.762097937026293266e+02 9.999318999999999846e-01
7.762718047135838333e+02 9.999393999999999227e-01
7.763338157245384537e+02 9.999618500000000409e-01
7.763958267354930740e+02 9.999852000000000185e-01
7.764578377464476944e+02 9.999960999999999434e-01
7.765198487574023147e+02 9.999993499999999536e-01
7.765818597683569351e+02 9.999978000000000478e-01
7.766438707793114418e+02 9.999925499999999801e-01
7.767058817902660621e+02 9.999810000000000088e-01
7.767678928012206825e+02 9.999696500000000432e-01
7.768299038121753028e+02 9.999651499999999693e-01
7.768919148231298095e+02 9.999689999999999968e-01
7.769539258340844299e+02 9.999804500000000207e-01
7.770159368450390502e+02 9.999922500000000269e-01
7.770779478559936706e+02 9.999977499999999075e-01
7.771399588669482910e+02 9.999994500000000119e-01
7.772019698779029113e+02 9.999990999999999186e-01
7.772639808888574180e+02 9.999976499999999602e-01
7.773259918998120384e+02 9.999935499999998978e-01
7.773880029107666587e+02 9.999860000000000415e-01
7.774500139217212791e+02 9.999760500000000052e-01
7.775120249326757857e+02 9.999661499999999981e-01
7.775740359436304061e+02 9.999587500000000073e-01
7.776360469545850265e+02 9.999591500000000188e-01
7.776980579655396468e+02 9.999706500000000720e-01
7.777600689764942672e+02 9.999856000000000300e-01
7.778220799874488876e+02 9.999951499999999438e-01
7.778840909984033942e+02 9.999983500000000358e-01
7.779461020093580146e+02 9.999978999999999951e-01
7.780081130203126349e+02 9.999945000000000084e-01
7.780701240312672553e+02 9.999883000000000521e-01
7.781321350422217620e+02 9.999801000000000384e-01
7.781941460531763823e+02 9.999749499999999180e-01
7.782561570641310027e+02 9.999788000000000565e-01
7.783181680750856231e+02 9.999880999999999354e-01
7.783801790860402434e+02 9.999952999999999204e-01
7.784421900969948638e+02 9.999985000000000124e-01
7.785042011079493705e+02 9.999991999999999770e-01
7.785662121189039908e+02 9.999991000000000296e-01
7.786282231298586112e+02 9.999974499999999544e-01
7.786902341408132315e+02 9.999930500000000499e-01
7.787522451517677382e+02 9.999861500000000181e-01
7.788142561627223586e+02 9.999827500000000313e-01
7.788762671736769789e+02 9.999872999999999124e-01
7.789382781846315993e+02 9.999941500000000261e-01
7.790002891955862196e+02 9.999930500000000499e-01
7.790623002065407263e+02 9.999748500000000817e-01
7.791243112174953467e+02 9.999325000000000019e-01
7.791863222284499670e+02 9.998854999999999826e-01
7.792483332394045874e+02 9.998762500000000220e-01
7.793103442503592078e+02 9.999135500000000398e-01
7.793723552613137144e+02 9.999603500000000533e-01
7.794343662722683348e+02 9.999883000000000521e-01
7.794963772832229552e+02 9.999969499999999956e-01
7.795583882941775755e+02 9.999965500000000951e-01
7.796203993051321959e+02 9.999932000000000265e-01
7.796824103160867026e+02 9.999911500000000508e-01
7.797444213270413229e+02 9.999929499999999916e-01
7.798064323379959433e+02 9.999963000000000601e-01
7.798684433489505636e+02 9.999983500000000358e-01
7.799304543599051840e+02 9.999990500000000004e-01
7.799924653708596907e+02 9.999990000000000823e-01
7.800544763818143110e+02 9.999985499999999305e-01
7.801164873927689314e+02 9.999836500000000017e-01
7.801784984037235517e+02 9.999369000000000174e-01
7.802405094146781721e+02 9.998525499999999511e-01
7.803025204256326788e+02 9.998025000000000384e-01
7.803645314365872991e+02 9.998501499999999931e-01
7.804265424475419195e+02 9.999344999999999484e-01
7.804885534584965399e+02 9.999824999999999964e-01
7.805505644694510465e+02 9.999982000000000593e-01
7.806125754804056669e+02 9.999988499999999947e-01
7.806745864913602873e+02 9.999989000000000239e-01
7.807365975023149076e+02 9.999967499999999898e-01
7.807986085132695280e+02 9.999902999999999986e-01
7.808606195242241483e+02 9.999761999999999817e-01
7.809226305351786550e+02 9.999609999999999888e-01
7.809846415461332754e+02 9.999516500000000807e-01
7.810466525570878957e+02 9.999533000000000449e-01
7.811086635680425161e+02 9.999682000000000848e-01
7.811706745789970228e+02 9.999854999999999716e-01
7.812326855899516431e+02 9.999926999999999566e-01
7.812946966009062635e+02 9.999911999999999690e-01
7.813567076118608838e+02 9.999865999999999477e-01
7.814187186228155042e+02 9.999845000000000539e-01
7.814807296337701246e+02 9.999852000000000185e-01
7.815427406447246312e+02 9.999861999999999362e-01
7.816047516556792516e+02 9.999814500000000494e-01
7.816667626666338720e+02 9.999686999999999326e-01
7.817287736775884923e+02 9.999548999999999799e-01
7.817907846885429990e+02 9.999411499999999453e-01
7.818527956994976194e+02 9.999172499999999797e-01
7.819148067104522397e+02 9.998875000000000401e-01
7.819768177214068601e+02 9.998877500000000751e-01
7.820388287323614804e+02 9.999233000000000704e-01
7.821008397433161008e+02 9.999523500000000453e-01
7.821628507542706075e+02 9.999492000000000935e-01
7.822248617652252278e+02 9.999395500000000103e-01
7.822868727761798482e+02 9.999519000000000046e-01
7.823488837871344685e+02 9.999732999999999539e-01
7.824108947980889752e+02 9.999789999999999512e-01
7.824729058090435956e+02 9.999649499999999636e-01
7.825349168199982159e+02 9.999466999999999661e-01
7.825969278309528363e+02 9.999366000000000643e-01
7.826589388419074567e+02 9.999329999999999607e-01
7.827209498528620770e+02 9.999299499999999563e-01
7.827829608638165837e+02 9.999274999999999691e-01
7.828449718747712041e+02 9.999278499999999514e-01
7.829069828857258244e+02 9.999318999999999846e-01
7.829689938966804448e+02 9.999416500000000152e-01
7.830310049076349515e+02 9.999592499999999662e-01
7.830930159185895718e+02 9.999590499999999604e-01
7.831550269295441922e+02 9.999209000000000014e-01
7.832170379404988125e+02 9.998502499999999404e-01
7.832790489514534329e+02 9.998149000000000619e-01
7.833410599624080533e+02 9.998593499999999246e-01
7.834030709733625599e+02 9.999245500000000231e-01
7.834650819843171803e+02 9.999537000000000564e-01
7.835270929952718006e+02 9.999540000000000095e-01
7.835891040062264210e+02 9.999279999999999280e-01
7.836511150171809277e+02 9.998770500000000450e-01
7.837131260281355480e+02 9.998179999999999845e-01
7.837751370390901684e+02 9.997815500000000188e-01
7.838371480500447888e+02 9.997283500000000434e-01
7.838991590609994091e+02 9.995912000000000130e-01
7.839611700719539158e+02 9.994096999999999564e-01
7.840231810829085362e+02 9.993530999999999942e-01
7.840851920938631565e+02 9.994783999999999891e-01
7.841472031048177769e+02 9.996751999999999860e-01
7.842092141157723972e+02 9.998415999999999970e-01
7.842712251267269039e+02 9.999426000000000148e-01
7.843332361376815243e+02 9.999762000000000928e-01
7.843952471486361446e+02 9.999635499999999233e-01
7.844572581595907650e+02 9.998568500000000192e-01
