ID z_fink ra dec
z5_GND_35819 5.159999847412109 189.294312 62.200523
z5_GND_25015 5.159999847412109 189.096848 62.233330
z5_GND_37089 5.159999847412109 189.277756 62.195721
z5_GND_19494 5.159999847412109 189.096252 62.248917
z5_GND_15422 5.159999847412109 189.227661 62.260273
z5_GND_11521 5.159999847412109 189.217407 62.271622
z5_GND_15712 5.170000076293945 189.200607 62.259445
z5_GND_993 5.170000076293945 189.283447 62.155670
z5_GND_30288 5.170000076293945 189.425446 62.217979
z5_GND_35187 5.170000076293945 189.292587 62.202457
z5_GND_22796 5.170000076293945 189.088608 62.239491
z5_GND_35084 5.170000076293945 189.278580 62.203220
z5_GND_39164 5.170000076293945 189.176178 62.188309
z5_GND_39523 5.170000076293945 189.186615 62.187000
z5_GND_29491 5.179999828338623 189.104431 62.220345
z5_GND_18394 5.179999828338623 189.196579 62.251888
z5_GND_36637 5.190000057220459 189.158844 62.196880
z5_GND_29405 5.190000057220459 189.236176 62.220570
z5_GND_8641 5.190000057220459 189.196930 62.284508
z5_GND_33357 5.199999809265137 189.275726 62.208557
z5_GND_22178 5.199999809265137 189.196213 62.241421
z5_GND_6005 5.199999809265137 189.215530 62.318878
z5_GND_15151 5.199999809265137 189.254135 62.261086
z5_GND_12432 5.199999809265137 189.068817 62.268879
z5_GND_29662 5.199999809265137 189.316406 62.219872
z5_GND_21774 5.199999809265137 189.335770 62.242050
z5_GND_16018 5.199999809265137 189.291290 62.258629
z5_GND_8301 5.210000038146973 189.130981 62.286823
z5_GND_28426 5.21999979019165 189.322235 62.223690
z5_GND_25091 5.21999979019165 189.338287 62.233139
z5_GND_32243 5.21999979019165 189.176239 62.211956
z5_GND_31781 5.21999979019165 189.173172 62.213188
z5_GND_25994 5.21999979019165 189.402313 62.230099
z5_GND_16821 5.21999979019165 189.311417 62.256420
z5_GND_33620 5.21999979019165 189.265457 62.207706
z5_GND_12557 5.21999979019165 189.106247 62.268463
z5_GND_15356 5.21999979019165 189.282211 62.260399
z5_GND_26558 5.21999979019165 189.125916 62.229160
z5_GND_15899 5.21999979019165 189.309113 62.258888
z5_GND_30279 5.21999979019165 189.126846 62.218094
z5_GND_28693 5.230000019073486 189.106339 62.222816
z5_GND_12705 5.230000019073486 189.218094 62.268093
z5_GND_43555 5.230000019073486 189.187912 62.297195
z5_GND_28795 5.230000019073486 189.149551 62.221996
z5_GND_40117 5.230000019073486 189.177521 62.184551
z5_GND_28011 5.230000019073486 189.119797 62.224995
z5_GND_2774 5.230000019073486 189.245148 62.172050
z5_GND_36531 5.239999771118164 189.180099 62.197361
z5_GND_22596 5.239999771118164 189.100861 62.240181
z5_GND_12472 5.25 189.327454 62.268848
z5_GND_22516 5.25 189.149002 62.239697
z5_GND_16704 5.25 189.029144 62.256638
z5_GND_25550 5.25 189.261337 62.231972
z5_GND_43646 5.25 189.115295 62.294975
z5_GND_16389 5.25 189.360291 62.257557
z5_GND_12387 5.25 189.277649 62.269089
z5_GND_36794 5.25 189.221268 62.197052
z5_GND_1415 5.260000228881836 189.234848 62.160557
z5_GND_20890 5.260000228881836 189.340775 62.244846
z5_GND_15875 5.260000228881836 189.240158 62.259010
z5_GND_32576 5.260000228881836 189.305771 62.210899
z5_GND_40784 5.269999980926514 189.231476 62.181923
z5_GND_17105 5.269999980926514 189.118622 62.255566
z5_GND_24236 5.269999980926514 189.117950 62.235527
z5_GND_29728 5.269999980926514 189.097046 62.219597
z5_GND_34243 5.269999980926514 189.328659 62.205601
z5_GND_30740 5.269999980926514 189.221237 62.216541
z5_GND_27871 5.269999980926514 189.135422 62.225361
z5_GND_38172 5.269999980926514 189.303299 62.192223
z5_GND_19581 5.269999980926514 189.156250 62.248734
z5_GND_32413 5.269999980926514 189.357834 62.211445
z5_GND_12062 5.269999980926514 189.188843 62.269917
z5_GND_38274 5.28000020980835 189.183197 62.193260
z5_GND_18510 5.28000020980835 189.362473 62.251698
z5_GND_39362 5.28000020980835 189.319550 62.187557
z5_GND_43776 5.28000020980835 189.109680 62.295052
z5_GND_18239 5.28000020980835 189.110550 62.251755
z5_GND_25194 5.28000020980835 189.260803 62.232956
z5_GND_27023 5.289999961853027 189.113434 62.227650
z5_GND_28421 5.289999961853027 189.321533 62.223774
z5_GND_42576 5.289999961853027 189.143311 62.304779
z5_GND_44836 5.289999961853027 189.180756 62.282238
z5_GND_23097 5.289999961853027 189.120056 62.238659
z5_GND_13065 5.289999961853027 189.275375 62.266991
z5_GND_23860 5.289999961853027 189.314392 62.236462
z5_GND_908 5.300000190734863 189.245544 62.154888
z5_GND_39982 5.300000190734863 189.336609 62.185135
z5_GND_38372 5.300000190734863 189.355820 62.191467
z5_GND_10773 5.300000190734863 189.238770 62.274597
z5_GND_34380 5.300000190734863 189.249146 62.205204
z5_GND_37128 5.300000190734863 189.216827 62.195786
z5_GND_6190 5.300000190734863 189.219269 62.317703
z5_GND_45128 5.300000190734863 189.238235 62.277245
z5_GND_1442 5.300000190734863 189.233444 62.160805
z5_GND_15485 5.309999942779541 189.313889 62.260063
z5_GND_15258 5.309999942779541 189.162338 62.260696
z5_GND_39635 5.309999942779541 189.215805 62.186470
z5_GND_39403 5.309999942779541 189.170074 62.187279
z5_GND_26051 5.309999942779541 189.185165 62.230453
z5_GND_14496 5.309999942779541 189.337204 62.262798
z5_GND_5232 5.309999942779541 189.211029 62.325092
z5_GND_38627 5.309999942779541 189.296066 62.189976
z5_GND_23238 5.309999942779541 189.272186 62.238361
z5_GND_17574 5.309999942779541 189.045929 62.254158
z5_GND_33664 5.309999942779541 189.208664 62.207432
z5_GND_40591 5.309999942779541 189.346497 62.182686
z5_GND_25829 5.309999942779541 189.100327 62.230854
z5_GND_21641 5.309999942779541 189.117630 62.244312
z5_GND_16723 5.320000171661377 189.060165 62.256508
z5_GND_42437 5.320000171661377 189.172195 62.305618
z5_GND_42189 5.320000171661377 189.165497 62.306877
z5_GND_13494 5.320000171661377 189.147812 62.265678
z5_GND_28891 5.320000171661377 189.116974 62.222080
z5_GND_23632 5.320000171661377 189.083908 62.237129
z5_GND_2126 5.320000171661377 189.247681 62.167103
z5_GND_36638 5.329999923706055 189.186035 62.197540
z5_GND_23926 5.329999923706055 189.119080 62.236248
z5_GND_40815 5.329999923706055 189.194717 62.181686
z5_GND_28944 5.329999923706055 189.225967 62.222118
z5_GND_45159 5.329999923706055 189.251373 62.276859
z5_GND_1873 5.329999923706055 189.319275 62.164894
z5_GND_40610 5.329999923706055 189.295395 62.182640
z5_GND_37378 5.329999923706055 189.261703 62.194908
z5_GND_28158 5.329999923706055 189.189255 62.224251
z5_GND_39570 5.329999923706055 189.175720 62.186714
z5_GND_22781 5.329999923706055 189.399719 62.239494
z5_GND_39516 5.329999923706055 189.250916 62.187057
z5_GND_11014 5.340000152587891 189.123032 62.273594
z5_GND_32295 5.340000152587891 189.117996 62.211357
z5_GND_21873 5.340000152587891 189.124161 62.242218
z5_GND_25053 5.340000152587891 189.151260 62.233215
z5_GND_20529 5.340000152587891 189.125778 62.245922
z5_GND_33094 5.349999904632568 189.266449 62.209164
z5_GND_12796 5.349999904632568 189.167038 62.267803
z5_GND_22822 5.349999904632568 189.094940 62.239460
z5_GND_10699 5.349999904632568 189.177811 62.273163
z5_GND_5348 5.349999904632568 189.188812 62.323067
z5_GND_26807 5.349999904632568 189.273499 62.228371
z5_GND_12659 5.349999904632568 189.260620 62.268284
z5_GND_34905 5.349999904632568 189.289597 62.203724
z5_GND_33674 5.349999904632568 189.403564 62.207455
z5_GND_34362 5.360000133514404 189.261108 62.203945
z5_GND_32925 5.360000133514404 189.156342 62.210011
z5_GND_3533 5.369999885559082 189.221344 62.177345
z5_GND_15270 5.369999885559082 189.137222 62.260639
z5_GND_38295 5.369999885559082 189.262650 62.191956
z5_GND_30804 5.369999885559082 189.291733 62.216358
z5_GND_27366 5.369999885559082 189.132629 62.226734
z5_GND_12430 5.380000114440918 189.266220 62.269001
z5_GND_18617 5.380000114440918 189.353439 62.250774
z5_GND_6300 5.380000114440918 189.144775 62.316811
z5_GND_7157 5.380000114440918 189.204910 62.298958
z5_GND_45184 5.389999866485596 189.062866 62.276150
z5_GND_2791 5.389999866485596 189.205536 62.171963
z5_GND_37205 5.389999866485596 189.355759 62.195465
z5_GND_29671 5.389999866485596 189.103226 62.219704
z5_GND_37006 5.389999866485596 189.365982 62.196171
z5_GND_9255 5.389999866485596 189.239105 62.281002
z5_GND_20169 5.389999866485596 189.204132 62.247089
z5_GND_18467 5.389999866485596 189.181839 62.251186
z5_GND_45250 5.389999866485596 189.064270 62.274292
z5_GND_27819 5.400000095367432 189.110336 62.225437
z5_GND_10054 5.400000095367432 189.169846 62.277298
z5_GND_13256 5.400000095367432 189.154037 62.266151
z5_GND_21949 5.400000095367432 189.191772 62.242043
z5_GND_27870 5.400000095367432 189.263809 62.225407
z5_GND_11042 5.409999847412109 189.185684 62.273506
z5_GND_8691 5.409999847412109 189.274826 62.284302
z5_GND_11958 5.409999847412109 189.295837 62.270317
z5_GND_13295 5.409999847412109 189.306335 62.266296
z5_GND_12817 5.409999847412109 189.273254 62.267754
z5_GND_12904 5.409999847412109 189.195068 62.267513
z5_GND_14131 5.409999847412109 189.315414 62.263824
z5_GND_27779 5.409999847412109 189.398407 62.228722
z5_GND_24915 5.409999847412109 189.242813 62.233746
z5_GND_44411 5.409999847412109 189.159821 62.287952
z5_GND_28981 5.420000076293945 189.310776 62.221935
z5_GND_12163 5.420000076293945 189.168610 62.269779
z5_GND_42864 5.420000076293945 189.121704 62.302738
z5_GND_36668 5.420000076293945 189.376678 62.197426
z5_GND_17358 5.420000076293945 189.109802 62.254894
z5_GND_24948 5.429999828338623 189.320312 62.233444
z5_GND_17585 5.429999828338623 189.148361 62.253647
z5_GND_34379 5.429999828338623 189.249405 62.205284
z5_GND_4070 5.429999828338623 189.255096 62.179371
z5_GND_29394 5.429999828338623 189.183517 62.220627
z5_GND_33844 5.429999828338623 189.254288 62.207706
z5_GND_14449 5.440000057220459 189.290436 62.262959
z5_GND_35038 5.440000057220459 189.246918 62.203430
z5_GND_37598 5.440000057220459 189.167496 62.194004
z5_GND_30291 5.440000057220459 189.240143 62.218090
z5_GND_924 5.440000057220459 189.297012 62.154980
z5_GND_464 5.449999809265137 189.270706 62.148418
z5_GND_18697 5.449999809265137 189.302582 62.251148
z5_GND_32646 5.449999809265137 189.244049 62.212265
z5_GND_45282 5.460000038146973 189.277130 62.273685
z5_GND_23098 5.460000038146973 189.119629 62.238552
z5_GND_22869 5.460000038146973 189.273712 62.239220
z5_GND_34587 5.460000038146973 189.201569 62.204800
z5_GND_17752 5.460000038146973 189.091812 62.253738
z5_GND_3651 5.460000038146973 189.303589 62.177364
z5_GND_3987 5.460000038146973 189.268341 62.179062
z5_GND_21438 5.460000038146973 189.297653 62.243488
z5_GND_15083 5.46999979019165 189.328232 62.261211
z5_GND_19695 5.46999979019165 189.095551 62.248394
z5_GND_34550 5.46999979019165 189.228302 62.204975
z5_GND_42972 5.46999979019165 189.203873 62.302032
z5_GND_22589 5.46999979019165 189.256607 62.240318
z5_GND_1549 5.46999979019165 189.313599 62.161987
z5_GND_11013 5.46999979019165 189.157440 62.273609
z5_GND_13973 5.46999979019165 189.145691 62.264256
z5_GND_35096 5.46999979019165 189.283508 62.203049
z5_GND_21153 5.46999979019165 189.049622 62.244038
z5_GND_30467 5.46999979019165 189.289871 62.217373
z5_GND_23616 5.46999979019165 189.126144 62.237171
z5_GND_29629 5.480000019073486 189.280014 62.220001
z5_GND_23830 5.480000019073486 189.136795 62.236320
z5_GND_44047 5.480000019073486 189.228760 62.292271
z5_GND_19515 5.480000019073486 189.224777 62.248867
z5_GND_15486 5.480000019073486 189.313858 62.259865
z5_GND_31569 5.489999771118164 189.207809 62.213249
z5_GND_15025 5.489999771118164 189.324448 62.261330
z5_GND_28649 5.489999771118164 189.140549 62.223026
z5_GND_34594 5.489999771118164 189.202988 62.204651
z5_GND_10047 5.5 189.296280 62.277386
z5_GND_19949 5.5 189.099792 62.247723
z5_GND_41572 5.5 189.164932 62.309868
z5_GND_937 5.5 189.248169 62.155148
z5_GND_23450 5.5 189.139206 62.237736
z5_GND_33500 5.5 189.261383 62.208023
z5_GND_30143 5.510000228881836 189.371399 62.216454
z5_GND_11028 5.510000228881836 189.207382 62.273468
z5_GND_14554 5.510000228881836 189.332275 62.267471
z5_GND_13996 5.510000228881836 189.162186 62.263817
z5_GND_44555 5.510000228881836 189.117447 62.285877
z5_GND_13580 5.510000228881836 189.179810 62.265446
z5_GND_14430 5.510000228881836 189.342285 62.262852
z5_GND_9333 5.510000228881836 189.277710 62.280643
z5_GND_32273 5.519999980926514 189.226334 62.211914
z5_GND_42418 5.53000020980835 189.166550 62.305592
z5_GND_30190 5.53000020980835 189.248978 62.218365
z5_GND_21520 5.53000020980835 189.091965 62.243145
z5_GND_30952 5.53000020980835 189.227539 62.215889
z5_GND_29029 5.53000020980835 189.328568 62.221832
z5_GND_16761 5.539999961853027 189.133118 62.256535
z5_GND_15562 5.539999961853027 189.106384 62.259712
z5_GND_35309 5.550000190734863 189.311554 62.202244
z5_GND_3410 5.550000190734863 189.268646 62.176006
z5_GND_7334 5.550000190734863 189.173019 62.296448
z5_GND_2861 5.570000171661377 189.245544 62.172482
z5_GND_3842 5.570000171661377 189.354355 62.178230
z5_GND_33414 5.570000171661377 189.255936 62.208385
z5_GND_44499 5.579999923706055 189.105927 62.286846
z5_GND_7766 5.579999923706055 189.139984 62.291809
z5_GND_21233 5.579999923706055 189.132797 62.243698
z5_GND_33776 5.599999904632568 189.258087 62.207237
z5_GND_10574 5.610000133514404 189.175613 62.275261
z5_GND_20863 5.610000133514404 189.133728 62.244991
z5_GND_43398 5.610000133514404 189.120834 62.297928
z5_GND_15432 5.619999885559082 189.313339 62.260231
z5_GND_28326 5.630000114440918 189.396439 62.224007
z5_GND_9220 5.630000114440918 189.132736 62.281498
z5_GND_13471 5.650000095367432 189.337601 62.265736
z5_GNW_31880 4.510000228881836 189.271393 62.351212
z5_GNW_7072 4.519999980926514 189.025330 62.148975
z5_GNW_10068 4.53000020980835 188.994186 62.166977
z5_GNW_10051 4.53000020980835 189.143051 62.166763
z5_GNW_18335 4.539999961853027 189.298721 62.370361
z5_GNW_11343 4.539999961853027 189.063065 62.175076
z5_GNW_30139 4.539999961853027 189.236237 62.345791
z5_GNW_27207 4.559999942779541 189.445709 62.279854
z5_GNW_27329 4.559999942779541 189.485489 62.278584
z5_GNW_1436 4.559999942779541 189.137604 62.110703
z5_GNW_11470 4.559999942779541 189.130722 62.176006
z5_GNW_7359 4.559999942779541 189.173447 62.150562
z5_GNW_19328 4.559999942779541 189.335648 62.342037
z5_GNW_24884 4.570000171661377 189.413727 62.293072
z5_GNW_26735 4.570000171661377 189.410400 62.280621
z5_GNW_23173 4.570000171661377 189.414001 62.303658
z5_GNW_17976 4.570000171661377 189.300125 62.377483
z5_GNW_10435 4.570000171661377 189.169754 62.169712
z5_GNW_23135 4.579999923706055 189.367737 62.303959
z5_GNW_13519 4.579999923706055 189.033020 62.189247
z5_GNW_16950 4.579999923706055 189.007523 62.215862
z5_GNW_3113 4.579999923706055 189.074585 62.123543
z5_GNW_7148 4.579999923706055 189.168121 62.149288
z5_GNW_8029 4.579999923706055 189.132172 62.154274
z5_GNW_14909 4.590000152587891 189.059006 62.198074
z5_GNW_24869 4.590000152587891 189.413132 62.292938
z5_GNW_25533 4.599999904632568 189.478180 62.288589
z5_GNW_10902 4.599999904632568 189.021790 62.172131
z5_GNW_18119 4.599999904632568 189.341263 62.374805
z5_GNW_22005 4.630000114440918 189.374405 62.331764
z5_GNW_9713 4.630000114440918 189.020844 62.164299
z5_GNW_27307 4.630000114440918 189.383484 62.278702
z5_GNW_25757 4.630000114440918 189.489471 62.287277
z5_GNW_16792 4.630000114440918 188.985825 62.214222
z5_GNW_20205 4.630000114440918 189.451920 62.322983
z5_GNW_25207 4.630000114440918 189.495926 62.290863
z5_GNW_30718 4.639999866485596 189.445557 62.255939
z5_GNW_5814 4.639999866485596 189.095932 62.142269
z5_GNW_7069 4.639999866485596 189.109787 62.148880
z5_GNW_23546 4.639999866485596 189.244720 62.334938
z5_GNW_20538 4.639999866485596 189.371704 62.320847
z5_GNW_18499 4.639999866485596 189.314285 62.369171
z5_GNW_31257 4.639999866485596 189.468384 62.264084
z5_GNW_26545 4.650000095367432 189.537079 62.282501
z5_GNW_6850 4.650000095367432 189.201691 62.147831
z5_GNW_11473 4.659999847412109 189.130524 62.176033
z5_GNW_5561 4.659999847412109 189.228455 62.140850
z5_GNW_19050 4.659999847412109 189.347031 62.353020
z5_GNW_879 4.670000076293945 189.157059 62.106163
z5_GNW_24893 4.670000076293945 189.414062 62.292942
z5_GNW_14358 4.670000076293945 188.960693 62.194244
z5_GNW_25950 4.670000076293945 189.358902 62.336449
z5_GNW_26489 4.679999828338623 189.339569 62.282784
z5_GNW_3841 4.679999828338623 189.212433 62.129036
z5_GNW_4094 4.679999828338623 189.215683 62.131046
z5_GNW_18190 4.679999828338623 189.332199 62.373177
z5_GNW_3997 4.679999828338623 189.159180 62.130283
z5_GNW_31995 4.690000057220459 189.441864 62.246876
z5_GNW_18833 4.690000057220459 189.337082 62.360779
z5_GNW_7664 4.690000057220459 189.022537 62.151905
z5_GNW_33833 4.690000057220459 189.326660 62.356537
z5_GNW_12826 4.699999809265137 189.125839 62.184967
z5_GNW_13501 4.699999809265137 189.033249 62.189144
z5_GNW_20568 4.699999809265137 189.259491 62.320644
z5_GNW_11968 4.710000038146973 189.084091 62.179352
z5_GNW_23558 4.710000038146973 189.372299 62.301224
z5_GNW_25980 4.710000038146973 189.446945 62.284557
z5_GNW_33716 4.710000038146973 189.046555 62.227791
z5_GNW_4829 4.710000038146973 189.043991 62.136406
z5_GNW_14950 4.710000038146973 188.992371 62.198277
z5_GNW_14858 4.71999979019165 189.047394 62.197777
z5_GNW_2814 4.71999979019165 189.195938 62.121281
z5_GNW_19828 4.71999979019165 189.337784 62.324188
z5_GNW_26396 4.71999979019165 189.360275 62.338116
z5_GNW_23125 4.71999979019165 189.358032 62.333870
z5_GNW_9183 4.730000019073486 189.146210 62.161446
z5_GNW_19545 4.730000019073486 189.406128 62.326988
z5_GNW_23800 4.730000019073486 189.412338 62.299400
z5_GNW_9037 4.739999771118164 189.131332 62.160572
z5_GNW_26086 4.739999771118164 189.525986 62.284908
z5_GNW_30223 4.739999771118164 189.475952 62.259846
z5_GNW_5719 4.75 189.228348 62.141731
z5_GNW_23475 4.75 189.420959 62.301502
z5_GNW_29175 4.760000228881836 189.407074 62.268250
z5_GNW_25539 4.760000228881836 189.489624 62.288536
z5_GNW_26020 4.760000228881836 189.383316 62.285797
z5_GNW_16050 4.769999980926514 189.078735 62.206894
z5_GNW_6679 4.769999980926514 189.129776 62.146931
z5_GNW_4301 4.769999980926514 189.206665 62.132736
z5_GNW_8299 4.78000020980835 189.127930 62.155956
z5_GNW_4878 4.78000020980835 189.238174 62.136986
z5_GNW_31591 4.800000190734863 189.466827 62.249989
z5_GNW_15396 4.800000190734863 188.950516 62.201050
z5_GNW_25483 4.820000171661377 189.483795 62.289162
z5_GNW_27853 4.820000171661377 189.374390 62.276127
z5_GNW_28420 4.829999923706055 189.489487 62.272579
z5_GNW_21247 4.840000152587891 189.323563 62.327206
z5_GNW_500 4.840000152587891 189.165344 62.102058
z5_GNW_25351 4.840000152587891 189.379440 62.290100
z5_GNW_13302 4.849999904632568 189.081268 62.187920
z5_GNW_12025 4.860000133514404 188.992706 62.179607
z5_GNW_24765 4.860000133514404 189.408615 62.293724
z5_GNW_22993 4.869999885559082 189.464996 62.304745
z5_GNW_7475 4.880000114440918 189.096024 62.151009
z5_GNW_30406 4.889999866485596 189.487366 62.258228
z5_GNW_24199 4.889999866485596 189.362061 62.335377
z5_GNW_22068 4.889999866485596 189.415451 62.310997
z5_GNW_16101 4.889999866485596 189.000168 62.207241
z5_GNW_22952 4.900000095367432 189.376480 62.303314
z5_GNW_18539 4.909999847412109 189.313705 62.366421
z5_GNW_19346 4.909999847412109 189.295334 62.340641
z5_GNW_16750 4.920000076293945 189.058228 62.213993
z5_GNW_5471 4.920000076293945 189.227142 62.140247
z5_GNW_4151 4.920000076293945 189.196411 62.131405
z5_GNW_15250 4.920000076293945 189.078278 62.200256
z5_GNW_17220 4.920000076293945 189.060104 62.219460
z5_GNW_24681 4.929999828338623 189.449921 62.294109
z5_GNW_22867 4.940000057220459 189.437439 62.305618
z5_GNW_19973 4.940000057220459 189.371780 62.324554
z5_GNW_7021 4.949999809265137 189.212845 62.148659
z5_GNW_12303 4.949999809265137 189.140442 62.181587
z5_GNW_20164 4.960000038146973 189.321426 62.323441
z5_GNW_17282 4.960000038146973 189.062729 62.220272
z5_GNW_9182 4.960000038146973 189.116165 62.161400
z5_GNW_12609 4.960000038146973 189.100113 62.183624
z5_GNW_4207 4.960000038146973 189.214615 62.131989
z5_GNW_6112 4.960000038146973 189.064835 62.143963
z5_GNW_16380 4.96999979019165 189.049713 62.210239
z5_GNW_21681 4.980000019073486 189.365295 62.331093
z5_GNW_32544 4.980000019073486 189.333527 62.356617
z5_GNW_18384 4.980000019073486 189.311661 62.369568
z5_GNW_28771 4.989999771118164 189.365707 62.270374
z5_GNW_24194 4.989999771118164 189.318680 62.335365
z5_GNW_18481 4.989999771118164 189.286301 62.367218
z5_GNW_6135 5.010000228881836 189.032761 62.143970
z5_GNW_24858 5.010000228881836 189.414474 62.293190
z5_GNW_26358 5.010000228881836 189.360306 62.337769
z5_GNW_7580 5.010000228881836 189.147934 62.151527
z5_GNW_29397 5.010000228881836 189.377945 62.266701
z5_GNW_8240 5.010000228881836 189.133530 62.155624
z5_GNW_11071 5.019999980926514 188.972427 62.173115
z5_GNW_32085 5.019999980926514 189.249588 62.353359
z5_GNW_26831 5.039999961853027 189.343475 62.281479
z5_GNW_28132 5.039999961853027 189.325470 62.337238
z5_GNW_22974 5.050000190734863 189.436813 62.304794
z5_GNW_3328 5.050000190734863 189.132889 62.125340
z5_GNW_4604 5.050000190734863 189.234467 62.134914
z5_GNW_6610 5.059999942779541 189.123611 62.146542
z5_GNW_3220 5.070000171661377 189.137650 62.124378
z5_GNW_18316 5.070000171661377 189.346909 62.370659
z5_GNW_11701 5.070000171661377 189.055405 62.177502
z5_GNW_3304 5.090000152587891 189.175095 62.125172
z5_GNW_23042 5.090000152587891 189.415009 62.333538
z5_GNW_9718 5.090000152587891 189.166824 62.164448
z5_GNW_7184 5.090000152587891 189.086258 62.149422
z5_GNW_18492 5.090000152587891 189.316696 62.367031
z5_GNW_6780 5.099999904632568 189.131287 62.147434
z5_GNW_21020 5.099999904632568 189.289322 62.317978
z5_GNW_21283 5.099999904632568 189.403549 62.315697
z5_GNW_24140 5.099999904632568 189.446915 62.295174
z5_GNW_7248 5.110000133514404 189.089371 62.149796
z5_GNW_30229 5.119999885559082 189.419632 62.259953
z5_GNW_3424 5.119999885559082 189.208527 62.126209
z5_GNW_4241 5.119999885559082 189.168594 62.132294
z5_GNW_10657 5.119999885559082 189.130219 62.170780
z5_GNW_30237 5.130000114440918 189.418411 62.259842
z5_GNW_2416 5.130000114440918 189.195557 62.118301
z5_GNW_16472 5.130000114440918 188.951706 62.211136
z5_GNW_2890 5.130000114440918 189.163544 62.121872
z5_GNW_4779 5.130000114440918 189.203064 62.136204
z5_GNW_21219 5.139999866485596 189.310135 62.330257
z5_GNW_18086 5.139999866485596 189.321503 62.375549
z5_GNW_19038 5.150000095367432 189.290970 62.353146
z5_GNW_22180 5.159999847412109 189.363693 62.310337
z5_GNW_5021 5.159999847412109 189.181732 62.137760
z5_GNW_28199 5.159999847412109 189.382797 62.337444
z5_GNW_32760 5.159999847412109 189.451263 62.241043
z5_GNW_15644 5.159999847412109 188.994095 62.203255
z5_GNW_18993 5.159999847412109 189.251129 62.350750
z5_GNW_29869 5.170000076293945 189.496323 62.261868
z5_GNW_10304 5.170000076293945 189.112167 62.168396
z5_GNW_22583 5.170000076293945 189.298859 62.307564
z5_GNW_29099 5.179999828338623 189.392563 62.268265
z5_GNW_32117 5.179999828338623 189.257217 62.353569
z5_GNW_9175 5.190000057220459 189.054169 62.161289
z5_GNW_3433 5.190000057220459 189.205490 62.126289
z5_GNW_9155 5.190000057220459 189.044281 62.161171
z5_GNW_23548 5.190000057220459 189.415771 62.334045
z5_GNW_9541 5.190000057220459 189.165833 62.163639
z5_GNW_11950 5.199999809265137 188.967667 62.179089
z5_GNW_1433 5.199999809265137 189.121475 62.110664
z5_GNW_4337 5.199999809265137 189.073959 62.132893
z5_GNW_4321 5.21999979019165 189.194138 62.132847
z5_GNW_13514 5.21999979019165 188.967331 62.189121
z5_GNW_18766 5.21999979019165 189.345215 62.362179
z5_GNW_16295 5.21999979019165 189.069809 62.209255
z5_GNW_1503 5.230000019073486 189.139328 62.111233
z5_GNW_26366 5.230000019073486 189.503525 62.282974
z5_GNW_26081 5.230000019073486 189.381042 62.285637
z5_GNW_8942 5.230000019073486 189.105606 62.159954
z5_GNW_1663 5.230000019073486 189.147537 62.112507
z5_GNW_24063 5.230000019073486 189.360260 62.297802
z5_GNW_13254 5.239999771118164 189.039703 62.187725
z5_GNW_13381 5.239999771118164 189.104095 62.188435
z5_GNW_22312 5.239999771118164 189.339706 62.309032
z5_GNW_7098 5.239999771118164 189.214188 62.149055
z5_GNW_29609 5.239999771118164 189.436447 62.265049
z5_GNW_21750 5.25 189.317093 62.313053
z5_GNW_11120 5.269999980926514 189.050674 62.173576
z5_GNW_30244 5.269999980926514 189.418915 62.259678
z5_GNW_22490 5.269999980926514 189.394882 62.308056
z5_GNW_9696 5.269999980926514 189.031815 62.164223
z5_GNW_21915 5.28000020980835 189.439789 62.312111
z5_GNW_24491 5.28000020980835 189.393127 62.294991
z5_GNW_1799 5.28000020980835 189.158905 62.113655
z5_GNW_28602 5.28000020980835 189.375870 62.271450
z5_GNW_28317 5.289999961853027 189.302048 62.342876
z5_GNW_13415 5.289999961853027 189.090729 62.188805
z5_GNW_2919 5.300000190734863 189.203491 62.122383
z5_GNW_10284 5.300000190734863 189.164612 62.168625
z5_GNW_25408 5.300000190734863 189.457428 62.289562
z5_GNW_25352 5.300000190734863 189.407257 62.290123
z5_GNW_28669 5.300000190734863 189.381897 62.271294
z5_GNW_633 5.309999942779541 189.122101 62.103775
z5_GNW_9029 5.320000171661377 189.168854 62.160538
z5_GNW_23086 5.320000171661377 189.451691 62.304169
z5_GNW_19355 5.329999923706055 189.360199 62.340992
z5_GNW_10883 5.329999923706055 188.979492 62.171844
z5_GNW_28982 5.329999923706055 189.443680 62.269379
z5_GNW_12482 5.329999923706055 189.079254 62.182869
z5_GNW_29193 5.340000152587891 189.311798 62.337437
z5_GNW_11014 5.340000152587891 189.073074 62.172878
z5_GNW_8402 5.349999904632568 189.132050 62.156620
z5_GNW_19611 5.349999904632568 189.348190 62.326191
z5_GNW_18506 5.349999904632568 189.286057 62.366810
z5_GNW_25031 5.360000133514404 189.320038 62.292068
z5_GNW_25106 5.369999885559082 189.382370 62.291073
z5_GNW_5165 5.369999885559082 189.189346 62.138443
z5_GNW_13431 5.369999885559082 189.105881 62.188835
z5_GNW_22125 5.380000114440918 189.467743 62.310452
z5_GNW_6540 5.380000114440918 189.023026 62.146069
z5_GNW_27194 5.389999866485596 189.523804 62.278839
z5_GNW_23908 5.389999866485596 189.430618 62.298737
z5_GNW_22097 5.400000095367432 189.364624 62.310837
z5_GNW_4804 5.400000095367432 189.043030 62.136265
z5_GNW_24385 5.400000095367432 189.504623 62.295868
z5_GNW_6566 5.400000095367432 189.086212 62.146694
z5_GNW_23294 5.409999847412109 189.308411 62.303028
