ID z_fink ra dec
z5_GND_39270 4.71999979019165 189.236847 62.187893
z5_GND_36683 4.71999979019165 189.231812 62.197323
z5_GND_6498 4.730000019073486 189.148712 62.315331
z5_GND_12079 4.730000019073486 189.193878 62.269978
z5_GND_44610 4.730000019073486 189.079727 62.284546
z5_GND_35375 4.730000019073486 189.173462 62.201275
z5_GND_42809 4.730000019073486 189.176605 62.303047
z5_GND_8356 4.730000019073486 189.282806 62.289062
z5_GND_29902 4.730000019073486 189.161087 62.219013
z5_GND_19108 4.730000019073486 189.213379 62.249863
z5_GND_1416 4.739999771118164 189.251160 62.160568
z5_GND_28470 4.739999771118164 189.253540 62.222290
z5_GND_16713 4.739999771118164 189.107391 62.256680
z5_GND_39258 4.739999771118164 189.165283 62.187958
z5_GND_34640 4.739999771118164 189.282944 62.204735
z5_GND_7143 4.739999771118164 189.211639 62.299255
z5_GND_27460 4.739999771118164 189.317551 62.226521
z5_GND_12253 4.739999771118164 189.294418 62.269447
z5_GND_16616 4.739999771118164 189.241150 62.256916
z5_GND_25654 4.739999771118164 189.360703 62.231659
z5_GND_9217 4.739999771118164 189.252426 62.281559
z5_GND_12407 4.739999771118164 189.087997 62.268730
z5_GND_17512 4.739999771118164 189.288284 62.254414
z5_GND_13365 4.739999771118164 189.273010 62.267033
z5_GND_31209 4.739999771118164 189.315948 62.214970
z5_GND_42807 4.739999771118164 189.193390 62.303253
z5_GND_18913 4.739999771118164 189.102844 62.250042
z5_GND_31466 4.75 189.285660 62.214199
z5_GND_31141 4.75 189.151016 62.215302
z5_GND_18365 4.75 189.063995 62.252014
z5_GND_29477 4.75 189.235458 62.220440
z5_GND_10070 4.75 189.239334 62.277180
z5_GND_717 4.75 189.288315 62.152283
z5_GND_14774 4.760000228881836 189.130936 62.261997
z5_GND_40564 4.760000228881836 189.220428 62.182850
z5_GND_19657 4.760000228881836 189.087723 62.248466
z5_GND_7140 4.760000228881836 189.253616 62.299522
z5_GND_9831 4.760000228881836 189.282272 62.278061
z5_GND_44227 4.760000228881836 189.186630 62.292690
z5_GND_15576 4.760000228881836 189.166534 62.259811
z5_GND_28387 4.760000228881836 189.403717 62.223782
z5_GND_21104 4.769999980926514 189.259552 62.244362
z5_GND_40833 4.769999980926514 189.300323 62.181671
z5_GND_17733 4.769999980926514 189.027557 62.253731
z5_GND_37216 4.769999980926514 189.205688 62.195507
z5_GND_44825 4.769999980926514 189.124741 62.282227
z5_GND_25196 4.769999980926514 189.293671 62.232914
z5_GND_21075 4.78000020980835 189.170349 62.244469
z5_GND_13561 4.78000020980835 189.096008 62.265411
z5_GND_3690 4.78000020980835 189.319977 62.177536
z5_GND_38300 4.78000020980835 189.331604 62.191765
z5_GND_44678 4.789999961853027 189.178955 62.284531
z5_GND_18986 4.789999961853027 189.163940 62.250443
z5_GND_12364 4.789999961853027 189.120682 62.272362
z5_GND_26845 4.789999961853027 189.408051 62.228294
z5_GND_37152 4.789999961853027 189.270630 62.195759
z5_GND_10498 4.789999961853027 189.233170 62.277477
z5_GND_32587 4.789999961853027 189.305099 62.210922
z5_GND_38624 4.789999961853027 189.203720 62.190498
z5_GND_20965 4.789999961853027 189.126389 62.245018
z5_GND_6378 4.789999961853027 189.223816 62.316307
z5_GND_9324 4.800000190734863 189.239517 62.280682
z5_GND_6235 4.800000190734863 189.208588 62.317364
z5_GND_43955 4.809999942779541 189.108261 62.293182
z5_GND_19419 4.809999942779541 189.362015 62.249187
z5_GND_27439 4.809999942779541 189.108170 62.226555
z5_GND_2519 4.809999942779541 189.249573 62.170185
z5_GND_17225 4.820000171661377 189.310059 62.255253
z5_GND_33516 4.820000171661377 189.167419 62.208004
z5_GND_5245 4.820000171661377 189.198456 62.331291
z5_GND_17179 4.820000171661377 189.022217 62.255302
z5_GND_42675 4.820000171661377 189.233521 62.303516
z5_GND_3487 4.820000171661377 189.266190 62.176483
z5_GND_8168 4.820000171661377 189.179306 62.292526
z5_GND_41204 4.820000171661377 189.183868 62.179928
z5_GND_31943 4.820000171661377 189.139999 62.212753
z5_GND_34591 4.820000171661377 189.199417 62.203632
z5_GND_25650 4.820000171661377 189.167984 62.231682
z5_GND_35940 4.829999923706055 189.333420 62.200180
z5_GND_14395 4.829999923706055 189.036942 62.262966
z5_GND_39643 4.829999923706055 189.191116 62.186375
z5_GND_22255 4.829999923706055 189.149292 62.241119
z5_GND_22692 4.829999923706055 189.363861 62.239918
z5_GND_36542 4.829999923706055 189.299484 62.197933
z5_GND_45017 4.829999923706055 189.094818 62.278988
z5_GND_10649 4.829999923706055 189.287918 62.274872
z5_GND_39122 4.840000152587891 189.336380 62.188438
z5_GND_41132 4.840000152587891 189.302795 62.180229
z5_GND_43611 4.840000152587891 189.115631 62.296589
z5_GND_12517 4.840000152587891 189.197098 62.268723
z5_GND_16120 4.840000152587891 189.043884 62.258209
z5_GND_9643 4.840000152587891 189.128677 62.279110
z5_GND_8353 4.849999904632568 189.145340 62.286572
z5_GND_9723 4.849999904632568 189.214401 62.278381
z5_GND_19741 4.849999904632568 189.213715 62.248299
z5_GND_35009 4.849999904632568 189.236801 62.203537
z5_GND_8369 4.849999904632568 189.172745 62.286407
z5_GND_21893 4.849999904632568 189.129974 62.242004
z5_GND_12665 4.849999904632568 189.329163 62.267410
z5_GND_9311 4.849999904632568 189.242249 62.280804
z5_GND_31173 4.849999904632568 189.379272 62.215046
z5_GND_20336 4.849999904632568 189.286423 62.246559
z5_GND_10467 4.849999904632568 189.125580 62.275673
z5_GND_7527 4.860000133514404 189.144531 62.294102
z5_GND_24359 4.860000133514404 189.165253 62.235218
z5_GND_12390 4.860000133514404 189.060104 62.268997
z5_GND_23708 4.860000133514404 189.362427 62.238552
z5_GND_16688 4.860000133514404 189.244064 62.256607
z5_GND_25721 4.869999885559082 189.228531 62.231274
z5_GND_36839 4.869999885559082 189.305664 62.196739
z5_GND_19277 4.869999885559082 189.154327 62.249668
z5_GND_38091 4.869999885559082 189.169846 62.192421
z5_GND_18934 4.869999885559082 189.353104 62.250488
z5_GND_25114 4.869999885559082 189.182861 62.231747
z5_GND_27857 4.880000114440918 189.255875 62.225147
z5_GND_11157 4.880000114440918 189.326645 62.273029
z5_GND_33184 4.880000114440918 189.151794 62.209122
z5_GND_4789 4.880000114440918 189.199799 62.328243
z5_GND_32291 4.880000114440918 189.399704 62.211735
z5_GND_28362 4.880000114440918 189.357269 62.223927
z5_GND_18184 4.880000114440918 189.198868 62.252541
z5_GND_9906 4.889999866485596 189.175003 62.277740
z5_GND_13977 4.889999866485596 189.153305 62.264286
z5_GND_40388 4.889999866485596 189.223312 62.183548
z5_GND_39725 4.889999866485596 189.192978 62.185997
z5_GND_26849 4.889999866485596 189.301620 62.228371
z5_GND_17937 4.889999866485596 189.071426 62.253258
z5_GND_7181 4.889999866485596 189.136673 62.298615
z5_GND_23639 4.889999866485596 189.379272 62.236931
z5_GND_29508 4.889999866485596 189.272583 62.220348
z5_GND_34994 4.889999866485596 189.384995 62.203491
z5_GND_13277 4.889999866485596 189.077927 62.266319
z5_GND_4005 4.900000095367432 189.192215 62.179111
z5_GND_18033 4.900000095367432 189.169907 62.252941
z5_GND_37018 4.900000095367432 189.184082 62.196045
z5_GND_17089 4.900000095367432 189.098160 62.255547
z5_GND_1059 4.900000095367432 189.291183 62.156536
z5_GND_17942 4.900000095367432 189.179047 62.253288
z5_GND_19603 4.900000095367432 189.124069 62.248672
z5_GND_43916 4.900000095367432 189.162140 62.293552
z5_GND_35817 4.900000095367432 189.189377 62.200645
z5_GND_19058 4.900000095367432 189.106262 62.250214
z5_GND_8436 4.909999847412109 189.268860 62.288921
z5_GND_36079 4.909999847412109 189.265076 62.199608
z5_GND_1553 4.909999847412109 189.290634 62.162022
z5_GND_21251 4.909999847412109 189.249771 62.243908
z5_GND_19511 4.920000076293945 189.364700 62.248932
z5_GND_29670 4.920000076293945 189.102997 62.219788
z5_GND_18470 4.920000076293945 189.215027 62.251865
z5_GND_37242 4.920000076293945 189.366287 62.195343
z5_GND_44863 4.920000076293945 189.077759 62.281712
z5_GND_2104 4.929999828338623 189.329788 62.166847
z5_GND_7208 4.929999828338623 189.257812 62.298256
z5_GND_44643 4.929999828338623 189.104156 62.284771
z5_GND_38863 4.929999828338623 189.217300 62.189625
z5_GND_39038 4.929999828338623 189.313324 62.188858
z5_GND_4028 4.929999828338623 189.207428 62.179173
z5_GND_29624 4.929999828338623 189.186676 62.220036
z5_GND_14513 4.929999828338623 189.046707 62.262703
z5_GND_34857 4.929999828338623 189.375336 62.203972
z5_GND_44730 4.940000057220459 189.168579 62.283554
z5_GND_3426 4.940000057220459 189.237671 62.176125
z5_GND_33796 4.949999809265137 189.125656 62.207108
z5_GND_2492 4.949999809265137 189.244156 62.169945
z5_GND_37317 4.949999809265137 189.163849 62.195103
z5_GND_21046 4.949999809265137 189.301788 62.244297
z5_GND_12588 4.960000038146973 189.114410 62.267040
z5_GND_1230 4.960000038146973 189.304398 62.159924
z5_GND_2290 4.960000038146973 189.302612 62.168526
z5_GND_10401 4.960000038146973 189.168350 62.275967
z5_GND_25873 4.960000038146973 189.203171 62.231480
z5_GND_36193 4.960000038146973 189.293091 62.198917
z5_GND_14244 4.960000038146973 189.230774 62.263550
z5_GND_28322 4.960000038146973 189.366837 62.224064
z5_GND_10409 4.960000038146973 189.307190 62.275902
z5_GND_31454 4.96999979019165 189.276123 62.214191
z5_GND_34647 4.96999979019165 189.203888 62.204655
z5_GND_25722 4.96999979019165 189.227524 62.231480
z5_GND_16640 4.980000019073486 189.161484 62.256927
z5_GND_5349 4.980000019073486 189.188446 62.323536
z5_GND_24750 4.980000019073486 189.377213 62.234093
z5_GND_45292 4.980000019073486 189.072083 62.273415
z5_GND_30840 4.980000019073486 189.260727 62.216282
z5_GND_11281 4.980000019073486 189.126007 62.272179
z5_GND_21521 4.980000019073486 189.143631 62.243397
z5_GND_33661 4.980000019073486 189.175598 62.207561
z5_GND_31623 4.980000019073486 189.238708 62.213722
z5_GND_28488 4.980000019073486 189.297485 62.223568
z5_GND_41362 4.980000019073486 189.145386 62.301819
z5_GND_24253 4.980000019073486 189.388504 62.235394
z5_GND_26723 4.989999771118164 189.094040 62.228657
z5_GND_21874 4.989999771118164 189.124023 62.242104
z5_GND_19012 4.989999771118164 189.272415 62.250362
z5_GND_43732 4.989999771118164 189.101852 62.294624
z5_GND_7319 4.989999771118164 189.115646 62.296425
z5_GND_35937 4.989999771118164 189.200012 62.200207
z5_GND_12873 5.0 189.315430 62.267498
z5_GND_11049 5.0 189.270935 62.273361
z5_GND_38276 5.0 189.350082 62.191860
z5_GND_13196 5.0 189.267838 62.266457
z5_GND_15230 5.010000228881836 189.205124 62.260712
z5_GND_17957 5.010000228881836 189.222137 62.252174
z5_GND_33733 5.010000228881836 189.209686 62.207264
z5_GND_32711 5.010000228881836 189.121506 62.210651
z5_GND_37907 5.010000228881836 189.308319 62.193066
z5_GND_33149 5.010000228881836 189.306946 62.209198
z5_GND_15197 5.010000228881836 189.230591 62.260929
z5_GND_15804 5.010000228881836 189.231232 62.259109
z5_GND_27122 5.019999980926514 189.363174 62.227425
z5_GND_37024 5.019999980926514 189.184677 62.195786
z5_GND_39309 5.019999980926514 189.238617 62.187653
z5_GND_44605 5.019999980926514 189.142517 62.285698
z5_GND_14542 5.03000020980835 189.256897 62.262691
z5_GND_39445 5.03000020980835 189.178650 62.187237
z5_GND_44604 5.03000020980835 189.263397 62.285717
z5_GND_25784 5.03000020980835 189.340775 62.231525
z5_GND_16830 5.03000020980835 189.276962 62.256344
z5_GND_42555 5.03000020980835 189.218704 62.304913
z5_GND_681 5.03000020980835 189.251282 62.152828
z5_GND_24504 5.03000020980835 189.269714 62.234455
z5_GND_31370 5.03000020980835 189.275467 62.214161
z5_GND_11789 5.039999961853027 189.243515 62.270794
z5_GND_14761 5.039999961853027 189.100067 62.262043
z5_GND_1447 5.039999961853027 189.252533 62.160896
z5_GND_45273 5.039999961853027 189.077911 62.273827
z5_GND_22341 5.039999961853027 189.295456 62.240883
z5_GND_7604 5.050000190734863 189.220032 62.293377
z5_GND_6494 5.050000190734863 189.187515 62.315445
z5_GND_27586 5.050000190734863 189.402756 62.226158
z5_GND_35764 5.050000190734863 189.184753 62.200901
z5_GND_1966 5.050000190734863 189.229691 62.165714
z5_GND_35652 5.050000190734863 189.168869 62.201168
z5_GND_18192 5.050000190734863 189.129944 62.252510
z5_GND_1936 5.050000190734863 189.289505 62.165680
z5_GND_2797 5.059999942779541 189.206085 62.172009
z5_GND_4732 5.059999942779541 189.179245 62.329845
z5_GND_858 5.059999942779541 189.296616 62.154476
z5_GND_19458 5.059999942779541 189.263565 62.249146
z5_GND_10768 5.070000171661377 189.172516 62.274570
z5_GND_1587 5.070000171661377 189.257141 62.162376
z5_GND_22630 5.070000171661377 189.175278 62.240158
z5_GND_40858 5.070000171661377 189.202209 62.181614
z5_GND_40581 5.070000171661377 189.179810 62.182751
z5_GND_28046 5.070000171661377 189.277939 62.224922
z5_GND_36876 5.070000171661377 189.320007 62.196701
z5_GND_39799 5.070000171661377 189.299850 62.185833
z5_GND_39798 5.070000171661377 189.299591 62.185871
z5_GND_39609 5.070000171661377 189.210846 62.186630
z5_GND_3052 5.079999923706055 189.288742 62.173836
z5_GND_26652 5.079999923706055 189.127609 62.228935
z5_GND_15601 5.090000152587891 189.296097 62.259697
z5_GND_28178 5.090000152587891 189.341583 62.224461
z5_GND_32915 5.090000152587891 189.185623 62.210041
z5_GND_25573 5.090000152587891 189.328232 62.231686
z5_GND_2210 5.099999904632568 189.220413 62.167744
z5_GND_1116 5.099999904632568 189.280640 62.157314
z5_GND_19556 5.099999904632568 189.258133 62.248890
z5_GND_40743 5.099999904632568 189.262466 62.182095
z5_GND_22823 5.099999904632568 189.094727 62.239357
z5_GND_4016 5.099999904632568 189.204529 62.179150
z5_GND_11088 5.099999904632568 189.315125 62.273216
z5_GND_23181 5.099999904632568 189.242538 62.238541
z5_GND_33208 5.099999904632568 189.307465 62.209076
z5_GND_39136 5.099999904632568 189.324158 62.188362
z5_GND_35551 5.110000133514404 189.283676 62.201584
z5_GND_12158 5.110000133514404 189.083023 62.269699
z5_GND_31792 5.119999885559082 189.135483 62.213055
z5_GND_10084 5.119999885559082 189.140717 62.277237
z5_GND_44300 5.119999885559082 189.093964 62.289299
z5_GND_28819 5.130000114440918 189.365326 62.222359
z5_GND_9036 5.130000114440918 189.254929 62.282436
z5_GND_26806 5.130000114440918 189.273712 62.228466
z5_GND_25578 5.130000114440918 189.149429 62.231865
z5_GND_3481 5.130000114440918 189.329285 62.176426
z5_GND_10362 5.130000114440918 189.266068 62.278164
z5_GND_8681 5.130000114440918 189.139130 62.283527
z5_GND_29527 5.130000114440918 189.100662 62.220226
z5_GND_19218 5.130000114440918 189.306992 62.249779
z5_GND_18733 5.130000114440918 189.287979 62.249866
z5_GND_23197 5.130000114440918 189.103973 62.238167
z5_GND_18615 5.130000114440918 189.285294 62.251419
z5_GND_42222 5.130000114440918 189.161255 62.304886
z5_GND_25785 5.130000114440918 189.377655 62.231190
z5_GND_14386 5.130000114440918 189.217575 62.263100
z5_GND_9914 5.139999866485596 189.172379 62.277752
z5_GND_1303 5.150000095367432 189.238403 62.159389
z5_GND_14052 5.150000095367432 189.150833 62.264027
z5_GND_38076 5.150000095367432 189.259857 62.192493
z5_GND_26143 5.159999847412109 189.121307 62.230293
z5_GND_37906 5.159999847412109 189.263519 62.193096
