index,slit,targetnum,name,ra,dec,pmra,pmdec,mag,priority,epoch,type,wave_start,wave_end,side,mask,ID,ID_Fink,ID_bino,ID_3DHST,id,zspec,z_Lya,z_fink,z_bouw,photoz,flux_Lya,EW_Lya,FWHM_kms_Lya,Hmag,Jmag,lmass,Reference
123,10,103,z6_GND_41463,189.175934,62.311527000000005,0,0,0.0010000000474974509,3.0,2000,TARGET,7601.848222698426,10124.49066343408,A,2019,z6_GND_41463,,,,,,,5.58,5.69,,,,,26.57,,,
124,6,37,z5_GND_42418,189.16655,62.305592000000004,0,0,0.0010000000474974509,3.0,2000,TARGET,7618.326671418737,10140.961585903979,A,2019,z5_GND_42418,,,,,,,5.53,5.69,,,,,25.81,,,
125,15,141,z6_GND_7095,189.165024,62.30019,0,0,0.0010000000474974509,3.0,2000,TARGET,7646.886069130584,10169.508195151559,A,2019,z6_GND_7095,,,,,,,6.37,6.54,,,,,26.33,,,
126,21,150,z6_GND_42333,189.139923,62.308372,0,0,0.0010000000474974509,3.0,2000,TARGET,7550.979708914478,10073.644434791082,A,2019,z6_GND_42333,,,,,,,6.46,6.54,,,,,26.31,,,
127,19,148,z7_GND_8358,189.155319,62.286460999999996,0,0,0.0010000000474974509,3.0,2000,TARGET,7708.469636456148,10231.064210750628,A,2019,z7_GND_8358,,,,,,,6.7,6.69,,,,,26.32,,,
128,11,115,z5_GND_7766,189.139984,62.29180899999999,0,0,0.0010000000474974509,3.0,2000,TARGET,7647.9141030888095,10170.535613897984,A,2019,z5_GND_7766,,,,,,,5.58,5.62,,,,,26.8,,,
129,26,51,z6_GNW_8472,189.172394,62.157078000000006,0,0,0.0010000000474974509,3.0,2000,TARGET,7323.537988289146,9846.306129597366,B,2019,z6_GNW_8472,,,,,,,5.66,5.69,,,,,25.95,,,
130,20,149,z6_GND_43953,189.117065,62.294224,0,0,0.0010000000474974509,3.0,2000,TARGET,7590.107186490336,10112.754434299104,A,2019,z6_GND_43953,,,,,,,6.35,6.61,,,,,26.71,,,
131,60,104,z6_GNW_11480,189.157516,62.176079,0,0,0.0010000000474974509,3.0,2000,TARGET,7462.643228960029,9985.34910160821,B,2019,z6_GNW_11480,,,,,,,5.67,5.82,,,,,26.71,,,
132,50,84,z6_GND_3649,189.206741,62.177505000000004,0,0,0.0010000000474974509,3.0,2000,TARGET,7374.458599843706,9897.202628876401,B,2019,z6_GND_3649,,,,,,,5.74,6.17,,,,,25.43,,,
133,58,92,z6_GND_28438,189.177979,62.223713000000004,0,0,0.0010000000474974509,3.0,2000,TARGET,7699.033945028018,10221.63299133984,B,2019,z6_GND_28438,,,,,,,6.12,6.39,,,,,26.85,,,
134,70,129,z7_GND_34860,189.228882,62.20401,0,0,0.0010000000474974509,3.0,2000,TARGET,7486.0523839163725,10008.746038624136,B,2019,z7_GND_34860,,,,,,,6.62,6.77,,,,,26.04,,,
135,55,89,z5_GND_32273,189.226334,62.211914,0,0,0.0010000000474974509,3.0,2000,TARGET,7537.147263081519,10059.818128750036,B,2019,z5_GND_32273,,,,,,,5.52,5.62,,,,,25.71,,,
136,37,70,z6_GND_2469,189.31723,62.169768999999995,0,0,0.0010000000474974509,3.0,2000,TARGET,7116.036620092395,9638.894823535751,B,2019,z6_GND_2469,,,,,,,6.05,5.96,,,,,26.71,,,
137,57,91,z6_GND_27453,189.237427,62.22811899999999,0,0,0.0010000000474974509,3.0,2000,TARGET,7610.856750896222,10133.49475505098,B,2019,z6_GND_27453,,,,,,,6.18,5.82,,,,,26.44,,,
138,38,71,z7_GND_39528,189.30651899999998,62.18745,0,0,0.0010000000474974509,3.0,2000,TARGET,7240.461266443109,9763.264120558604,B,2019,z7_GND_39528,,,,,,,6.53,6.17,,,,,26.83,,,
139,54,88,z6_GND_34516,189.29245,62.205073999999996,0,0,0.0010000000474974509,3.0,2000,TARGET,7370.909065810458,9893.653914470035,B,2019,z6_GND_34516,,,,,,,5.67,5.76,,,,,26.84,,,
140,69,128,z7_GND_35507,189.304443,62.201679000000006,0,0,0.0010000000474974509,3.0,2000,TARGET,7328.183870142996,9850.947769848888,B,2019,z7_GND_35507,,,,,,,6.96,6.69,,,,,26.57,,,
141,59,93,z6_GND_19665,189.248718,62.24844399999999,0,0,0.0010000000474974509,3.0,2000,TARGET,7708.912054567288,10231.506625130867,B,2019,z6_GND_19665,,,,,,,5.53,5.69,,,,,25.16,,,
142,39,72,z6_GND_35647,189.32986499999998,62.200844,0,0,0.0010000000474974509,3.0,2000,TARGET,7275.223318302304,9798.010981651489,B,2019,z6_GND_35647,,,,,,,6.37,6.24,,,,,26.88,,,
143,42,75,z6_GND_25736,189.33561699999998,62.231339,0,0,0.0010000000474974509,3.0,2000,TARGET,7444.998459907177,9967.711312884327,B,2019,z6_GND_25736,,,,,,,6.43,5.56,,,,,26.95,,,
144,43,76,z6_GND_25400,189.34188799999998,62.232079000000006,0,0,0.0010000000474974509,3.0,2000,TARGET,7437.722942146209,9960.439176632475,B,2019,z6_GND_25400,,,,,,,5.51,5.62,,,,,26.23,,,
145,40,73,z6_GND_29564,189.379532,62.220028000000006,0,0,0.0010000000474974509,3.0,2000,TARGET,7296.2063565086855,9818.985998326243,B,2019,z6_GND_29564,,,,,,,5.93,5.89,,,,,25.99,,,
146,46,79,z6_GND_19165,189.347733,62.249869999999994,0,0,0.0010000000474974509,3.0,2000,TARGET,7532.689112243104,10055.363825722663,B,2019,z6_GND_19165,,,,,,,6.04,6.03,,,,,26.66,,,
147,47,80,z6_GND_14309,189.334091,62.263068999999994,0,0,0.0010000000474974509,3.0,2000,TARGET,7636.438757309476,10159.067458487722,B,2019,z6_GND_14309,,,,,,,5.54,5.56,,,,,26.8,,,
148,21,35,z5_GND_14430,189.342285,62.262852,0,0,0.0010000000474974509,3.0,2000,TARGET,7620.0700465178015,10142.706247125336,B,2019,z5_GND_14430,,,,,,,5.51,5.56,,,,,25.34,,,
149,44,77,z6_GND_23382,189.386108,62.237839,0,0,0.0010000000474974509,3.0,2000,TARGET,7390.28420762028,9913.022854331231,B,2019,z6_GND_23382,,,,,,,5.92,6.03,,,,,25.36,,,
150,23,40,z6_GNW_27915,189.474213,62.2757,0,0,0.0010000000474974509,3.0,2000,TARGET,7458.791384834143,9981.505543627958,B,2019,z6_GNW_27915,,,,,,,5.56,5.62,,,,,26.29,,,
151,48,82,z6_GND_2164,189.25708,62.167366,0,0,0.0010000000474974509,3.0,2000,TARGET,7217.631928508056,9740.4452627687,B,2019,z6_GND_2164,,,,,,,6.12,6.17,,,,,26.22,,,
152,53,87,z6_GND_36100,189.191269,62.19951999999999,0,0,0.0010000000474974509,3.0,2000,TARGET,7532.524430127448,10055.197848724103,B,2019,z6_GND_36100,,,,,,,5.62,5.56,,,,,26.2,,,
153,17,30,3DHST_21290,189.26806641,62.24618149,0,0,0.0010000000474974509,2.0,2000,TARGET,7659.161542584562,10181.77840882776,B,2019,462.0,,3DHST_21290,21290.0,,2.2128,,,,,78.9,195.4,546.0,,,,
154,254,1915,f_2,188.90234556247268,62.36399943583585,0,0,0.0010000000474974509,,2000,,6773.1124361441125,9296.12450928007,A,2019,,,,,,,,,,,,,,,,,
155,255,1916,f_3,188.9101907891565,62.352587917067034,0,0,0.0010000000474974509,,2000,,6855.558346584298,9378.533932281129,A,2019,,,,,,,,,,,,,,,,,
156,12,116,z6_GND_44248,189.106491,62.28997,0,0,0.0010000000474974509,3.0,2000,TARGET,7594.976152287951,10117.621295643728,A,2019,z6_GND_44248,,,,,,,5.99,5.69,,,,,26.92,,,
157,1,1,Hu10_z6_5,189.399719,62.23949399999999,0,0,0.0010000000474974509,1.0,2000,TARGET,7375.205778181118,9897.951625999804,B,2019,Hu10_z6_5,z5_GND_22781,,,,,-99.0,5.329999923706055,,,,,,,,,Hu10
158,4,4,Hu10_z6_9,189.342285,62.262852,0,0,0.0010000000474974509,1.0,2000,TARGET,7620.0700465178015,10142.706247125336,B,2019,Hu10_z6_9,z5_GND_14430,,,,,-99.0,5.510000228881836,,,,,,,,,Hu10
159,7,39,z5_GND_44499,189.105927,62.286846,0,0,0.0010000000474974509,3.0,2000,TARGET,7612.249551301407,10134.887036898625,A,2019,z5_GND_44499,,,,,,,5.58,5.56,,,,,26.2,,,
160,2,2,Hu10_z6_11,189.365982,62.196171,0,0,0.0010000000474974509,1.0,2000,TARGET,7179.689276300122,9702.519822550928,B,2019,Hu10_z6_11,z5_GND_37006,,,,,-99.0,5.389999866485597,,,,,,,,,Hu10
161,8,13,Stark11_33_17705,189.208191,62.23214,0,0,0.0010000000474974509,1.0,2000,TARGET,7690.1821932845105,10212.784911094484,B,2019,Stark11_33_17705,z6_GND_25488,,,,,5.8,5.75,,,,,,,,,Stark11
162,10,17,Jung18_z6_GND_28438,189.177979,62.223713000000004,0,0,0.0010000000474974509,1.0,2000,TARGET,7699.033945028018,10221.63299133984,B,2019,Jung18_z6_GND_28438,z6_GND_28438,,,,,6.551,6.119999885559082,,,,,,,,,Jung18
163,11,18,Hu10_z7_1,189.358261,62.20764200000001,0,0,0.0010000000474974509,1.0,2000,TARGET,7262.171914536293,9784.965903427148,B,2019,Hu10_z7_1,z6_GND_33623,,,,,6.559,6.170000076293945,,,,,,,,,Hu10
164,7,12,Stark11_42_13066,189.15638700000002,62.197666000000005,0,0,0.0010000000474974509,1.0,2000,TARGET,7589.7213669355715,10112.369972078295,B,2019,Stark11_42_13066,z6_GND_36554,,,,,5.61,5.71999979019165,,,,,,,,,Stark11
165,4,11,Jung18_z6_GND_5752,189.199585,62.320965,0,0,0.0010000000474974509,1.0,2000,TARGET,7592.815993361003,10115.463031906434,A,2019,Jung18_z6_GND_5752,z6_GND_5752,,,,,6.582999999999999,5.699999809265138,,,,,,,,,Jung18
166,1,7,Hu10_z6_4,189.253998,62.353954,0,0,0.0010000000474974509,1.0,2000,TARGET,7509.007141250067,10031.694312854392,A,2019,Hu10_z6_4,z5_GNW_32160,,,,,-99.0,5.510000228881836,,,,,,,,,Hu10
167,2,8,Stark11_35_22248,189.253998,62.353954,0,0,0.0010000000474974509,1.0,2000,TARGET,7509.007141250067,10031.694312854392,A,2019,Stark11_35_22248,z5_GNW_32160,,,,,5.7,5.510000228881836,,,,,,,,,Stark11
168,9,14,Stark11_32_16773,189.1978,62.19998199999999,0,0,0.0010000000474974509,1.0,2000,TARGET,7522.548737073842,10045.226499790486,B,2019,Stark11_32_16773,z6_GND_35989,,,,,5.97,5.75,,,,,,,,,Stark11
169,14,26,3DHST_16990,189.227005,62.22645569,0,0,0.0010000000474974509,2.0,2000,TARGET,7620.9688001612085,10143.602301327275,B,2019,434.0,,3DHST_16990,16990.0,,2.2659,,,,,11.9,298.9,289.0,,,,
170,5,19,Stark11_35_22381,189.25538600000002,62.35775,0,0,0.0010000000474974509,1.0,2000,TARGET,7489.939970206431,10012.635887361408,A,2019,Stark11_35_22381,z6_GNW_32731,,,,,5.7,5.769999980926514,,,,,,,,,Stark11
171,6,9,Hu10_z6_3,189.055939,62.12999,0,0,0.0010000000474974509,1.0,2000,TARGET,7402.4249205151045,9925.164452479505,B,2019,Hu10_z6_3,z5_GNW_3960,,,,,5.635,5.519999980926514,,,,,,,,,Hu10
172,13,23,Stark11_42_6706,189.079712,62.141884,0,0,0.0010000000474974509,1.0,2000,TARGET,7421.763890455514,9944.492681316751,B,2019,Stark11_42_6706,z6_GNW_5756,,,,,5.97,5.9099998474121085,,,,,,,,,Stark11
173,12,22,Stark11_41_13100,189.156693,62.11544,0,0,0.0010000000474974509,1.0,2000,TARGET,7115.139790473699,9638.00337769268,B,2019,Stark11_41_13100,z6_GNW_2045,,,,,5.81,5.889999866485597,,,,,,,,,Stark11
174,187,411,3DHST_724,189.17259199999998,62.119579,0,0,0.001000000047497451,30.9998779296875,2000,TARGET,7726.956685343797,10249.55137794969,B,2020A_1,3DHST_724,,,,,,,,,0.9249,,,,,23.506036245619487,,
175,277,639,3DHST_839,189.19168100000002,62.121159,0,0,0.001000000047497451,277.0,2000,TARGET,7667.054968473485,10189.67579021213,B,2020A_1,3DHST_839,,,,,,,,,0.7723,,,,,24.461633242844577,,
176,315,713,3DHST_1815,189.1922,62.136517000000005,0,0,0.001000000047497451,352.9998779296875,2000,TARGET,7689.733915378692,10212.342758359808,B,2020A_1,3DHST_1815,,,,,,,,,0.8711,,,,,24.61477732746395,,
177,208,458,3DHST_2242,189.186905,62.141502,0,0,0.001000000047497451,80.0,2000,TARGET,7715.012474760048,10237.609586595783,B,2020A_1,3DHST_2242,,,,,,,,,0.9209999999999999,,,,,23.86159335773429,,
178,561,1322,3DHST_2260,189.22079499999998,62.141315000000006,0,0,0.001000000047497451,989.0,2000,TARGET,7604.343786224117,10126.98971312374,B,2020A_1,3DHST_2260,,,,,,,,,0.8707,,,,,25.50188992789049,,
179,194,421,3DHST_396,189.212997,62.112446,0,0,0.001000000047497451,42.0,2000,TARGET,7583.7695296821585,10106.428224527037,B,2020A_1,3DHST_396,,,,,,,,,0.8189,,,,,23.62003391251031,,
180,224,494,3DHST_993,189.20823700000003,62.124138,0,0,0.001000000047497451,117.9998779296875,2000,TARGET,7617.68602689339,10140.32817162809,B,2020A_1,3DHST_993,,,,,,,,,0.7939,,,,,24.010243151100358,,
181,383,868,3DHST_18775,189.26928700000002,62.234584999999996,0,0,0.001000000047497451,511.0,2000,TARGET,7610.888357494568,10133.52634767125,B,2020A_1,3DHST_18775,,,,,,,,,0.8285,,,,,24.877536743573227,,
182,480,1094,3DHST_2304,189.237244,62.141926,0,0,0.001000000047497451,747.9999389648438,2000,TARGET,7551.790794889941,10074.45983256871,B,2020A_1,3DHST_2304,,,,,,,,,0.9284,,,,,25.20918102510829,,
183,729,1701,3DHST_19119,189.343704,62.236445999999994,0,0,0.001000000047497451,1385.0,2000,TARGET,7375.325256680563,9898.068183493364,B,2020A_1,3DHST_19119,,,,,,,,,0.8707,,,,,26.13543381397099,,
184,234,522,3DHST_20602,189.310425,62.24338100000001,0,0,0.001000000047497451,149.0,2000,TARGET,7495.414182525104,10018.103713966884,B,2020A_1,3DHST_20602,,,,,,,,,0.8807,,,,,24.09955821227455,,
185,318,719,3DHST_21644,189.288055,62.248775,0,0,0.001000000047497451,359.0,2000,TARGET,7577.495901203299,10100.148955917388,B,2020A_1,3DHST_21644,,,,,,,,,0.8815,,,,,24.62035011121872,,
186,192,419,3DHST_25202,189.323425,62.265228,0,0,0.001000000047497451,40.0,2000,TARGET,7496.11109778082,10018.80105315443,B,2020A_1,3DHST_25202,,,,,,,,,0.8051,,,,,23.600532579498612,,
187,643,1496,3DHST_27923,189.299713,62.279137,0,0,0.001000000047497451,1175.0,2000,TARGET,7599.449077205962,10122.093589952105,B,2020A_1,3DHST_27923,,,,,,,,,0.8706,,,,,25.735362092260498,,
188,254,584,3DHST_13823,189.346039,62.210246999999995,0,0,0.001000000047497451,217.9998779296875,2000,TARGET,7318.601097524245,9841.369228052396,B,2020A_1,3DHST_13823,,,,,,,,,0.7978,,,,,24.28621924483439,,
189,261,604,3DHST_30218,189.270996,62.29166800000001,0,0,0.001000000047497451,237.9998779296875,2000,TARGET,7716.182071577564,10238.77517674165,B,2020A_1,3DHST_30218,,,,,,,,,0.9102,,,,,24.355443709913807,,
190,460,1042,3DHST_30820,189.384918,62.294914,0,0,0.001000000047497451,693.0,2000,TARGET,7359.566514164666,9882.319645342475,B,2020A_1,3DHST_30820,,,,,,,,,0.7801,,,,,25.13108487799432,,
191,201,444,3DHST_32163,189.485001,62.303349,0,0,0.001000000047497451,65.9998779296875,2000,TARGET,7058.385663208291,9581.274865195925,B,2020A_1,3DHST_32163,,,,,,,,,0.9004,,,,,23.777460542703718,,
192,258,595,3DHST_35544,189.406662,62.329411,0,0,0.001000000047497451,229.0,2000,TARGET,7363.204224454297,9885.959648920549,B,2020A_1,3DHST_35544,,,,,,,,,0.8586,,,,,24.330077103287266,,
193,225,496,3DHST_37167,189.32356299999998,62.34763,0,0,0.001000000047497451,120.0,2000,TARGET,7666.023401700355,10188.645062786607,B,2020A_1,3DHST_37167,,,,,,,,,0.7929999999999999,,,,,24.013783242093535,,
194,311,700,3DHST_17116,189.233795,62.226604,0,0,0.001000000047497451,340.0,2000,TARGET,7710.20142362304,10232.795259517503,B,2020A_1,3DHST_17116,,,,,,,,,0.8175,,,,,24.58852309952444,,
195,195,422,3DHST_36557,189.427643,62.339771,0,0,0.001000000047497451,43.0,2000,TARGET,7319.179754214855,9841.956496305025,B,2020A_1,3DHST_36557,,,,,,,,,0.8084,,,,,23.622351386612717,,
196,126,284,z8_GNW_30497,189.353027,62.347015,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7571.377062927644,10094.041264310721,B,2020A_1,z8_GNW_30497,,,,,,,7.84,7.93,,,,,26.75,,,
197,181,400,3DHST_12523,189.346252,62.203731999999995,0,0,0.001000000047497451,18.0,2000,TARGET,7305.920747012097,9828.694624517891,B,2020A_1,3DHST_12523,,,,,,,,,0.8777,,,,,23.213484135640858,,
198,200,441,3DHST_9948,189.229034,62.19179499999999,0,0,0.001000000047497451,63.0,2000,TARGET,7663.027598083327,10185.64346504864,B,2020A_1,3DHST_9948,,,,,,,,,0.9046,,,,,23.76960124485821,,
199,220,489,3DHST_5922,189.297256,62.169655000000006,0,0,0.001000000047497451,112.9998779296875,2000,TARGET,7403.604323768423,9926.336396901786,B,2020A_1,3DHST_5922,,,,,,,,,0.774,,,,,23.994174559670835,,
200,436,982,3DHST_5937,189.279327,62.169662,0,0,0.001000000047497451,630.9999389648438,2000,TARGET,7461.73435488314,9984.440704254435,B,2020A_1,3DHST_5937,,,,,,,,,0.9155,,,,,25.019964548073844,,
201,211,468,3DHST_5054,189.291077,62.163920999999995,0,0,0.001000000047497451,90.0,2000,TARGET,7413.75582217399,9936.48381283837,B,2020A_1,3DHST_5054,,,,,,,,,0.8203,,,,,23.8961549032446,,
202,284,651,3DHST_5994,189.203705,62.17033000000001,0,0,0.001000000047497451,289.9998779296875,2000,TARGET,7708.063465160418,10230.660816553387,B,2020A_1,3DHST_5994,,,,,,,,,0.8815,,,,,24.48071216548608,,
203,580,1362,3DHST_4441,189.266205,62.158974,0,0,0.001000000047497451,1031.0,2000,TARGET,7486.0438191264675,10008.740244189345,B,2020A_1,3DHST_4441,,,,,,,,,0.8346,,,,,25.54677868388985,,
204,418,950,3DHST_4469,189.215958,62.159287,0,0,0.001000000047497451,597.0,2000,TARGET,7649.733571208774,10172.357645941956,B,2020A_1,3DHST_4469,,,,,,,,,0.9143,,,,,24.989949316866888,,
205,232,515,3DHST_2136,189.307358,62.140468999999996,0,0,0.001000000047497451,140.9998779296875,2000,TARGET,7321.1693955496285,9843.940344256886,B,2020A_1,3DHST_2136,,,,,,,,,0.8976,,,,,24.082356023467888,,
206,269,619,3DHST_3499,189.201157,62.151718,0,0,0.001000000047497451,254.0,2000,TARGET,7685.283780226368,10207.892890842671,B,2020A_1,3DHST_3499,,,,,,,,,0.807,,,,,24.40062547388409,,
207,36,82,z6_GND_11304,189.282639,62.272503,0,0,0.001000000047497451,3.0,2000,TARGET,7640.884449414929,10163.510073922936,B,2020A_1,z6_GND_11304,,,,,,,6.54,6.61,,,,,26.75,,,
208,190,417,3DHST_27358,189.340973,62.276244999999996,0,0,0.001000000047497451,38.0,2000,TARGET,7461.860075811195,9984.56595082545,B,2020A_1,3DHST_27358,,,,,,,,,0.9124,,,,,23.597097411530964,,
209,37,84,z6_GND_10245,189.27740500000002,62.276408999999994,0,0,0.001000000047497451,3.0,2000,TARGET,7665.316084381878,10187.930992379574,B,2020A_1,z6_GND_10245,,,,,,,6.32,6.39,,,,,26.2,,,
210,125,283,z8_GNW_27475,189.37381000000002,62.336391000000006,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7482.474395207817,10005.177098614346,B,2020A_1,z8_GNW_27475,,,,,,,7.84,8.02,,,,,26.85,,,
211,59,115,z5_GNW_2919,189.20349099999999,62.122383,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7630.408387523621,10153.04516791064,B,2020A_1,z5_GNW_2919,,,,,,,5.3,5.12,,,,,25.2,,,
212,51,278,z7_GND_41546,189.159698,62.310566,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7718.660708859321,10241.25304983881,A,2020A_1,z7_GND_41546,,,,,,,7.47,6.39,,,,,26.77,,,
213,45,237,z5_GND_42576,189.143311,62.304779,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7675.655056224662,10198.266013363298,A,2020A_1,z5_GND_42576,,,,,,,5.29,5.36,,,,,26.88,,,
214,43,235,z5_GND_10084,189.140717,62.277237,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7715.411055942664,10238.003002815542,A,2020A_1,z5_GND_10084,,,,,,,5.12,5.36,,,,,25.81,,,
215,44,236,z5_GND_45273,189.077911,62.273827000000004,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7519.330315741501,10042.009229741756,A,2020A_1,z5_GND_45273,,,,,,,5.04,5.24,,,,,26.52,,,
216,40,232,z5_GND_17105,189.118622,62.255566,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7683.516130398382,10206.12180934722,A,2020A_1,z5_GND_17105,,,,,,,5.27,5.49,,,,,26.72,,,
217,42,234,z5_GND_16723,189.06016499999998,62.256508,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7493.819543466379,10016.509626934268,A,2020A_1,z5_GND_16723,,,,,,,5.32,5.56,,,,,26.31,,,
218,38,228,z5_GND_21641,189.11763,62.244312,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7701.141055031959,10223.738896355651,A,2020A_1,z5_GND_21641,,,,,,,5.31,5.3,,,,,26.78,,,
219,52,279,z8_GND_23069,189.109497,62.238792000000004,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7685.340256279944,10207.945196057666,A,2020A_1,z8_GND_23069,,,,,,,7.78,7.41,,,,,26.94,,,
220,39,229,z5_GND_21153,189.049622,62.244038,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7483.142383415192,10005.837338145859,A,2020A_1,z5_GND_21153,,,,,,,5.47,5.49,,,,,25.43,,,
221,36,218,z5_GND_27819,189.11033600000002,62.225437,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7713.31623777407,10235.909005356076,A,2020A_1,z5_GND_27819,,,,,,,5.4,5.43,,,,,25.83,,,
222,35,217,z5_GND_28693,189.106339,62.222816,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7705.504700675945,10228.101037630828,A,2020A_1,z5_GND_28693,,,,,,,5.23,5.36,,,,,26.87,,,
223,34,209,z5_GND_29491,189.104431,62.220344999999995,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7704.126362644518,10226.72340239519,A,2020A_1,z5_GND_29491,,,,,,,5.18,5.18,,,,,26.83,,,
224,32,140,z5_GNW_16472,188.951706,62.211135999999996,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7232.075124967281,9754.88364188256,A,2020A_1,z5_GNW_16472,,,,,,,5.13,5.06,,,,,26.68,,,
225,26,133,z5_GNW_12482,189.079254,62.182869,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7697.299647170976,10219.902022368093,A,2020A_1,z5_GNW_12482,,,,,,,5.33,5.3,,,,,25.95,,,
226,25,130,z5_GNW_11226,189.04805,62.174236,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7614.977853340394,10137.617934496024,A,2020A_1,z5_GNW_11226,,,,,,,5.47,5.36,,,,,26.92,,,
227,28,136,z6_GNW_10897,188.976089,62.171893999999995,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7389.488394042605,9912.229936358748,A,2020A_1,z6_GNW_10897,,,,,,,5.51,5.43,,,,,26.08,,,
228,1,3,f_2,188.902346,62.363999,0,0,0.001000000047497451,,2000,,6797.170757080645,9320.174982548097,A,2020A_1,,,,,,,,,,,,,,,,,
229,2,4,f_3,188.910191,62.352588,0,0,0.001000000047497451,,2000,,6841.397951316447,9364.38156176251,A,2020A_1,,,,,,,,,,,,,,,,,
230,5,11,Stark11_24_26902,189.307617,62.323443999999995,0,0,0.001000000047497451,1.0,2000,TARGET,7664.948467165319,10187.567477132456,B,2020A_1,Stark11_24_26902,z6_GNW_20152,,,,,5.94,5.8400001525878915,,,,,,,,,Stark11
231,6,13,Hu10_z7_2,189.356888,62.29531899999999,0,0,0.001000000047497451,1.0,2000,TARGET,7449.7390223099255,9972.45176362035,B,2020A_1,Hu10_z7_2,z7_GNW_24443,,,,,-99.0,6.6599998474121085,,,,,,,,,Hu10
232,4,10,Stark11_24_28120,189.321457,62.2901,0,0,0.001000000047497451,1.0,2000,TARGET,7552.062103528777,10074.728571830012,B,2020A_1,Stark11_24_28120,z6_GNW_25620,,,,,5.97,5.820000171661378,,,,,,,,,Stark11
233,3,8,Stark11_34_24923,189.28453100000002,62.287498,0,0,0.001000000047497451,1.0,2000,TARGET,7664.627169177726,10187.243058984886,B,2020A_1,Stark11_34_24923,z6_GND_8220,,,,,5.94,5.989999771118164,,,,,,,,,Stark11
234,1,5,Hu10_z6_12,189.320312,62.23344399999999,0,0,0.001000000047497451,1.0,2000,TARGET,7444.774876916068,9967.4868237997,B,2020A_1,Hu10_z6_12,z5_GND_24948,,,,,-99.0,5.429999828338623,,,,,,,,,Hu10
235,3,6,Hu10_z6_7,189.03276100000002,62.143969999999996,0,0,0.001000000047497451,1.0,2000,TARGET,7629.184137417976,10151.821434143028,A,2020A_1,Hu10_z6_7,z5_GNW_6135,,,,,5.64,5.010000228881836,,,,,,,,,Hu10
236,60,116,z5_GNW_3424,189.208527,62.126208999999996,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7620.024027941262,10142.664870799157,B,2020A_1,z5_GNW_3424,,,,,,,5.12,5.18,,,,,25.96,,,
237,113,248,z5_GND_464,189.27070600000002,62.14841800000001,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7453.669565919816,9976.381243335438,B,2020A_1,z5_GND_464,,,,,,,5.45,5.76,,,,,26.48,,,
238,81,158,z5_GND_1415,189.234848,62.160557,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7590.521906069184,10113.17202619449,B,2020A_1,z5_GND_1415,,,,,,,5.26,5.49,,,,,26.76,,,
239,79,156,z5_GND_2126,189.247681,62.167103000000004,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7559.960841825877,10082.623931645818,B,2020A_1,z5_GND_2126,,,,,,,5.32,5.3,,,,,25.88,,,
241,116,259,z8_GNW_27475,189.37381000000002,62.336391000000006,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7482.474395207817,10005.177098614346,B,2020A_1,z8_GNW_27475,,,,,,,7.84,8.02,,,,,26.85,,,
243,117,260,z7_GNW_19517,189.325821,62.334697999999996,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7631.022662063495,10153.65829467901,B,2020A_1,z7_GNW_19517,,,,,,,7.37,7.16,,,,,26.8,,,
244,47,103,z5_GNW_20906,189.43768300000002,62.318160999999996,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7240.519224008196,9763.328359848498,B,2020A_1,z5_GNW_20906,,,,,,,5.41,5.49,,,,,24.96,,,
245,56,112,z5_GNW_21219,189.310135,62.330256999999996,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7671.3388652733765,10193.955808909734,B,2020A_1,z5_GNW_21219,,,,,,,5.14,5.12,,,,,25.91,,,
246,49,105,z5_GNW_21283,189.403549,62.315697,0,0,0.001000000047497451,3.9998779296875,2000,TARGET,7343.7580552366835,9866.520474006751,B,2020A_1,z5_GNW_21283,,,,,,,5.1,5.24,,,,,25.58,,,
